,ConsumptionDate,ActualConsumption,P7Cons,P2Cons,P1Cons,P9Cons,P3Cons,P4Cons,P5Cons,P6Cons1,P6Sec3Cons2,P6Sec2Cons3,Gen1num1,Gen1num2,Gen2
57,02/04/2019 04:30,139.858,73.934,3.32,11.824000000000002,2.5980000000000003,11.834000000000001,9.204,4.664,12.196,0.888,1.008,0.16,0.0,40.272
58,02/04/2019 05:00,139.266,73.676,3.392,11.828,2.4859999999999998,11.728,8.836,4.7139999999999995,12.232000000000001,0.892,1.008,0.162,0.0,40.302
59,02/04/2019 05:30,136.07399999999998,71.426,3.338,11.828,2.49,12.004000000000001,9.362,3.582,11.716,0.892,1.01,0.154,0.0,40.306
60,02/04/2019 06:00,134.308,70.548,3.3819999999999997,11.832,2.548,11.936,9.324,3.298,11.25,0.898,1.012,0.14800000000000002,0.0,40.314
61,02/04/2019 06:30,129.09799999999998,66.628,3.2739999999999996,11.828,2.494,11.83,8.914,3.25,10.664000000000001,0.8959999999999999,1.014,0.142,0.0,40.3
62,02/04/2019 07:00,123.37,62.08,3.302,11.828,2.49,11.915999999999999,8.686,3.2260000000000004,9.816,0.0,1.016,0.138,0.0,40.306
63,02/04/2019 07:30,132.286,71.15,3.5239999999999996,11.828,2.496,11.95,8.682,3.176,9.376,0.0,1.5919999999999999,0.142,0.0,40.296
64,02/04/2019 08:00,132.34799999999998,68.384,3.678,11.828,2.5839999999999996,12.027999999999999,8.646,3.074,11.972000000000001,0.0,2.128,0.14,0.0,40.306
65,02/04/2019 08:30,131.30200000000002,68.236,3.662,11.834000000000001,2.6460000000000004,11.978,8.548,3.194,11.235999999999999,0.0,2.142,0.14,0.0,40.288000000000004
66,02/04/2019 09:00,129.304,67.008,3.63,11.834000000000001,2.504,11.8,8.508,3.116,11.01,0.0,2.142,0.14,0.0,38.9
67,02/04/2019 09:30,129.07399999999998,67.286,3.69,11.832,2.198,11.755999999999998,8.318,3.094,11.092,0.0,2.144,0.15,0.0,37.42
68,02/04/2019 10:00,129.83,67.85,3.67,11.828,2.158,11.944,8.582,3.176,10.862,0.0,2.148,0.156,0.0,37.922
69,02/04/2019 10:30,130.496,67.462,3.714,11.828,2.2119999999999997,11.972000000000001,8.386000000000001,3.094,10.958,0.0,2.148,0.16,0.0,38.494
70,02/04/2019 11:00,129.668,66.22,3.6660000000000004,11.83,2.35,12.026,8.39,3.174,11.175999999999998,0.0,2.15,5.15,0.0,40.192
71,02/04/2019 11:30,127.402,68.10600000000001,3.7439999999999998,11.83,2.404,12.026,8.452,3.24,11.118,0.0,2.1519999999999997,10.69,0.0,41.84
72,02/04/2019 12:00,128.084,0.0,3.6860000000000004,11.822000000000001,2.548,11.872,8.302,3.134,10.852,0.0,2.148,10.622,0.0,45.716
73,02/04/2019 12:30,123.57799999999999,68.854,3.612,11.815999999999999,2.5540000000000003,11.948,8.677999999999999,3.16,10.698,0.0,2.146,10.345999999999998,0.0,47.156000000000006
74,02/04/2019 13:00,124.73,64.52,3.674,11.818,2.392,12.122,8.55,3.19,10.876,0.0,2.142,7.51,0.0,44.964
75,02/04/2019 13:30,127.098,64.906,3.654,11.81,2.3680000000000003,12.145999999999999,8.656,3.23,11.344000000000001,0.67,1.996,0.146,0.0,38.404
76,02/04/2019 14:00,129.95,63.676,3.6519999999999997,11.806,2.438,12.35,7.92,3.366,10.606,0.838,1.018,0.142,0.0,38.274
77,02/04/2019 14:30,128.64,67.96,3.68,11.804,2.5780000000000003,12.314,8.254,3.242,10.81,0.84,1.26,0.142,0.0,38.26
78,02/04/2019 15:00,129.482,65.54,3.62,11.806,2.656,12.345999999999998,8.578,3.3539999999999996,11.882,0.84,2.134,0.138,0.0,38.27
79,02/04/2019 15:30,133.616,64.998,3.6439999999999997,11.804,2.654,12.565999999999999,8.6,3.148,11.136,0.8440000000000001,1.444,0.146,0.0,38.275999999999996
80,02/04/2019 16:00,132.308,68.74,3.678,11.81,2.62,12.632,8.718,3.2760000000000002,11.952,0.846,1.6480000000000001,6.934,0.0,38.232
81,02/04/2019 16:30,130.26,69.344,3.68,11.804,2.6,12.536,9.11,3.344,12.452,0.846,1.736,9.674,0.0,38.232
82,02/04/2019 17:00,130.68,68.28,3.6039999999999996,11.81,2.536,12.325999999999999,9.054,3.3480000000000003,12.845999999999998,0.848,2.134,9.602,0.0,40.226
83,02/04/2019 17:30,128.726,68.7,3.616,11.812000000000001,2.392,12.154000000000002,8.954,3.324,12.9,0.848,2.136,9.656,0.0,44.282
84,02/04/2019 18:00,128.82399999999998,66.904,3.592,11.815999999999999,2.3480000000000003,12.23,9.033999999999999,3.22,12.868,0.85,2.136,9.764,0.0,44.286
85,02/04/2019 18:30,131.918,67.13,3.5839999999999996,11.812000000000001,2.454,12.276,8.968,3.362,12.874,0.852,2.134,10.415999999999999,0.0,44.266000000000005
86,02/04/2019 19:00,127.992,69.556,3.668,11.815999999999999,2.6060000000000003,12.378,9.158,3.3,12.595999999999998,0.85,2.138,20.252,1.854,44.29600000000001
87,02/04/2019 19:30,116.28399999999999,69.28399999999999,3.63,11.814,2.526,12.402000000000001,8.826,3.3560000000000003,10.068,0.8540000000000001,2.138,37.504,13.107999999999999,38.718
88,02/04/2019 20:00,121.31200000000001,69.564,3.682,11.81,2.4419999999999997,12.325999999999999,8.443999999999999,3.332,10.104,0.856,2.138,67.85,22.374000000000002,21.154
89,02/04/2019 20:30,135.28799999999998,67.79,3.71,11.796,2.436,12.252,8.55,3.23,10.394,0.182,2.142,137.244,35.968,13.114
90,02/04/2019 21:00,134.014,70.014,3.7460000000000004,11.776,2.4619999999999997,11.915999999999999,8.418,3.3080000000000003,9.794,0.18,1.204,159.334,41.193999999999996,13.81
91,02/04/2019 21:30,135.954,71.266,3.748,11.767999999999999,2.436,11.954,8.648,3.284,9.578,0.836,1.014,165.708,41.982,13.01
92,02/04/2019 22:00,137.096,73.85,3.7960000000000003,11.758,2.432,11.777999999999999,8.416,3.31,10.022,0.838,1.014,166.44400000000002,41.994,13.508
93,02/04/2019 22:30,137.91,75.182,3.764,11.754000000000001,2.4419999999999997,11.824000000000002,8.502,3.22,10.95,0.8420000000000001,1.91,166.912,43.356,14.017999999999999
94,02/04/2019 23:00,132.86,74.998,3.762,11.744000000000002,2.448,11.99,8.79,3.2880000000000003,10.564,0.8420000000000001,1.4280000000000002,167.23,43.428000000000004,13.802
95,02/04/2019 23:30,134.132,70.05199999999999,3.7680000000000002,11.745999999999999,2.438,11.998,8.386000000000001,3.176,10.5,0.8440000000000001,2.138,168.09799999999998,43.478,13.35
96,03/04/2019 00:00,135.03,72.804,3.74,11.735999999999999,2.4659999999999997,12.004000000000001,8.436,3.2039999999999997,10.19,0.8420000000000001,1.626,168.41,43.588,13.325999999999999
97,03/04/2019 00:30,139.224,75.72399999999999,3.758,11.735999999999999,2.478,11.988,8.836,3.2460000000000004,11.034,0.846,2.0780000000000003,168.19,43.602,13.325999999999999
98,03/04/2019 01:00,138.64600000000002,74.468,3.738,11.734000000000002,2.476,12.082,9.038,3.202,11.378,0.848,2.146,168.28799999999998,43.68,13.345999999999998
99,03/04/2019 01:30,139.276,75.476,3.778,11.73,2.474,12.202,8.724,3.312,11.225999999999999,0.846,2.08,168.146,43.623999999999995,13.34
100,03/04/2019 02:00,140.72,75.726,3.714,11.735999999999999,2.484,11.966,9.048,3.236,12.366,0.846,1.524,166.708,43.622,13.53
101,03/04/2019 02:30,140.736,74.986,3.7560000000000002,11.735999999999999,2.46,11.944,9.18,3.228,13.08,0.846,2.14,167.618,43.662,14.058
102,03/04/2019 03:00,140.148,74.47,3.6919999999999997,11.734000000000002,2.444,12.03,9.134,3.16,12.978,0.848,2.14,168.65200000000002,43.738,14.255999999999998
103,03/04/2019 03:30,141.266,75.546,3.7560000000000002,11.734000000000002,2.45,12.022,9.202,3.19,13.056,0.848,2.14,168.456,43.692,14.274000000000001
104,03/04/2019 04:00,141.408,75.85,3.7039999999999997,11.73,2.416,11.942,9.182,3.258,13.036,0.85,2.142,168.968,43.8,14.267999999999999
105,03/04/2019 04:30,137.102,72.366,3.748,11.732000000000001,2.41,11.772,9.15,3.1060000000000003,12.504000000000001,0.85,1.5919999999999999,169.232,43.724,14.292
106,03/04/2019 05:00,138.908,74.706,3.716,11.732000000000001,2.45,11.988,9.008,3.198,11.934000000000001,0.852,1.6159999999999999,169.388,43.794,14.318
107,03/04/2019 05:30,138.632,75.184,3.688,11.734000000000002,2.4419999999999997,12.034,8.946,3.15,11.054,0.8540000000000001,1.012,169.80200000000002,43.786,14.328
108,03/04/2019 06:00,139.384,74.236,3.636,11.734000000000002,2.448,11.828,8.943999999999999,3.0839999999999996,12.748,0.856,1.788,169.71200000000002,42.72,12.794
109,03/04/2019 06:30,133.71,69.638,3.6,11.734000000000002,2.4019999999999997,11.714,8.724,3.154,12.204,0.858,2.128,169.888,30.668000000000003,22.44
110,03/04/2019 07:00,127.69,69.084,3.6239999999999997,7.358,2.4219999999999997,11.29,8.354,3.214,11.838,0.862,2.13,169.56799999999998,18.594,31.828000000000003
111,03/04/2019 07:30,124.09,72.578,3.608,0.002,2.44,11.45,7.95,3.22,12.28,0.862,2.134,169.524,6.978,42.852
112,03/04/2019 08:00,122.85600000000001,70.312,3.6439999999999997,0.0,2.49,11.114,8.12,3.148,13.412,0.866,2.13,168.774,5.774,45.06
113,03/04/2019 08:30,122.54799999999999,71.874,3.6260000000000003,0.0,2.49,10.864,8.076,3.134,12.124,0.868,2.134,167.7,6.034,46.3
114,03/04/2019 09:00,123.74,71.89,3.68,0.0,2.498,10.786,8.204,3.176,13.106,0.7040000000000001,2.134,166.97400000000002,6.028,46.278
115,03/04/2019 09:30,122.354,72.102,3.7060000000000004,0.004,2.476,10.825999999999999,8.1,3.176,11.52,0.92,2.1319999999999997,166.84,6.024,46.294
116,03/04/2019 10:00,121.994,72.02,3.702,0.0,2.476,10.815999999999999,8.264,3.162,11.26,0.728,2.134,166.67,6.002000000000001,46.284
117,03/04/2019 10:30,119.07600000000001,71.354,3.752,0.0,2.4459999999999997,10.942,8.006,3.2260000000000004,9.442,0.7240000000000001,1.5619999999999998,166.69400000000002,6.0,46.27
118,03/04/2019 11:00,123.1,75.15,3.7039999999999997,0.0,2.488,11.164000000000001,7.9079999999999995,3.2,9.46,0.722,2.134,166.446,5.912000000000001,46.29
119,03/04/2019 11:30,123.992,74.844,3.634,0.002,2.528,11.192,7.837999999999999,3.242,10.556,0.7240000000000001,2.0180000000000002,165.96,5.356,47.302
120,03/04/2019 12:00,122.164,0.0,3.6839999999999997,0.0,2.464,11.184000000000001,7.9079999999999995,3.18,10.597999999999999,0.728,1.618,157.124,0.316,53.494
121,03/04/2019 12:30,120.83200000000001,72.882,3.636,0.0,2.464,11.448,8.148,3.178,11.155999999999999,0.77,2.136,165.484,0.128,55.074
122,03/04/2019 13:00,121.726,70.214,3.674,0.0,2.4459999999999997,11.758,8.394,3.252,10.37,0.8440000000000001,1.4880000000000002,165.264,10.856,40.79
123,03/04/2019 13:30,125.148,71.464,3.714,0.0,2.476,11.782,8.568,3.0460000000000003,11.564,0.848,2.136,164.85,11.784,38.314
124,03/04/2019 14:00,124.74,73.898,3.702,0.004,2.4859999999999998,11.776,8.687999999999999,3.0639999999999996,12.456,0.852,2.136,164.636,12.77,37.562
125,03/04/2019 14:30,124.64,72.166,3.67,0.0,2.52,11.878,8.92,3.228,12.774000000000001,0.852,1.624,164.192,21.676,29.95
126,03/04/2019 15:00,125.01,70.76,3.6860000000000004,0.0,2.556,11.79,8.958,3.2119999999999997,12.382,0.8540000000000001,2.134,164.0,23.138,26.594
127,03/04/2019 15:30,122.398,71.63,3.676,0.0,2.556,11.698,8.777999999999999,3.088,12.36,0.856,2.1319999999999997,163.88400000000001,40.751999999999995,12.918
128,03/04/2019 16:00,126.22,69.446,3.634,1.172,2.5,11.568,8.1,3.2960000000000003,12.978,0.852,1.47,164.054,47.382,12.308
129,03/04/2019 16:30,129.642,72.268,3.67,4.516,2.452,11.602,8.402000000000001,3.326,14.526,1.6019999999999999,1.528,163.976,56.592,12.302
130,03/04/2019 17:00,134.83,70.61399999999999,3.6719999999999997,7.13,2.428,12.07,8.177999999999999,3.248,12.392000000000001,0.992,1.114,163.764,56.872,12.292
131,03/04/2019 17:30,136.52200000000002,74.922,3.588,11.822000000000001,2.4219999999999997,12.265999999999998,7.704,3.2680000000000002,11.078,0.732,1.906,163.45,56.843999999999994,12.3
132,03/04/2019 18:00,134.48,73.666,3.608,12.056,2.416,12.408,7.3839999999999995,3.154,10.81,0.73,2.1180000000000003,163.392,56.013999999999996,12.315999999999999
133,03/04/2019 18:30,136.466,72.03,3.642,12.062000000000001,2.424,12.374,7.912000000000001,3.27,12.31,0.726,2.122,164.166,48.406000000000006,12.32
134,03/04/2019 19:00,136.548,71.86399999999999,3.634,12.104000000000001,2.428,12.068,8.456,3.3760000000000003,11.52,0.726,2.122,164.792,48.504,12.345999999999998
135,03/04/2019 19:30,134.04,72.592,3.674,12.132,2.4419999999999997,12.095999999999998,8.716000000000001,3.302,11.452,0.7240000000000001,2.124,164.63400000000001,49.333999999999996,12.342
136,03/04/2019 20:00,136.638,69.47399999999999,3.654,12.162,2.456,11.982000000000001,8.566,3.35,11.842,0.726,2.126,165.13,46.172,12.37
137,03/04/2019 20:30,138.642,71.72399999999999,3.628,12.18,2.416,12.235999999999999,8.488,3.418,11.198,0.7240000000000001,2.128,165.11,45.373999999999995,12.372
138,03/04/2019 21:00,139.066,74.182,3.6639999999999997,12.194,2.488,12.534,8.578,3.4219999999999997,11.175999999999998,0.726,2.128,165.03,45.536,12.765999999999998
139,03/04/2019 21:30,140.194,74.02600000000001,3.612,12.202,2.4819999999999998,12.418,8.638,3.614,12.152000000000001,0.7240000000000001,2.126,165.25599999999997,45.412,13.322000000000001
140,03/04/2019 22:00,143.442,74.2,3.6719999999999997,12.21,2.48,12.388,8.706,5.266,12.448,0.726,2.128,165.03,43.25,13.332
141,03/04/2019 22:30,140.266,75.222,3.67,12.21,2.45,12.448,9.01,5.4479999999999995,12.512,0.7240000000000001,2.13,164.458,44.626000000000005,13.344000000000001
142,03/04/2019 23:00,143.254,71.376,3.63,12.212,2.478,12.212,9.004,5.42,12.54,0.722,2.1319999999999997,164.398,45.346000000000004,13.334000000000001
143,03/04/2019 23:30,143.536,74.628,3.678,12.218,2.4859999999999998,12.192,9.064,5.412000000000001,13.374,0.7240000000000001,2.134,163.86599999999999,45.336000000000006,13.332
144,04/04/2019 00:00,144.108,74.786,3.608,12.218,2.536,11.888,8.79,5.47,13.686,0.7240000000000001,2.026,163.27,44.27,13.318
145,04/04/2019 00:30,143.764,75.336,3.6639999999999997,12.22,2.526,11.414000000000001,8.586,5.4879999999999995,13.704,0.722,1.676,163.752,45.354,13.306
146,04/04/2019 01:00,143.60399999999998,74.27600000000001,3.654,12.228,2.476,11.194,8.816,5.446000000000001,14.724,0.7240000000000001,2.02,163.968,45.386,13.288
147,04/04/2019 01:30,144.362,75.336,3.596,12.232000000000001,2.458,11.225999999999999,9.386000000000001,5.428,14.0,0.7240000000000001,1.49,164.28799999999998,45.4,13.306
148,04/04/2019 02:00,145.274,75.49600000000001,3.66,12.242,2.46,11.204,9.7,5.4479999999999995,14.618,0.722,2.134,163.97,45.37,13.31
149,04/04/2019 02:30,142.156,72.888,3.64,12.24,2.5180000000000002,11.27,9.818,5.4079999999999995,13.85,0.7240000000000001,1.54,164.418,45.4,13.32
150,04/04/2019 03:00,141.57,71.968,3.588,12.248,2.478,11.26,9.602,5.396,14.418,0.7240000000000001,2.1319999999999997,164.18,45.41,13.324000000000002
151,04/04/2019 03:30,140.79,72.03399999999999,3.67,12.254000000000001,2.4659999999999997,11.2,9.532,5.4639999999999995,13.538,0.7240000000000001,1.5759999999999998,164.588,45.388000000000005,13.314
152,04/04/2019 04:00,142.282,72.926,3.66,12.26,2.438,11.065999999999999,9.586,5.4879999999999995,14.294,0.726,1.932,164.46599999999998,45.37,13.304
153,04/04/2019 04:30,143.58,73.708,3.628,12.265999999999998,2.4819999999999998,11.155999999999999,9.58,5.377999999999999,14.378,0.7240000000000001,2.1319999999999997,164.49,45.36,13.314
154,04/04/2019 05:00,142.862,73.582,3.67,12.27,2.494,11.368,9.754,5.367999999999999,13.57,0.726,1.5519999999999998,164.452,43.083999999999996,13.31
155,04/04/2019 05:30,143.204,74.03399999999999,3.614,12.272,2.494,11.345999999999998,9.728,5.468,13.597999999999999,0.726,2.134,164.68400000000003,45.964,13.29
156,04/04/2019 06:00,141.342,72.812,3.648,12.276,2.452,10.934000000000001,9.626,5.268,13.366,0.726,1.126,164.81400000000002,56.684,13.28
157,04/04/2019 06:30,139.332,70.808,3.602,12.277999999999999,2.408,10.794,9.78,5.436,12.894,0.726,1.01,164.774,57.202,13.302
158,04/04/2019 07:00,133.692,66.896,3.5439999999999996,12.282,2.4459999999999997,10.8,9.357999999999999,5.4079999999999995,11.626,0.8220000000000001,1.01,164.74599999999998,57.21,14.118
159,04/04/2019 07:30,134.584,69.664,3.6260000000000003,12.286,2.326,10.904000000000002,8.588,5.452000000000001,10.702,0.848,1.012,164.62,57.012,14.34
160,04/04/2019 08:00,136.39600000000002,71.08800000000001,3.72,12.288,2.478,10.968,8.206,5.346,11.11,0.846,1.008,164.50400000000002,56.332,13.968
161,04/04/2019 08:30,137.61,72.46,3.67,12.288,2.476,10.575999999999999,8.588,5.406000000000001,10.946,0.846,1.006,164.56599999999997,56.27,13.824000000000002
162,04/04/2019 09:00,136.924,71.638,3.6919999999999997,12.292,2.492,10.415999999999999,8.857999999999999,5.417999999999999,11.09,0.85,1.004,164.328,56.333999999999996,13.802
163,04/04/2019 09:30,137.082,72.19800000000001,3.6719999999999997,12.296,2.344,10.584000000000001,8.792,5.452000000000001,10.687999999999999,0.46399999999999997,1.004,164.088,56.391999999999996,13.784
164,04/04/2019 10:00,134.338,68.806,3.728,12.298,2.266,10.56,8.736,5.4239999999999995,11.634,0.5479999999999999,1.99,164.08599999999998,56.342,13.806
