ConsumptionDate,ActualConsumption,P7Cons,P2Cons,P1Cons,P9Cons,P3Cons,P4Cons,P5Cons,P6Cons1,P6Sec3Cons2,P6Sec2Cons3,Gen1num1,Gen1num2,Gen2,gen_sum
01/10/2018 12:00,126.45200000000001,58.69,2.642,13.698,2.064,11.634,7.872000000000001,6.042000000000001,14.304,1.614,0.0,153.886,47.034,16.848,7.03848
01/10/2018 12:30,129.254,62.098,2.642,13.72,1.992,11.658,7.952000000000001,6.062,13.706,1.6159999999999999,0.0,154.108,47.062,16.824,7.04454
01/10/2018 13:00,130.458,62.498000000000005,2.648,13.71,2.01,11.716,8.138,6.046,13.992,1.618,0.0,153.99200000000002,46.99,16.384,7.0125
01/10/2018 13:30,129.684,62.292,2.648,13.725999999999999,2.06,11.63,8.024,6.257999999999999,13.597999999999999,1.3319999999999999,0.0,154.09799999999998,46.964,16.332,7.011779999999999
01/10/2018 14:00,127.652,61.256,2.6519999999999997,13.554,2.074,11.485999999999999,8.186,6.013999999999999,12.714,0.7559999999999999,0.0,154.196,46.97,16.314,7.013819999999999
01/10/2018 14:30,119.36399999999999,53.181999999999995,2.648,13.55,1.9880000000000002,11.298,8.2,6.102,12.866,1.298,0.0,154.05,46.978,16.156,7.0002
01/10/2018 15:00,117.51,51.294,2.6460000000000004,13.522,2.07,11.404000000000002,7.902,6.252000000000001,13.032,1.58,0.0,154.058,46.85,15.88,6.98004
01/10/2018 15:30,123.868,58.574,2.6460000000000004,13.432,2.0580000000000003,11.686,7.792000000000001,6.086,12.004000000000001,1.588,0.0,153.954,46.751999999999995,15.822000000000001,6.9704999999999995
01/10/2018 16:00,124.564,60.346000000000004,2.6460000000000004,13.418,2.012,11.974,7.524,6.138,11.08,1.094,0.0,154.106,46.266000000000005,15.804,6.9594000000000005
01/10/2018 16:30,123.10600000000001,59.136,2.642,13.418,2.07,12.054,7.36,6.002000000000001,10.708,0.7959999999999999,0.0,153.988,44.666000000000004,15.822000000000001,6.908939999999999
01/10/2018 17:00,125.508,61.32,2.642,13.44,2.074,11.932,7.436,5.972,11.094000000000001,1.3719999999999999,0.0,154.088,44.38399999999999,15.83,6.90396
01/10/2018 17:30,124.13600000000001,59.812,2.64,13.427999999999999,2.072,11.822000000000001,7.257999999999999,5.456,11.777999999999999,1.5519999999999998,0.0,154.326,44.626000000000005,15.822000000000001,6.917879999999999
01/10/2018 18:00,122.656,59.994,2.6639999999999997,13.448,2.06,11.794,7.327999999999999,5.412000000000001,10.234,1.3459999999999999,0.0,154.422,44.43600000000001,15.834000000000001,6.91578
01/10/2018 18:30,122.666,59.983999999999995,2.7319999999999998,13.47,2.144,11.814,7.188,5.416,10.05,0.802,0.0,155.476,44.772,15.835999999999999,6.957599999999999
01/10/2018 19:00,126.926,62.412,2.73,13.48,2.372,11.752,6.976,4.553999999999999,13.056,0.794,0.0,155.29399999999998,44.506,15.868,6.94608
01/10/2018 19:30,123.524,59.076,2.73,13.5,2.6,11.658,7.0920000000000005,4.6,12.504000000000001,0.792,0.0,155.404,44.522,15.876,6.95034
01/10/2018 20:00,121.992,57.803999999999995,2.722,13.468,2.806,11.798,7.216,4.54,12.014000000000001,0.792,0.0,155.596,44.418,15.838,6.9507
01/10/2018 20:30,124.92399999999999,60.71,2.72,13.427999999999999,2.872,11.87,7.074,5.42,11.158,0.792,0.0,156.386,44.478,15.85,6.97692
01/10/2018 21:00,126.794,61.806000000000004,2.722,13.495999999999999,2.8760000000000003,11.734000000000002,7.192,5.784,11.464,0.79,0.0,156.188,43.018,15.912,6.930899999999999
01/10/2018 21:30,131.422,63.012,2.718,13.588,2.8680000000000003,11.694,7.49,6.032,14.42,0.792,0.0,155.696,42.262,16.266,6.914699999999999
01/10/2018 22:00,128.614,59.961999999999996,2.722,13.602,2.846,11.642000000000001,8.07,5.492000000000001,14.546,0.792,0.0,154.688,42.162,16.272000000000002,6.881819999999999
01/10/2018 22:30,124.77,56.544,2.73,13.606,2.864,11.738,8.226,5.164,14.354000000000001,0.794,0.0,154.44799999999998,42.483999999999995,16.274,6.884399999999999
01/10/2018 23:00,128.81799999999998,60.336000000000006,2.722,13.597999999999999,2.8360000000000003,11.818,8.25,5.226,14.347999999999999,0.794,0.0,154.24200000000002,42.19,16.272000000000002,6.869280000000001
01/10/2018 23:30,126.954,60.153999999999996,2.728,13.644,2.84,11.845999999999998,7.916,5.944,12.264000000000001,0.7979999999999999,0.0,154.196,42.478,16.272000000000002,6.876539999999999
02/10/2018 00:00,130.13,61.728,2.7260000000000004,13.602,2.77,11.834000000000001,7.8260000000000005,6.102,13.9,0.7959999999999999,0.0,154.238,44.15,16.294,6.929279999999999
02/10/2018 00:30,131.97,63.542,2.7239999999999998,13.61,2.772,11.882,8.132,5.276,14.51,0.7979999999999999,0.0,154.584,44.403999999999996,16.31,6.94824
02/10/2018 01:00,129.496,64.01,2.714,13.592,2.792,12.022,7.722,5.16,12.272,0.802,0.0,154.384,44.516000000000005,16.384,6.950039999999999
02/10/2018 01:30,126.346,62.2,2.72,13.607999999999999,2.638,12.15,7.577999999999999,4.842,11.394,0.802,0.0,154.27200000000002,44.63,16.368,6.94914
02/10/2018 02:00,124.11,61.26,2.722,13.58,2.5380000000000003,12.322000000000001,7.496,4.824,10.1,0.8059999999999999,0.0,154.622,44.706,16.354,6.961080000000001
02/10/2018 02:30,122.838,58.22,2.72,13.607999999999999,2.718,12.245999999999999,7.308,4.868,11.872,0.266,0.0,155.234,44.676,16.368,6.97938
02/10/2018 03:00,125.06,59.766000000000005,2.728,13.602,2.82,12.196,6.994,4.878,12.804,0.002,0.0,155.70600000000002,44.716,16.368,6.99474
02/10/2018 03:30,125.45,60.913999999999994,2.7260000000000004,13.494000000000002,2.824,11.998,6.856,4.526,12.808,0.78,0.0,155.85399999999998,44.623999999999995,16.375999999999998,6.996899999999998
02/10/2018 04:00,126.21,62.346000000000004,2.722,13.458,2.772,11.914000000000001,7.524,3.79,12.38,0.774,0.0,156.088,44.522,16.32,6.997499999999999
02/10/2018 04:30,126.28399999999999,62.408,2.722,13.434000000000001,2.804,12.015999999999998,7.71,3.728,12.395999999999999,0.778,0.0,155.914,44.391999999999996,16.322,6.9885
02/10/2018 05:00,129.76,64.074,2.714,13.594000000000001,2.784,11.958,7.65,4.84,12.918,0.778,0.0,156.246,44.483999999999995,16.305999999999997,7.000259999999999
02/10/2018 05:30,129.748,63.766000000000005,2.714,13.588,2.7880000000000003,11.974,7.45,5.97,12.378,0.78,0.0,156.31,44.466,16.312,7.002
02/10/2018 06:00,128.77,63.208,2.73,13.49,2.798,11.952,7.32,5.843999999999999,11.79,0.782,0.0,156.09,44.556000000000004,16.3,6.99738
02/10/2018 06:30,125.488,60.13399999999999,2.6660000000000004,13.382,2.752,11.998,7.33,5.614,12.056,0.782,0.0,156.116,44.648,16.288,7.0001999999999995
02/10/2018 07:00,121.06,56.716,2.772,13.48,2.824,12.136,7.15,5.126,10.622,0.784,0.0,156.01,44.496,15.822000000000001,6.9645
02/10/2018 07:30,123.98200000000001,62.163999999999994,2.792,13.578,2.924,12.114,7.064,4.894,8.338,0.7859999999999999,0.0,155.986,44.461999999999996,14.905999999999999,6.907799999999999
02/10/2018 08:00,128.888,62.681999999999995,2.926,13.538,2.792,12.18,7.132000000000001,5.822,11.422,0.7859999999999999,0.0,155.67,44.558,14.85,6.8978399999999995
02/10/2018 08:30,126.272,59.27,2.948,14.027999999999999,2.68,12.106,7.224,5.3260000000000005,12.362,0.79,0.0,156.232,44.79,15.152000000000001,6.93978
02/10/2018 09:00,125.64,57.306000000000004,2.928,15.368,2.76,12.138,7.438,5.486000000000001,11.856,0.792,0.0,156.108,44.926,15.228,6.9447
02/10/2018 09:30,122.258,54.456,2.946,15.398,2.78,12.187999999999999,7.41,4.99,11.925999999999998,0.792,0.0,155.858,44.848,14.956,6.91854
02/10/2018 10:00,121.34200000000001,52.906000000000006,2.9619999999999997,15.392000000000001,2.888,11.968,7.382000000000001,5.36,12.186,0.7959999999999999,0.0,155.452,46.28,15.394,6.975599999999999
02/10/2018 10:30,123.77,53.8,2.948,15.44,2.862,11.914000000000001,7.617999999999999,5.852,12.668,0.7979999999999999,0.0,155.446,50.526,16.76,7.184760000000001
02/10/2018 11:00,126.80799999999999,55.742,2.92,15.498,2.736,11.978,8.15,5.522,14.09,0.8,0.0,155.81799999999998,50.784,16.756,7.2034199999999995
02/10/2018 11:30,130.65200000000002,59.106,2.918,15.524000000000001,2.7560000000000002,12.056,8.352,5.996,13.546,0.802,0.0,156.208,49.132,16.734,7.1642399999999995
02/10/2018 12:00,131.17600000000002,60.513999999999996,2.93,15.324000000000002,2.714,12.042,8.576,5.766,12.618,0.8059999999999999,0.0,156.912,50.146,16.744,7.216380000000001
02/10/2018 12:30,130.84799999999998,61.098,2.932,14.956,2.6639999999999997,12.088,8.56,5.192,12.708,0.8079999999999999,0.0,156.524,51.912,16.574,7.24752
02/10/2018 13:00,127.21600000000001,59.422,2.9360000000000004,15.04,2.718,12.142000000000001,8.086,4.803999999999999,11.568,0.8079999999999999,0.0,154.35399999999998,56.118,16.374000000000002,7.2966
02/10/2018 13:30,129.558,61.818000000000005,2.938,14.968,2.778,12.116,7.95,4.8180000000000005,11.67,0.8079999999999999,0.0,156.13,56.45399999999999,16.332,7.357439999999999
02/10/2018 14:00,127.516,59.802,2.898,14.842,2.7960000000000003,12.05,7.952000000000001,4.72,11.895999999999999,0.812,0.0,156.282,56.03,16.322,7.34868
02/10/2018 14:30,122.066,54.45,2.904,14.8,2.736,12.244000000000002,7.962000000000001,4.744,11.755999999999998,0.812,0.0,155.938,50.324,16.312,7.166579999999999
02/10/2018 15:00,117.69,52.46,2.878,14.835999999999999,2.398,11.886,8.158,4.848,9.978,0.812,0.0,155.764,52.466,16.302,7.22502
02/10/2018 15:30,125.486,59.028,2.8539999999999996,14.84,2.3680000000000003,12.182,8.494,4.762,10.122,0.0,0.0,156.054,52.803999999999995,16.3,7.243739999999999
02/10/2018 16:00,126.402,59.994,2.8360000000000003,14.798,2.262,12.012,8.328,4.806,10.96,0.268,0.0,155.67,54.128,15.67,7.234139999999999
02/10/2018 16:30,124.39200000000001,57.913999999999994,2.832,14.758,2.2,12.126,8.55,4.828,10.735999999999999,0.772,0.0,155.90200000000002,55.294,15.408,7.2603599999999995
02/10/2018 17:00,127.266,60.504,2.842,14.748,2.386,11.924000000000001,8.744,4.824,11.218,0.774,0.0,156.35399999999998,53.83,15.357999999999999,7.2269999999999985
02/10/2018 17:30,131.444,62.982,2.826,14.732000000000001,2.6439999999999997,11.765999999999998,8.9,4.488,13.28,0.7759999999999999,0.0,156.404,47.032,15.318,7.02216
02/10/2018 18:00,129.892,62.25,2.858,14.748,2.69,11.985999999999999,8.618,4.974,11.81,0.778,0.0,156.042,43.232,15.198,6.8901
02/10/2018 18:30,130.562,63.016000000000005,2.91,14.767999999999999,2.596,11.937999999999999,8.8,4.46,12.116,0.78,0.0,155.814,42.668,15.222000000000001,6.867779999999999
02/10/2018 19:00,126.514,58.646,2.8739999999999997,14.82,2.642,11.882,8.922,4.444,12.302,0.78,0.0,155.908,44.034,15.857999999999999,6.949739999999999
02/10/2018 19:30,125.8,56.611999999999995,2.87,14.822000000000001,2.634,12.134,8.656,5.484,13.075999999999999,0.78,0.0,156.172,44.74,16.244,7.002
02/10/2018 20:00,129.356,58.508,2.866,14.806,2.8960000000000004,12.168,8.75,6.626,12.777999999999999,0.782,0.0,156.346,44.798,16.26,7.00992
02/10/2018 20:30,135.838,64.36399999999999,2.858,14.767999999999999,2.9019999999999997,12.048,8.642000000000001,7.0120000000000005,13.452,0.782,0.0,156.644,44.816,16.264,7.01964
02/10/2018 21:00,134.046,63.254,2.8360000000000003,14.762,2.9560000000000004,11.932,8.412,6.74,13.644,0.782,0.0,156.61,43.946000000000005,16.276,6.993240000000001
02/10/2018 21:30,133.812,64.278,2.7760000000000002,14.808,2.9419999999999997,11.934000000000001,7.9239999999999995,6.1160000000000005,13.414000000000001,0.782,0.0,155.756,42.68600000000001,16.285999999999998,6.93042
02/10/2018 22:00,132.49200000000002,62.918,2.786,14.754000000000001,2.91,12.044,8.306000000000001,4.8260000000000005,14.17,0.784,0.0,155.864,42.496,16.304000000000002,6.92904
02/10/2018 22:30,128.69799999999998,60.56399999999999,2.784,14.806,2.86,12.165999999999999,8.628,3.342,13.644,0.7859999999999999,0.0,155.86,42.29600000000001,16.448,6.931560000000001
02/10/2018 23:00,131.31,62.784,2.784,14.804,2.912,12.04,9.08,3.4339999999999997,13.76,0.79,0.0,155.86,43.316,16.738,6.97956
02/10/2018 23:30,131.782,65.17,2.784,14.762,2.91,12.014000000000001,9.006,3.318,12.184000000000001,0.792,0.0,156.05,42.978,16.72,6.97404
03/10/2018 00:00,127.24600000000001,60.34,2.78,14.66,2.8960000000000004,12.11,8.966000000000001,3.378,12.702,0.794,0.0,156.096,42.273999999999994,16.764,6.9569399999999995
03/10/2018 00:30,132.31799999999998,64.11399999999999,2.7760000000000002,14.662,2.832,11.886,8.974,3.3360000000000003,14.24,0.7959999999999999,0.0,156.018,42.378,16.508,6.942359999999999
03/10/2018 01:00,131.346,63.05,2.7739999999999996,14.64,2.9160000000000004,11.954,8.862,3.326,14.298,0.8,0.0,156.128,42.46,16.346,6.9384
03/10/2018 01:30,133.09799999999998,65.11,2.7680000000000002,14.612,2.908,12.046,8.798,3.318,14.048,0.802,0.0,156.042,42.626000000000005,16.352,6.94116
03/10/2018 02:00,131.234,64.122,2.7680000000000002,14.626,2.866,11.994000000000002,8.868,3.3160000000000003,13.174000000000001,0.8079999999999999,0.0,156.29399999999998,42.528,16.404,6.948899999999998
03/10/2018 02:30,130.192,62.872,2.758,14.612,2.878,11.915999999999999,9.006,3.326,13.5,0.812,0.0,156.334,42.506,16.386,6.948359999999999
03/10/2018 03:00,129.642,61.958,2.766,14.652000000000001,2.9,11.952,8.838,3.32,13.64,0.816,0.0,156.15200000000002,42.45399999999999,16.378,6.940860000000001
03/10/2018 03:30,132.27200000000002,64.142,2.758,14.626,2.92,11.964,8.767999999999999,3.3139999999999996,14.144,0.818,0.0,156.41,42.513999999999996,16.38,6.950519999999999
03/10/2018 04:00,129.174,62.843999999999994,2.762,14.626,2.904,11.982000000000001,8.712,3.3280000000000003,12.472000000000001,0.546,0.0,156.388,42.486000000000004,16.032,6.92814
03/10/2018 04:30,129.732,62.372,2.76,14.59,2.838,11.93,9.027999999999999,3.326,13.345999999999998,0.0,0.0,156.888,42.478,15.395999999999999,6.90474
03/10/2018 05:00,130.094,63.14,2.762,14.61,2.91,11.882,9.318,3.3080000000000003,12.675999999999998,0.526,0.0,157.316,42.391999999999996,15.35,6.91224
03/10/2018 05:30,131.16,65.354,2.758,14.588,2.9139999999999997,11.89,8.992,3.292,11.83,0.772,0.0,157.308,42.282,15.802,6.93582
03/10/2018 06:00,129.806,64.512,2.74,14.56,2.85,11.9,8.92,3.306,11.492,0.7759999999999999,0.0,157.356,42.232,16.362000000000002,6.96936
03/10/2018 06:30,130.25799999999998,63.338,2.662,14.554,2.822,11.975999999999999,8.948,3.27,12.968,0.778,0.0,157.696,42.534,16.086,6.97206
03/10/2018 07:00,125.626,60.128,2.6180000000000003,14.597999999999999,2.892,11.78,8.992,3.2460000000000004,11.854000000000001,0.78,0.0,157.756,42.75,15.84,6.96558
03/10/2018 07:30,128.092,64.908,2.54,14.64,2.878,11.554,8.632,3.278,10.254000000000001,0.78,0.0,157.308,47.123999999999995,15.82,7.082159999999999
03/10/2018 08:00,127.76799999999999,61.418,2.6180000000000003,14.704,2.9960000000000004,11.234000000000002,8.777999999999999,3.4360000000000004,12.574000000000002,0.782,0.0,156.90200000000002,54.422,15.786,7.28688
03/10/2018 08:30,127.44200000000001,62.736000000000004,2.592,14.845999999999998,3.034,11.21,7.98,3.4539999999999997,11.548,0.784,0.0,156.658,55.943999999999996,16.298,7.3559399999999995
03/10/2018 09:00,128.488,62.378,2.5340000000000003,14.882,3.14,11.162,8.05,3.428,12.475999999999999,0.7859999999999999,0.0,156.142,56.38,16.332,7.35558
03/10/2018 09:30,87.83429984650806,20.784000000000002,2.5540000000000003,14.886,3.048,11.168,8.432,3.392,13.755999999999998,0.7879999999999999,0.0,155.562,55.974,16.328,7.32576
03/10/2018 10:00,101.066,33.452,2.56,14.876,3.056,11.065999999999999,8.414,3.3339999999999996,13.882,0.792,0.0,155.89600000000002,56.083999999999996,16.296,7.337160000000001
03/10/2018 10:30,112.89399999999999,47.152,2.56,14.876,3.0860000000000003,11.068,8.676,3.342,11.814,0.792,0.0,155.67,56.242,16.28,7.33416
03/10/2018 11:00,124.272,57.64,2.66,14.85,3.07,10.975999999999999,8.68,3.37,12.427999999999999,0.7959999999999999,0.0,155.844,56.486000000000004,16.27,7.3461
03/10/2018 11:30,133.434,66.462,2.648,14.755999999999998,2.95,11.164000000000001,8.468,3.4539999999999997,12.755999999999998,0.7959999999999999,0.0,155.7,56.21,16.234,7.331339999999999
03/10/2018 12:00,132.24200000000002,65.42399999999999,2.568,14.722000000000001,2.968,11.114,8.46,3.4360000000000004,12.748,0.7979999999999999,0.0,155.80200000000002,56.536,16.224,7.343580000000001
03/10/2018 12:30,131.65,65.686,2.58,14.71,3.0060000000000002,11.118,8.228,3.4139999999999997,12.274000000000001,0.7979999999999999,0.0,156.032,56.906000000000006,16.204,7.36038
03/10/2018 13:00,127.368,62.032,2.612,14.72,3.0260000000000002,11.512,8.39,3.33,11.032,0.8,0.0,155.546,56.152,16.227999999999998,7.3246199999999995
03/10/2018 13:30,129.512,62.044,2.748,14.734000000000002,3.0239999999999996,11.584000000000001,8.71,3.4360000000000004,12.677999999999999,0.802,0.0,155.534,56.086000000000006,16.03,7.3104
03/10/2018 14:00,128.73,62.376000000000005,2.842,14.532,3.002,11.765999999999998,8.57,3.4939999999999998,11.404000000000002,0.802,0.0,155.234,56.016000000000005,15.812000000000001,7.28622
03/10/2018 14:30,127.89399999999999,58.882,2.838,14.515999999999998,3.01,11.9,8.79,3.448,13.892000000000001,0.802,0.0,154.766,56.262,15.79,7.278239999999999
03/10/2018 15:00,123.54799999999999,55.556000000000004,2.7539999999999996,14.54,3.0780000000000003,11.632,8.857999999999999,3.458,13.232000000000001,0.802,0.0,154.93200000000002,56.256,15.677999999999999,7.27632
03/10/2018 15:30,123.31,57.903999999999996,2.766,14.495999999999999,3.18,11.904000000000002,8.832,3.432,10.328,0.804,0.0,154.93,56.262,15.324000000000002,7.255199999999999
03/10/2018 16:00,122.17200000000001,57.12,2.7560000000000002,14.512,3.11,12.134,8.61,3.696,9.844,0.8059999999999999,0.0,154.77200000000002,56.244,15.252,7.2456000000000005
03/10/2018 16:30,122.35799999999999,57.434,2.76,14.594000000000001,3.032,12.075999999999999,8.714,4.202,9.41,0.81,0.0,154.832,56.233999999999995,15.282,7.248899999999999
03/10/2018 17:00,123.17,56.43600000000001,2.7439999999999998,14.655999999999999,2.838,11.876,8.524,6.117999999999999,9.48,0.268,0.0,154.966,56.17,15.306,7.25244
03/10/2018 17:30,126.51,58.138000000000005,2.73,14.668,2.822,11.944,8.0,6.982,11.144,0.002,0.0,155.116,56.25,15.334000000000001,7.26102
03/10/2018 18:00,126.662,57.236000000000004,2.8139999999999996,14.894,2.81,12.07,8.314,7.053999999999999,11.17,0.778,0.0,155.168,55.446000000000005,15.338,7.2387
03/10/2018 18:30,125.214,56.552,2.8160000000000003,14.874,2.752,12.012,8.238,7.263999999999999,10.508,0.39,0.0,155.834,56.724,15.374,7.29918
03/10/2018 19:00,125.82600000000001,56.776,2.798,14.728,2.7760000000000002,12.18,8.542,7.526,10.086,0.0,0.0,156.156,56.258,15.388,7.2957
03/10/2018 19:30,128.064,59.52,2.792,14.744000000000002,2.758,12.198,8.404,7.4479999999999995,9.838,0.0,0.0,156.664,56.31,15.378,7.3119
03/10/2018 20:00,128.268,59.168,2.798,14.694,2.758,12.382,8.292,7.7620000000000005,10.226,0.0,0.0,156.012,46.048,15.332,6.98172
03/10/2018 20:30,131.776,62.61600000000001,2.7939999999999996,14.672,2.91,12.308,8.308,7.568,10.308,0.0,0.0,156.084,42.216,15.33,6.8688
03/10/2018 21:00,130.936,62.356,2.784,14.696,2.9560000000000004,12.508,8.074,7.72,9.962,0.0,0.0,156.096,42.778,15.33,6.88602
03/10/2018 21:30,130.136,62.681999999999995,2.7939999999999996,14.686,2.946,12.475999999999999,8.078,7.494,9.128,0.0,0.0,156.046,44.566,16.137999999999998,6.9866399999999995
03/10/2018 22:00,131.42,64.86399999999999,2.7880000000000003,14.7,2.92,12.324000000000002,7.8660000000000005,7.364,8.79,0.0,0.0,155.80200000000002,44.63,16.252,6.98808
03/10/2018 22:30,132.458,65.692,2.79,14.847999999999999,2.928,12.216,8.172,7.44,8.512,0.0,0.0,155.984,43.536,16.266,6.9615599999999995
03/10/2018 23:00,124.61200000000001,57.803999999999995,2.79,14.89,2.958,11.932,8.256,7.456,8.847999999999999,0.0,0.0,155.94799999999998,42.216,16.285999999999998,6.922079999999999
03/10/2018 23:30,129.414,63.303999999999995,2.784,14.87,2.99,12.128,8.06,7.518,8.354,0.0,0.0,155.842,42.18600000000001,16.31,6.919440000000001
04/10/2018 00:00,128.972,63.44,2.782,14.694,2.9539999999999997,11.918,8.113999999999999,7.182,8.728,0.0,0.0,156.19,42.148,16.322,6.929459999999999
04/10/2018 00:30,128.838,62.504,2.78,14.645999999999999,2.9219999999999997,11.962,8.088,7.0760000000000005,9.498,0.0,0.0,156.292,42.18600000000001,16.334,6.93438
04/10/2018 01:00,130.812,62.522,2.7760000000000002,14.64,2.926,11.952,8.006,7.377999999999999,11.095999999999998,0.0,0.0,156.39,42.18,16.334,6.9371399999999985
04/10/2018 01:30,131.19,62.716,2.7680000000000002,14.636,2.938,11.925999999999998,7.848,7.796,11.024000000000001,0.0,0.0,155.714,42.28,16.304000000000002,6.91806
04/10/2018 02:00,132.58,64.236,2.7739999999999996,14.65,2.9739999999999998,11.838,8.02,7.4879999999999995,11.102,0.0,0.0,155.606,42.876000000000005,16.227999999999998,6.928139999999999
04/10/2018 02:30,133.808,65.07,2.78,14.66,2.9419999999999997,11.812000000000001,8.242,7.768,10.75,0.0,0.0,155.73,42.934,16.305999999999997,6.93828
04/10/2018 03:00,131.518,64.092,2.7739999999999996,14.64,2.928,11.89,8.516,7.852,9.254,0.0,0.0,155.846,42.922,16.322,6.942359999999999
04/10/2018 03:30,129.36,61.518,2.772,14.672,2.9139999999999997,11.854000000000001,8.458,8.082,9.672,0.0,0.0,155.748,42.918,16.326,6.93954
04/10/2018 04:00,130.19,62.498000000000005,2.75,14.645999999999999,2.9360000000000004,11.832,8.502,8.008,9.442,0.0,0.0,155.75799999999998,42.96,16.312,6.940259999999999
04/10/2018 04:30,126.516,62.438,2.752,14.654000000000002,2.9160000000000004,11.61,8.202,7.792000000000001,6.664,0.0,0.0,156.13,42.976000000000006,16.285999999999998,6.950339999999999
04/10/2018 05:00,128.612,64.158,2.764,14.632,2.8960000000000004,11.478,8.334,7.734,7.442,0.0,0.0,156.056,42.972,16.296,6.9486
