,ProductionDate,temp,humidity,barometric,P1prod,P1num1,P1num2,P1num3,P1num4,P1num5,P2num1,P2prod,P3num1,P3num2,P3num3,P3prod,P4prod,P5prod,P6prod,P6Sec1num1,P6Sec2num2,P6Sec3num3,P6Sec4num4,P7num1,P7num2,P7num3,P7num4
17,1/10/2018 8:30,33.98963486,48.46739151,1055.272496,4.523550675,12.00335531,12.00413059,454.2263848,457.4438193,0.41045595799999995,26.77233642,19.81231702,40.52049181,83.2110371,23.74541681,215.18533080000003,207.3126426,135.0388588,494.33514542372876,68742.96208,36261.0943,55008.83141,78304.42807000001,1229.686807,1261.470311,0.0,32.2
18,1/10/2018 9:00,33.18834342,51.63987253,1055.54625,4.541896466,12.00160652,12.00434234,454.2813307,457.45013339999997,0.47111411799999997,25.9659301,19.91751051,40.86254189,84.82007178,24.53446068,185.3483648,217.3146482,131.5134827,427.87637677966103,68844.67408,50755.3519,54763.78469,83502.25665,1233.965344,1259.417258,0.0,32.2
19,1/10/2018 9:30,33.42555448,49.28729955,1055.441075,4.538418512,12.00363205,12.00252787,454.2285767,457.45329929999997,0.402962562,23.94883453,19.83527803,41.34124151,86.06016921,23.41052231,227.6587892,235.587955,136.2085402,470.5281498305084,68710.04659,50451.346710000005,54516.509470000005,71657.02848,1243.143164,1269.367078,0.0,32.2
20,1/10/2018 10:00,33.74746466,47.83548168,1055.1209279999998,4.514608822,12.00141463,12.00184916,454.23806129999997,457.44697919999993,0.797374255,26.17374987,19.79627355,41.068080200000004,84.71643694,23.18399533,234.8171676,223.90186690000002,135.2625829,338.2267750847457,68732.14898,50518.76332,54195.63182,80833.21396000001,1245.639626,1281.0028619999998,0.0,32.2
21,1/10/2018 10:30,34.39900536,45.74614894,1054.718759,4.511048383,12.00414528,12.00131391,454.3359921,457.48174739999996,0.6140403010000001,27.15288634,19.94136905,41.31831811,83.95926888,24.08810491,236.27875919999997,222.6340491,139.50114480000002,435.6221228813559,68804.13784,50703.840339999995,54200.2993,74249.12176000001,1242.88366,1278.832313,0.0,32.2
22,1/10/2018 11:00,35.60967178,42.25676407,1054.612575,4.518888916,12.00214688,12.002591,454.46620149999995,457.50385439999997,0.39176716100000003,27.53620289,19.8890083,40.9760659,84.21216605,22.98374879,242.1514708,190.0089844,141.3301342,444.8768669491525,84381.54246,59786.95924,54211.21133,77340.95091,1239.949646,1270.992277,0.0,32.2
23,1/10/2018 11:30,35.16579103,44.06923388,1054.189867,4.525605627,12.00327489,12.00334545,454.4703142,457.47128250000003,0.775817416,27.69239955,19.72835708,40.93034203,85.09273815,21.58744065,243.71811910000002,164.0835951,141.2546934,407.8159454237288,86412.81857999999,54292.41997,54125.451479999996,74292.52569,1235.598948,1270.213146,0.0,32.2
24,1/10/2018 12:00,35.18914712,43.331031700000004,1053.690033,4.524418819,12.00260649,12.00347106,454.5747747,457.4773786,0.9816352359999999,27.72136166,19.82215179,40.86970664,84.09508437,22.32856977,195.87955530000002,166.1992113,143.1097249,451.4696777966101,86181.2213,61702.27921,53864.62465,80309.88711,1234.645132,1279.47831,0.0,32.2
25,1/10/2018 12:30,35.30923997,42.31075674,1053.52866,4.52872278,12.00343622,12.00293089,454.55650410000004,457.4933987,0.926571186,27.926202399999998,19.87679759,41.259109,85.38691653,22.52601037,164.63132009999998,167.119674,141.22537240000003,399.50732271186433,85781.90888999999,55195.53129,53775.29911,84801.41901,1230.861234,1284.162063,0.0,32.2
26,1/10/2018 13:00,35.52069576,41.44218159,1053.3848150000001,4.530595778,12.00147464,12.00258648,454.5520142,457.4514863,0.7701663540000001,27.83960032,19.61011608,41.12889979,86.33965217,21.24682004,136.9986285,206.4664404,140.1111322,483.48957169491524,85604.0034,58889.018789999995,53551.27161,88002.7199,1229.813127,1276.6792050000001,0.0,32.2
27,1/10/2018 13:30,35.59665189,40.86631785,1053.0243890000002,4.53004579,12.00238772,12.00268465,454.5842766,457.5250097,0.771661837,28.05405175,18.18348084,40.96630575,86.33347278,20.97830748,132.7744152,211.11410869999997,135.748233,453.0651801694915,85796.4802,57592.16847999999,44514.79381,81050.82763,1230.109113,1275.964131,0.0,32.2
28,1/10/2018 14:00,36.25650899,38.55470066,1052.592365,4.544738658,12.00173539,12.00222319,454.58743039999996,457.5319022,0.62780268,28.17945657,18.36300562,41.03874756,84.65522324,21.59553441,192.4884306,224.98990469999998,137.4740656,455.6168176271186,86022.64691,51862.26135,26128.91092,88863.57927999999,1235.834445,1284.013827,0.0,32.2
29,1/10/2018 14:30,36.02565027,39.29726054,1052.296586,4.521430227,12.00196739,12.00278332,454.58111119999995,457.50069060000004,0.596156651,27.741332,18.657608800000002,41.08049527,84.41793398,21.24940775,199.72181559999999,228.7455203,140.31512469999998,357.0786428813559,85715.07854,49735.56706,45241.836189999995,88867.40281,1229.835755,1273.124749,0.0,32.2
30,1/10/2018 15:00,36.17777857,38.86795999,1052.196152,4.524354315,12.00373306,12.00416545,454.5969097,457.6072103,0.676386945,28.37437421,18.31465016,41.66243708,82.9913814,21.56676911,217.20935649999998,237.5136821,137.90820449999998,361.16742271186445,85615.8391,49515.64353,54618.048370000004,88903.48432,1228.170276,1268.995187,0.0,32.2
31,1/10/2018 15:30,36.75739339,37.41700612,1052.222585,4.538808403,12.00385034,12.00363545,454.5905903,457.59956090000003,0.562791425,28.42450598,18.25521386,41.71222804,81.59700579,22.48837498,217.54148590000003,236.808686,138.456228,354.7785966101694,85455.0271,49427.811519999996,54360.54321,88968.73266000001,1231.372999,1281.65654,0.0,32.2
32,1/10/2018 16:00,37.021953499999995,36.47914318,1052.2506740000001,4.54181745,12.00228458,12.002101,454.5905903,457.56658569999996,0.6255213629999999,28.07280403,18.26251783,42.14457562,80.17904585,22.22345548,205.4447165,189.8772438,137.1921356,301.9278281355932,85401.2764,49413.1859,37685.82948,89093.40807,1228.114606,1281.105226,0.0,32.2
33,1/10/2018 16:30,37.32301451,35.59299943,1052.317642,4.509278335,12.002581,12.00114595,454.5842706,457.6054289,0.913925113,28.08421655,18.23754164,40.79688651,82.30270542,21.95255287,215.48370840000004,177.9393406,138.62672,335.17898915254233,85135.56619,49495.60527,29325.706210000004,89110.01564,1223.630142,1278.620366,0.0,32.2
34,1/10/2018 17:00,36.94564974,36.35395721,1052.402854,4.5230199110000004,12.00341472,12.00339705,454.59375,457.58284699999996,0.786363547,28.01535492,18.18989526,41.40619031,81.75679753,22.19759286,216.7489859,167.74105169999999,133.4090665,257.96125593220336,85353.57227,43961.147430000005,48741.80761,89225.13772,1222.715565,1274.805816,0.0,32.2
35,1/10/2018 17:30,36.65540951,37.20193698,1052.6348189999999,4.522514888,12.00151193,12.00267257,454.59375,457.5498897,0.669801771,28.12490923,18.44452946,39.78198056,84.62657006,20.01550177,204.18814650000002,115.59335049999999,116.1314571,258.83663,85525.36067000001,54989.40263,55630.7255,89301.42632,1227.0837099999999,1273.262108,0.0,32.2
36,1/10/2018 18:00,36.53487985,36.41332934,1052.798663,4.5208183239999995,12.00264837,12.00240355,454.5969097,457.6440445,0.527501304,28.13774025,18.34510513,38.95567331,80.56561784,15.98139387,211.7297386,160.53668009999998,102.427181,157.9556099152542,71425.18358,51018.5155,49538.87911,89379.84455,1230.144041,1280.374063,0.0,32.2
37,1/10/2018 18:30,36.3690987,34.06538636,1052.73423,4.516103674,12.00243058,12.00156209,454.59375,457.57990290000004,0.583351831,27.7334533,18.37762056,35.96311165,80.62963813,14.20215203,229.58977230000002,177.2770112,99.00020413,230.22257525423726,68191.48853,50970.62041,29218.97312,89307.20599999999,1152.923796,1290.344932,0.0,32.2
38,1/10/2018 19:00,35.71079288,35.70708728,1053.10934,4.516489678,12.00209766,12.00174444,454.581117,457.5639168000001,1.412726764,28.43095792,18.39247963,35.31738882,85.30898415,14.11743944,261.51298199999997,168.3276927,90.50638787,331.0746161016949,68468.92768,50956.46333,29366.45584,89304.36495,1261.679175,1284.792508,0.0,32.2
39,1/10/2018 19:30,35.32982327,37.41982858,1053.315249,4.530752631,12.00358967,12.00216067,454.5779456,457.50387120000005,5.381682632,28.18260582,18.36766983,35.17134551,82.70968323,15.14294474,197.335653,104.1832252,83.15454672,379.3666025423729,68253.1842,50806.17362,29382.32273,89117.95103,1251.466135,1275.9324789999998,0.0,32.2
40,1/10/2018 20:00,35.3391006,36.47682313,1053.3873019999999,4.507621292,12.00239106,12.00266118,454.51160539999995,457.4564584,8.854237511000001,28.64423554,18.28230493,36.64907364,73.68581071,15.14018977,209.6790454,126.440826,83.71755905,335.26680898305085,68393.8987,37160.36807,29429.59017,88819.39025,1244.994692,1283.6068460000001,0.0,32.2
41,1/10/2018 20:30,35.27007205,34.69459699,1053.740874,4.505394818,12.00402788,12.00219714,454.4041762,457.4343405,9.29128028,28.80946517,18.18947395,37.86488498,70.02193585,12.74105996,229.3227696,145.3298224,98.77010395,312.89359271186436,68425.76287,42042.08238,29512.22092,80818.10234,1244.103558,1291.336351,0.0,32.2
42,1/10/2018 21:00,35.22034041,36.25652068,1053.860905,4.520343367,12.00216538,12.00263789,454.3202081,457.4438194,9.25600128,27.53622476,18.37699389,36.90393887,68.99286582,12.45032422,187.4307611,160.4910944,125.94155,358.782926779661,68567.33232,34547.57702,29544.86235,83857.92583,1241.155626,1286.08432,0.0,32.2
43,1/10/2018 21:30,34.95332901,37.93819118,1053.864966,4.534593071000001,12.00220547,12.001119000000001,454.2285766,457.4343458000001,9.599091799,28.53949514,18.73092924,38.46094626,68.26756174,13.96281601,187.8871773,135.8897655,131.8810011,432.95045033898305,68619.67152,34620.79066,29505.11162,74211.77389,1240.5144710000002,1284.372633,0.0,32.2
44,1/10/2018 22:00,34.77077976,43.94124106,1053.869026,4.527505097,12.00260687,12.00253251,454.22858780000007,457.4280154,9.616312741,27.78441262,18.64601395,40.488247799999996,69.59943347,14.95696092,197.73663059999998,154.0696922,132.9565402,471.49203932203386,68659.23746,34569.665610000004,29459.098960000003,82764.61834,1235.622839,1283.941678,0.0,32.2
45,1/10/2018 22:30,34.62835125,45.87697637,1053.8730859999998,4.520947178,12.00307408,12.0030864,454.22225149999997,457.41538760000003,8.923076007999999,28.00097598,18.42351376,41.73514156,76.88534611,20.45249074,232.9512722,167.05072130000002,121.9586256,327.2522850847457,68789.49951000001,34661.556189999996,29558.99429,73295.80502,1233.1901,1278.85634,0.0,32.2
46,1/10/2018 23:00,34.33334861,47.92579569,1053.837967,4.52906241,12.00336543,12.00212936,454.20013889999996,457.39641770000003,9.701081175,28.30434625,18.11165573,42.84138194,79.1051689,20.42171925,171.63291,155.5187194,107.76329979999998,546.9193630508474,68680.26811,34553.95864,29495.984510000002,79114.66131,1250.590091,1283.5703310000001,0.0,32.2
47,1/10/2018 23:30,34.16327113,48.63412064,1053.70191,4.520934665,12.00298167,12.00296887,454.19065830000005,457.3995824,10.04537783,28.28499186,18.30301966,42.72506328,82.97105441,22.32349629,159.6227143,173.9889925,112.498073,450.9476510169491,68568.47872,26985.895610000003,29443.41562,77215.33847,1243.903312,1281.395334,0.0,32.2
48,2/10/2018 0:00,34.18587098,48.04309821,1053.701172,4.529940356,12.00314409,12.002665400000001,454.18118089999996,457.41853039999995,9.820479558999999,28.51124228,18.37291376,44.95691591,86.23831513,23.88778997,159.5665387,124.7041262,125.79006299999999,292.86202016949153,68587.01649,34934.82987,29421.768460000003,74564.10734,1242.935156,1277.698255,0.0,32.2
49,2/10/2018 0:30,33.97161788,47.90683353,1053.661272,4.526294583,12.00328743,12.00300806,454.1969794,457.42486119999995,8.605136045,28.37221123,18.23206787,44.92848572,82.05380737,25.25395084,199.9029679,101.7909204,120.67557659999999,376.6707452542372,68566.93985,34675.196039999995,29378.343310000004,75931.981,1234.080655,1276.18958,0.0,32.2
50,2/10/2018 1:00,33.66714749,50.34577925,1053.72217,4.526582186000001,12.00090498,11.99937457,454.19381960000004,457.41222220000003,4.719485634,28.43292833,18.437108300000002,44.39361373,82.22964744,24.51907004,227.19720640000003,100.6290795,110.4298739,438.5763140677966,68698.7394,34645.5648,29296.425180000002,74470.70251,1239.504269,1283.593684,0.0,32.2
51,2/10/2018 1:30,33.51662699,50.41033872,1053.925059,4.516671378,12.00200874,12.00288442,454.1875,457.4375001,4.375009669,27.887600199999998,18.98814932,43.6340363,83.65858123,24.97267959,179.84652590000002,95.22632490000001,109.26168899999999,278.2763422033898,68750.46745,34582.53211,29345.33687,71158.58188,1244.368753,1290.480202,0.0,32.2
52,2/10/2018 2:00,33.39272867,50.20210069,1054.02145,4.5321016,12.00311238,12.0020519,454.19697919999993,457.40590319999995,4.039418874,28.09956111,18.93030903,43.85169047,82.8030368,25.50759657,198.5376468,92.98899067,105.1360366,331.7516349152542,68655.37994,30487.59432,29286.777830000003,79268.03105,1240.754043,1295.209668,0.0,32.2
53,2/10/2018 2:30,33.34461112,47.78734536,1054.190527,4.514320952,12.00403495,12.00179406,454.1875,457.41538219999995,3.5613963739999996,28.15881543,19.14767427,43.9365088,82.86935368,25.44562439,230.47148109999998,96.07031718,105.88476969999999,331.420627118644,68662.93087000001,26952.61167,15916.335140000001,71024.23427999999,1237.50837,1290.467119,0.0,32.2
54,2/10/2018 3:00,33.3360289,46.41037391,1054.159311,4.520465833,12.00188058,12.00263469,454.206458,457.4361478999999,3.5146469,28.44524597,18.96580729,43.46063634,82.85715738,26.23361001,259.2968596,102.2544232,109.38184469999999,523.939816440678,68692.62473,34686.54909,643.3772278,75806.6285,1237.828715,1297.687171,0.0,32.2
55,2/10/2018 3:30,33.20694262,45.22302613,1054.2920179999999,4.517505169,12.00342599,12.00260105,454.2222565,457.4293728999999,5.870736679,28.71529228,18.85115517,43.2530787,83.54795412,24.76405636,228.1646897,112.5846172,104.90781650000001,511.3229633898305,68721.30132,23280.60325,29044.73068,72673.12275,1257.118428,1306.194242,0.0,32.2
56,2/10/2018 4:00,33.11769321,45.5101851,1054.418137,4.529414757,12.00278173,12.00293721,454.22224580000005,457.4375,9.180252345,28.555883899999998,18.82101687,43.88840194,80.53455637,25.22542749,135.7998913,143.5254415,66.04116839,422.5859784745763,68596.05883,17947.95909,29851.01532,77666.37061,1259.8149230000001,1317.545743,0.0,32.2
57,2/10/2018 4:30,32.73655195,47.43203393,1054.549323,4.518590728,12.00051477,12.00298395,454.1874944,457.4343347,9.508643263,28.57327584,18.63352596,44.41472564,79.78165539,25.46902936,188.7662224,141.06690569999998,45.94771615,422.36946864406775,68530.95481,17956.45589,29878.51037,74393.2266,1251.075681,1300.3272550000002,0.0,32.2
58,2/10/2018 5:00,32.65780733,46.53602768,1054.652685,4.534745397,12.00250704,12.00290058,454.1906597,457.4343405,9.52992876,28.54431396,18.6634302,44.08831545,80.57071071,24.40127088,207.40195649999998,147.6018979,61.62473806,351.114160677966,68597.44609,26787.06099,29794.09914,71860.40039,1247.310775,1288.7894529999999,0.0,32.2
59,2/10/2018 5:30,32.48602525,47.52993059,1054.815996,4.517571725,12.00197166,12.00139468,454.1843403,457.4438194,9.39998419,28.38083713,18.53403287,43.97056809,79.81768607,23.50525149,282.5325474,146.6356677,125.3115137,354.73667084745756,68622.79931,28714.232710000004,29704.855919999998,79915.9046,1249.3690210000002,1291.40955,0.0,32.2
60,2/10/2018 6:00,32.3633741,48.34061285,1054.985421,4.512488081,12.00241654,12.00446771,454.2096181,457.4343403,9.458073566,28.2292094,18.4588665,43.48363694,80.04636503,24.92739616,261.8790917,139.2924758,133.487708,327.83333999999996,68688.31418,25033.643519999998,29680.07413,71045.61828,1255.401177,1304.685399,0.0,32.2
61,2/10/2018 6:30,32.30645126,48.29961366,1055.331024,4.506887257,12.00216694,12.00287121,454.1875,457.42486720000005,9.605484656,28.19210955,18.311306,43.25419131,80.36057926,25.28755767,207.0171338,163.3109122,120.7229663,247.6574247457627,68707.66142,34573.10705,29663.7154,79307.4815,1259.005277,1306.059182,0.0,32.2
62,2/10/2018 7:00,32.26703576,49.35230044,1055.606751,4.508212432,12.00266554,12.00243158,454.1875,457.4248555,9.458009742,28.65887023,18.27303743,44.02797322,79.11790944,24.42602952,204.5118315,146.7505199,118.0190307,301.9650844067796,68564.59705,34357.52635,29716.75273,72605.38604,1250.1174019999999,1296.1057369999999,0.0,32.2
63,2/10/2018 7:30,32.83789236,48.48154443,1055.829698,4.51070164,12.00151957,12.00182382,454.19066510000005,457.43433489999995,9.429291863,28.484162599999998,16.71528233,44.10903828,77.56676797,22.14338572,197.6644931,153.295287,93.34853039,280.8540654237288,68693.16535,21231.30664,29606.41285,71152.01378,1249.4636480000001,1297.603286,0.0,32.2
64,2/10/2018 8:00,33.28608886,47.41933373,1056.071183,4.50024721,12.00148349,12.00333335,454.184335,457.4343459,4.899141193,27.29132938,15.7208684,43.60347445,76.76465291,22.15710331,299.27452389999996,113.051524,114.75654809999999,296.89693644067796,68699.82852000001,34582.63265,29570.495189999998,80922.77509,1255.160208,1310.225106,0.0,32.2
65,2/10/2018 8:30,33.91726658,44.06306781,1056.3247880000001,4.463144415,12.40163295,12.39211941,457.3600045,460.5617921,3.960937012,27.981965999999996,17.657331699999997,42.90579125,77.21384484,22.802333100000002,254.81451529999998,111.67115420000002,92.1675145,326.57101796610164,68795.8664,34287.40868,29555.49088,70070.9532,1251.566,1298.500198,0.0,32.2
66,2/10/2018 9:00,33.903364200000006,44.31874708,1056.467676,4.894447536,13.60213877,13.60127465,465.8298506,469.19124969999996,3.6947312610000003,28.36714002,19.19766275,42.62051251,77.64854668,22.95095627,326.5244772,98.07351037,186.6149906,477.12420237288137,71558.37143,28463.936039999997,29524.38032,79366.94774,1248.4666140000002,1291.297665,0.0,32.2
67,2/10/2018 9:30,34.42178886,43.59121874,1056.780761,4.88367603,13.600273300000001,13.60037776,465.2417551,468.5985164,3.29842669,28.71046244,20.01393196,43.207058700000005,75.28597737,23.56261283,233.301326,122.2607017,110.2924665,505.0867247457627,86397.92603999999,28394.31808,29542.95265,71107.14874,1249.143531,1291.86354,0.0,32.2
68,2/10/2018 10:00,34.97101564,41.99083001,1056.6078300000001,4.899951021000001,13.60169401,13.60170655,465.22240589999996,468.59629400000006,3.076704443,27.76132343,19.43420579,41.63962782,96.22295691,23.52405551,172.10170180000003,171.13919280000002,106.36991770000002,420.49174525423723,86141.47831,34427.881180000004,29479.85121,77790.01272,1254.2514449999999,1284.500859,0.0,32.2
69,2/10/2018 10:30,33.85387631,43.9512626,1056.370618,4.907800668,13.60156441,13.60059434,465.140452,468.44732680000004,7.838312639,27.01143602,19.32303029,41.79699458,101.40212220000001,25.02823344,214.63058930000003,156.9144314,128.3419376,436.96279677966106,86105.51117,34346.39114,29462.083319999998,76854.74322,1239.829416,1268.728243,0.0,32.2
70,2/10/2018 11:00,33.87068658,41.85764946,1056.2380039999998,4.900093428,13.60102633,13.59947192,465.14677080000007,468.4283685,7.408145055,27.19594861,19.67122017,43.38273438,98.89742427,25.042311899999998,211.50977450000002,153.12697849999998,125.28397450000001,547.3703713559322,85146.04045,34212.89916,29386.56808,88100.18251,470.8583197,516.3584900000001,0.0,32.2
71,2/10/2018 11:30,34.34048053,37.59944082,1055.850147,4.882612469,13.60048117,13.59948999,465.1594096,468.45048610000003,7.322446832000001,26.61173744,19.57196932,42.76821298,81.72953853,21.95065373,235.44787889999998,175.0053205,129.79430559999997,411.1323301694915,84471.42957000001,34211.671330000005,29362.395060000003,84548.01337,849.0560995999999,559.6325453,0.0,32.2
72,2/10/2018 12:00,34.93755955,33.06721254,1055.6049050000001,4.771883439,13.32307271,13.31544239,462.90075779999995,466.1317986,7.359481487,27.67429371,19.750666600000002,43.39218014,78.82438112,21.87266587,245.03774909999998,203.4738391,141.2127166,278.06278305084743,85321.88594,34116.56058,29359.442410000003,84227.49708,1215.9570130000002,296.20102589999993,0.0,32.2
73,2/10/2018 12:30,35.52155587,32.35521279,1055.324142,4.654865638,13.00199594,13.00195072,460.767461,463.9153825,9.379847247,27.13650743,19.56729684,43.11308215,78.31900183,23.09131347,255.22443340000004,236.6772581,129.5057055,380.7597294915254,67030.93039,26203.86809,29363.538039999996,87009.95026,1254.9245369999999,269.98037719999996,0.0,32.2
74,2/10/2018 13:00,35.9496842,30.00293991,1054.409468,4.6530106280000005,13.00212305,13.00260665,460.99618449999997,464.09232649999996,8.56252136,28.03330271,19.73801769,44.16844148,83.55765632,24.95426245,249.5914333,220.19503089999998,114.8657949,483.2663879661017,62299.73284,30406.10995,29322.6473,76053.92953,1249.1333789999999,269.98037719999996,0.0,32.2
75,2/10/2018 13:30,36.32841288,31.57771415,1054.058588,4.644066217,13.00292849,13.00189941,460.79807939999995,463.9487848,8.622892616,28.57232864,19.41575127,45.37258039,72.12845609,24.65999989,266.49024219999995,203.6290227,117.2695162,366.4026393220339,40739.50566,34217.95276,29304.1249,72214.0459,1234.683376,341.1327919,0.0,32.2
76,2/10/2018 14:00,36.88070644,28.67998305,1053.942673,4.640389991,13.00140185,13.00189801,460.70961789999996,463.91989580000006,9.156090431,27.808061100000003,19.31080629,45.14844509,68.06891177,23.59555416,256.1684725,201.1640999,116.65923049999999,460.6607142372882,61372.23006,34089.03982,29257.36963,80405.9984,1236.4741800000002,943.3644280999999,0.0,32.2
77,2/10/2018 14:30,36.94396282,28.70592972,1053.623838,4.647346412,13.00260373,13.00264555,460.6875,463.88829599999997,9.771299624,27.51290978,19.60257773,43.72008984,69.09867441,22.72135507,212.13632769999998,163.83566430000002,115.7781537,428.36324559322026,57801.23669,34102.45511,29210.893710000004,89308.47545,1217.742185,1260.984923,0.0,32.2
