ConsumptionDate,ActualConsumption,P7Cons,P2Cons,P1Cons,P9Cons,P3Cons,P4Cons,P5Cons,P6Cons1,P6Sec3Cons2,P6Sec2Cons3,Gen1num1,Gen1num2,Gen2
01/04/2019 17:00,132.126,67.054,3.338,11.824,2.414,12.29,8.2,5.504,9.094,0.862,1.01,0.158,0,40.056
01/04/2019 17:30,135.39,69.024,3.27,11.82,2.47,12.38,8.466,5.356,9.698,0.864,1.008,0.15,0,40.512
01/04/2019 18:00,136.66,71.306,3.3,11.822,2.476,12.328,8.84,5.406,10.356,0.87,1.008,0.146,0,41.264
01/04/2019 18:30,133.236,71.596,3.272,11.828,2.518,12.384,8.85,5.388,10.352,0.87,1.006,0.148,0,41.296
01/04/2019 19:00,136.252,68.234,3.334,11.826,2.616,12.372,8.828,5.6,10.352,0.872,1.008,0.154,0,41.348
01/04/2019 19:30,135.636,69.164,3.342,11.822,2.558,12.378,8.756,5.432,10.356,0.876,1.006,0.154,0,41.324
01/04/2019 20:00,136.92,69.88,3.31,11.82,2.54,12.544,8.726,5.45,10.434,0.88,1.004,0.16,0,41.292
01/04/2019 20:30,140.274,71.224,3.338,11.822,2.544,12.422,8.674,5.566,11.382,0.886,1.008,0.162,0,41.314
01/04/2019 21:00,139.994,73.664,3.302,11.826,2.506,12.728,8.838,5.414,11.844,0.888,1.006,0.162,0,40.102
01/04/2019 21:30,140.64,72.734,3.356,11.828,2.63,12.83,8.858,5.402,11.812,0.896,1.006,0.16,0,40.318
01/04/2019 22:00,139.286,73.146,3.308,11.834,2.558,12.832,9.15,5.484,11.54,0.898,1.004,0.166,0,40.324
01/04/2019 22:30,140.026,72.024,3.364,11.834,2.552,12.41,8.992,5.438,11.594,0.904,1.006,0.166,0,40.31
01/04/2019 23:00,134.462,73.284,3.322,11.832,2.59,12.184,8.746,5.362,10.91,0.912,1.006,0.16,0,40.298
01/04/2019 23:30,137.328,68.816,3.364,11.828,2.6,12.17,8.604,5.426,9.81,0.918,1.008,0.16,0,40.32
02/04/2019 00:00,139.374,72.856,3.352,11.832,2.564,12.07,8.892,5.078,12.548,0.92,1.008,0.16,0,40.336
02/04/2019 00:30,140.746,74.92,3.352,11.826,2.53,12.134,8.84,5.062,12.006,0.924,1.006,0.164,0,40.332
02/04/2019 01:00,141.022,75.556,3.36,11.83,2.448,12.17,8.796,5.096,11.586,0.294,1.006,0.166,0,40.328
02/04/2019 01:30,140.236,74.744,3.362,11.828,2.438,12.186,8.956,4.784,11.368,0.09,1.008,0.166,0,40.274
02/04/2019 02:00,138.396,72.338,3.36,11.826,2.566,12.146,8.962,4.696,12.192,0.882,1.008,0.162,0,40.272
02/04/2019 02:30,139.058,73.586,3.322,11.83,2.55,12.214,8.704,4.552,12.222,0.88,1.008,0.162,0,40.284
02/04/2019 03:00,138.812,73.322,3.352,11.826,2.502,12.226,8.484,4.59,12.214,0.882,1.006,0.164,0,40.282
02/04/2019 03:30,140.054,75.168,3.324,11.824,2.434,12.146,8.458,4.558,11.76,0.886,1.008,0.164,0,40.282
02/04/2019 04:00,141.176,75.914,3.37,11.824,2.62,11.988,8.694,4.37,12.13,0.886,1.008,0.164,0,40.262
02/04/2019 04:30,139.858,73.934,3.32,11.824,2.598,11.834,9.204,4.664,12.196,0.888,1.008,0.16,0,40.272
02/04/2019 05:00,139.266,73.676,3.392,11.828,2.486,11.728,8.836,4.714,12.232,0.892,1.008,0.162,0,40.302
02/04/2019 05:30,136.074,71.426,3.338,11.828,2.49,12.004,9.362,3.582,11.716,0.892,1.01,0.154,0,40.306
02/04/2019 06:00,134.308,70.548,3.382,11.832,2.548,11.936,9.324,3.298,11.25,0.898,1.012,0.148,0,40.314
02/04/2019 06:30,129.098,66.628,3.274,11.828,2.494,11.83,8.914,3.25,10.664,0.896,1.014,0.142,0,40.3
02/04/2019 07:00,123.37,62.08,3.302,11.828,2.49,11.916,8.686,3.226,9.816,0,1.016,0.138,0,40.306
02/04/2019 07:30,132.286,71.15,3.524,11.828,2.496,11.95,8.682,3.176,9.376,0,1.592,0.142,0,40.296
02/04/2019 08:00,132.348,68.384,3.678,11.828,2.584,12.028,8.646,3.074,11.972,0,2.128,0.14,0,40.306
02/04/2019 08:30,131.302,68.236,3.662,11.834,2.646,11.978,8.548,3.194,11.236,0,2.142,0.14,0,40.288
02/04/2019 09:00,129.304,67.008,3.63,11.834,2.504,11.8,8.508,3.116,11.01,0,2.142,0.14,0,38.9
02/04/2019 09:30,129.074,67.286,3.69,11.832,2.198,11.756,8.318,3.094,11.092,0,2.144,0.15,0,37.42
02/04/2019 10:00,129.83,67.85,3.67,11.828,2.158,11.944,8.582,3.176,10.862,0,2.148,0.156,0,37.922
02/04/2019 10:30,130.496,67.462,3.714,11.828,2.212,11.972,8.386,3.094,10.958,0,2.148,0.16,0,38.494
02/04/2019 11:00,129.668,66.22,3.666,11.83,2.35,12.026,8.39,3.174,11.176,0,2.15,5.15,0,40.192
02/04/2019 11:30,127.402,68.106,3.744,11.83,2.404,12.026,8.452,3.24,11.118,0,2.152,10.69,0,41.84
02/04/2019 12:00,128.084,0,3.686,11.822,2.548,11.872,8.302,3.134,10.852,0,2.148,10.622,0,45.716
02/04/2019 12:30,123.578,68.854,3.612,11.816,2.554,11.948,8.678,3.16,10.698,0,2.146,10.346,0,47.156
02/04/2019 13:00,124.73,64.52,3.674,11.818,2.392,12.122,8.55,3.19,10.876,0,2.142,7.51,0,44.964
02/04/2019 13:30,127.098,64.906,3.654,11.81,2.368,12.146,8.656,3.23,11.344,0.67,1.996,0.146,0,38.404
02/04/2019 14:00,129.95,63.676,3.652,11.806,2.438,12.35,7.92,3.366,10.606,0.838,1.018,0.142,0,38.274
02/04/2019 14:30,128.64,67.96,3.68,11.804,2.578,12.314,8.254,3.242,10.81,0.84,1.26,0.142,0,38.26
02/04/2019 15:00,129.482,65.54,3.62,11.806,2.656,12.346,8.578,3.354,11.882,0.84,2.134,0.138,0,38.27
02/04/2019 15:30,133.616,64.998,3.644,11.804,2.654,12.566,8.6,3.148,11.136,0.844,1.444,0.146,0,38.276
02/04/2019 16:00,132.308,68.74,3.678,11.81,2.62,12.632,8.718,3.276,11.952,0.846,1.648,6.934,0,38.232
02/04/2019 16:30,130.26,69.344,3.68,11.804,2.6,12.536,9.11,3.344,12.452,0.846,1.736,9.674,0,38.232
02/04/2019 17:00,130.68,68.28,3.604,11.81,2.536,12.326,9.054,3.348,12.846,0.848,2.134,9.602,0,40.226
02/04/2019 17:30,128.726,68.7,3.616,11.812,2.392,12.154,8.954,3.324,12.9,0.848,2.136,9.656,0,44.282
02/04/2019 18:00,128.824,66.904,3.592,11.816,2.348,12.23,9.034,3.22,12.868,0.85,2.136,9.764,0,44.286
02/04/2019 18:30,131.918,67.13,3.584,11.812,2.454,12.276,8.968,3.362,12.874,0.852,2.134,10.416,0,44.266
02/04/2019 19:00,127.992,69.556,3.668,11.816,2.606,12.378,9.158,3.3,12.596,0.85,2.138,20.252,1.854,44.296
02/04/2019 19:30,116.284,69.284,3.63,11.814,2.526,12.402,8.826,3.356,10.068,0.854,2.138,37.504,13.108,38.718
02/04/2019 20:00,121.312,69.564,3.682,11.81,2.442,12.326,8.444,3.332,10.104,0.856,2.138,67.85,22.374,21.154
02/04/2019 20:30,135.288,67.79,3.71,11.796,2.436,12.252,8.55,3.23,10.394,0.182,2.142,137.244,35.968,13.114
02/04/2019 21:00,134.014,70.014,3.746,11.776,2.462,11.916,8.418,3.308,9.794,0.18,1.204,159.334,41.194,13.81
02/04/2019 21:30,135.954,71.266,3.748,11.768,2.436,11.954,8.648,3.284,9.578,0.836,1.014,165.708,41.982,13.01
02/04/2019 22:00,137.096,73.85,3.796,11.758,2.432,11.778,8.416,3.31,10.022,0.838,1.014,166.444,41.994,13.508
02/04/2019 22:30,137.91,75.182,3.764,11.754,2.442,11.824,8.502,3.22,10.95,0.842,1.91,166.912,43.356,14.018
02/04/2019 23:00,132.86,74.998,3.762,11.744,2.448,11.99,8.79,3.288,10.564,0.842,1.428,167.23,43.428,13.802
02/04/2019 23:30,134.132,70.052,3.768,11.746,2.438,11.998,8.386,3.176,10.5,0.844,2.138,168.098,43.478,13.35
03/04/2019 00:00,135.03,72.804,3.74,11.736,2.466,12.004,8.436,3.204,10.19,0.842,1.626,168.41,43.588,13.326
03/04/2019 00:30,139.224,75.724,3.758,11.736,2.478,11.988,8.836,3.246,11.034,0.846,2.078,168.19,43.602,13.326
03/04/2019 01:00,138.646,74.468,3.738,11.734,2.476,12.082,9.038,3.202,11.378,0.848,2.146,168.288,43.68,13.346
03/04/2019 01:30,139.276,75.476,3.778,11.73,2.474,12.202,8.724,3.312,11.226,0.846,2.08,168.146,43.624,13.34
03/04/2019 02:00,140.72,75.726,3.714,11.736,2.484,11.966,9.048,3.236,12.366,0.846,1.524,166.708,43.622,13.53
03/04/2019 02:30,140.736,74.986,3.756,11.736,2.46,11.944,9.18,3.228,13.08,0.846,2.14,167.618,43.662,14.058
03/04/2019 03:00,140.148,74.47,3.692,11.734,2.444,12.03,9.134,3.16,12.978,0.848,2.14,168.652,43.738,14.256
03/04/2019 03:30,141.266,75.546,3.756,11.734,2.45,12.022,9.202,3.19,13.056,0.848,2.14,168.456,43.692,14.274
03/04/2019 04:00,141.408,75.85,3.704,11.73,2.416,11.942,9.182,3.258,13.036,0.85,2.142,168.968,43.8,14.268
03/04/2019 04:30,137.102,72.366,3.748,11.732,2.41,11.772,9.15,3.106,12.504,0.85,1.592,169.232,43.724,14.292
03/04/2019 05:00,138.908,74.706,3.716,11.732,2.45,11.988,9.008,3.198,11.934,0.852,1.616,169.388,43.794,14.318
03/04/2019 05:30,138.632,75.184,3.688,11.734,2.442,12.034,8.946,3.15,11.054,0.854,1.012,169.802,43.786,14.328
03/04/2019 06:00,139.384,74.236,3.636,11.734,2.448,11.828,8.944,3.084,12.748,0.856,1.788,169.712,42.72,12.794
03/04/2019 06:30,133.71,69.638,3.6,11.734,2.402,11.714,8.724,3.154,12.204,0.858,2.128,169.888,30.668,22.44
03/04/2019 07:00,127.69,69.084,3.624,7.358,2.422,11.29,8.354,3.214,11.838,0.862,2.13,169.568,18.594,31.828
03/04/2019 07:30,124.09,72.578,3.608,0.002,2.44,11.45,7.95,3.22,12.28,0.862,2.134,169.524,6.978,42.852
03/04/2019 08:00,122.856,70.312,3.644,0,2.49,11.114,8.12,3.148,13.412,0.866,2.13,168.774,5.774,45.06
03/04/2019 08:30,122.548,71.874,3.626,0,2.49,10.864,8.076,3.134,12.124,0.868,2.134,167.7,6.034,46.3
03/04/2019 09:00,123.74,71.89,3.68,0,2.498,10.786,8.204,3.176,13.106,0.704,2.134,166.974,6.028,46.278
03/04/2019 09:30,122.354,72.102,3.706,0.004,2.476,10.826,8.1,3.176,11.52,0.92,2.132,166.84,6.024,46.294
03/04/2019 10:00,121.994,72.02,3.702,0,2.476,10.816,8.264,3.162,11.26,0.728,2.134,166.67,6.002,46.284
03/04/2019 10:30,119.076,71.354,3.752,0,2.446,10.942,8.006,3.226,9.442,0.724,1.562,166.694,6,46.27
03/04/2019 11:00,123.1,75.15,3.704,0,2.488,11.164,7.908,3.2,9.46,0.722,2.134,166.446,5.912,46.29
03/04/2019 11:30,123.992,74.844,3.634,0.002,2.528,11.192,7.838,3.242,10.556,0.724,2.018,165.96,5.356,47.302
03/04/2019 12:00,122.164,0,3.684,0,2.464,11.184,7.908,3.18,10.598,0.728,1.618,157.124,0.316,53.494
03/04/2019 12:30,120.832,72.882,3.636,0,2.464,11.448,8.148,3.178,11.156,0.77,2.136,165.484,0.128,55.074
03/04/2019 13:00,121.726,70.214,3.674,0,2.446,11.758,8.394,3.252,10.37,0.844,1.488,165.264,10.856,40.79
03/04/2019 13:30,125.148,71.464,3.714,0,2.476,11.782,8.568,3.046,11.564,0.848,2.136,164.85,11.784,38.314
03/04/2019 14:00,124.74,73.898,3.702,0.004,2.486,11.776,8.688,3.064,12.456,0.852,2.136,164.636,12.77,37.562
03/04/2019 14:30,124.64,72.166,3.67,0,2.52,11.878,8.92,3.228,12.774,0.852,1.624,164.192,21.676,29.95
03/04/2019 15:00,125.01,70.76,3.686,0,2.556,11.79,8.958,3.212,12.382,0.854,2.134,164,23.138,26.594
03/04/2019 15:30,122.398,71.63,3.676,0,2.556,11.698,8.778,3.088,12.36,0.856,2.132,163.884,40.752,12.918
03/04/2019 16:00,126.22,69.446,3.634,1.172,2.5,11.568,8.1,3.296,12.978,0.852,1.47,164.054,47.382,12.308
03/04/2019 16:30,129.642,72.268,3.67,4.516,2.452,11.602,8.402,3.326,14.526,1.602,1.528,163.976,56.592,12.302
03/04/2019 17:00,134.83,70.614,3.672,7.13,2.428,12.07,8.178,3.248,12.392,0.992,1.114,163.764,56.872,12.292
03/04/2019 17:30,136.522,74.922,3.588,11.822,2.422,12.266,7.704,3.268,11.078,0.732,1.906,163.45,56.844,12.3
03/04/2019 18:00,134.48,73.666,3.608,12.056,2.416,12.408,7.384,3.154,10.81,0.73,2.118,163.392,56.014,12.316
03/04/2019 18:30,136.466,72.03,3.642,12.062,2.424,12.374,7.912,3.27,12.31,0.726,2.122,164.166,48.406,12.32
03/04/2019 19:00,136.548,71.864,3.634,12.104,2.428,12.068,8.456,3.376,11.52,0.726,2.122,164.792,48.504,12.346
03/04/2019 19:30,134.04,72.592,3.674,12.132,2.442,12.096,8.716,3.302,11.452,0.724,2.124,164.634,49.334,12.342
03/04/2019 20:00,136.638,69.474,3.654,12.162,2.456,11.982,8.566,3.35,11.842,0.726,2.126,165.13,46.172,12.37
03/04/2019 20:30,138.642,71.724,3.628,12.18,2.416,12.236,8.488,3.418,11.198,0.724,2.128,165.11,45.374,12.372
03/04/2019 21:00,139.066,74.182,3.664,12.194,2.488,12.534,8.578,3.422,11.176,0.726,2.128,165.03,45.536,12.766
03/04/2019 21:30,140.194,74.026,3.612,12.202,2.482,12.418,8.638,3.614,12.152,0.724,2.126,165.256,45.412,13.322
03/04/2019 22:00,143.442,74.2,3.672,12.21,2.48,12.388,8.706,5.266,12.448,0.726,2.128,165.03,43.25,13.332
03/04/2019 22:30,140.266,75.222,3.67,12.21,2.45,12.448,9.01,5.448,12.512,0.724,2.13,164.458,44.626,13.344
03/04/2019 23:00,143.254,71.376,3.63,12.212,2.478,12.212,9.004,5.42,12.54,0.722,2.132,164.398,45.346,13.334
03/04/2019 23:30,143.536,74.628,3.678,12.218,2.486,12.192,9.064,5.412,13.374,0.724,2.134,163.866,45.336,13.332
04/04/2019 00:00,144.108,74.786,3.608,12.218,2.536,11.888,8.79,5.47,13.686,0.724,2.026,163.27,44.27,13.318
04/04/2019 00:30,143.764,75.336,3.664,12.22,2.526,11.414,8.586,5.488,13.704,0.722,1.676,163.752,45.354,13.306
04/04/2019 01:00,143.604,74.276,3.654,12.228,2.476,11.194,8.816,5.446,14.724,0.724,2.02,163.968,45.386,13.288
04/04/2019 01:30,144.362,75.336,3.596,12.232,2.458,11.226,9.386,5.428,14,0.724,1.49,164.288,45.4,13.306
04/04/2019 02:00,145.274,75.496,3.66,12.242,2.46,11.204,9.7,5.448,14.618,0.722,2.134,163.97,45.37,13.31
04/04/2019 02:30,142.156,72.888,3.64,12.24,2.518,11.27,9.818,5.408,13.85,0.724,1.54,164.418,45.4,13.32
04/04/2019 03:00,141.57,71.968,3.588,12.248,2.478,11.26,9.602,5.396,14.418,0.724,2.132,164.18,45.41,13.324
04/04/2019 03:30,140.79,72.034,3.67,12.254,2.466,11.2,9.532,5.464,13.538,0.724,1.576,164.588,45.388,13.314
04/04/2019 04:00,142.282,72.926,3.66,12.26,2.438,11.066,9.586,5.488,14.294,0.726,1.932,164.466,45.37,13.304
04/04/2019 04:30,143.58,73.708,3.628,12.266,2.482,11.156,9.58,5.378,14.378,0.724,2.132,164.49,45.36,13.314
04/04/2019 05:00,142.862,73.582,3.67,12.27,2.494,11.368,9.754,5.368,13.57,0.726,1.552,164.452,43.084,13.31
04/04/2019 05:30,143.204,74.034,3.614,12.272,2.494,11.346,9.728,5.468,13.598,0.726,2.134,164.684,45.964,13.29
04/04/2019 06:00,141.342,72.812,3.648,12.276,2.452,10.934,9.626,5.268,13.366,0.726,1.126,164.814,56.684,13.28
04/04/2019 06:30,139.332,70.808,3.602,12.278,2.408,10.794,9.78,5.436,12.894,0.726,1.01,164.774,57.202,13.302
04/04/2019 07:00,133.692,66.896,3.544,12.282,2.446,10.8,9.358,5.408,11.626,0.822,1.01,164.746,57.21,14.118
04/04/2019 07:30,134.584,69.664,3.626,12.286,2.326,10.904,8.588,5.452,10.702,0.848,1.012,164.62,57.012,14.34
04/04/2019 08:00,136.396,71.088,3.72,12.288,2.478,10.968,8.206,5.346,11.11,0.846,1.008,164.504,56.332,13.968
04/04/2019 08:30,137.61,72.46,3.67,12.288,2.476,10.576,8.588,5.406,10.946,0.846,1.006,164.566,56.27,13.824
04/04/2019 09:00,136.924,71.638,3.692,12.292,2.492,10.416,8.858,5.418,11.09,0.85,1.004,164.328,56.334,13.802
04/04/2019 09:30,137.082,72.198,3.672,12.296,2.344,10.584,8.792,5.452,10.688,0.464,1.004,164.088,56.392,13.784
04/04/2019 10:00,134.338,68.806,3.728,12.298,2.266,10.56,8.736,5.424,11.634,0.548,1.99,164.086,56.342,13.806
04/04/2019 10:30,139.48,73.602,3.724,12.3,2.278,10.594,8.428,5.394,11.848,0.586,2.122,163.95,56.366,13.784
04/04/2019 11:00,138.708,72.39,3.684,12.298,2.322,10.564,8.67,5.4,11.972,0.636,2.124,163.78,57.532,13.804
04/04/2019 11:30,134.406,67.72,3.652,12.3,2.524,10.64,8.692,5.49,12.066,0.764,2.126,163.644,57.504,13.648
04/04/2019 12:00,136.134,68.488,3.612,12.304,2.486,10.644,8.766,5.456,13.334,0.762,2.126,163.694,57.492,13.28
04/04/2019 12:30,132.14,68.488,3.642,12.306,2.492,10.472,7.948,5.444,13.44,0.762,2.126,163.634,56.538,13.276
04/04/2019 13:00,130.696,65.276,3.696,12.308,2.524,10.386,8.226,5.422,11.052,0.76,1.398,163.516,55.852,12.838
04/04/2019 13:30,128.474,66.644,3.702,12.308,2.48,10.65,8.508,5.49,10.444,0.758,2.12,163.048,56.334,12.678
04/04/2019 14:00,130.188,64.032,3.664,12.31,2.416,10.722,8.214,5.548,9.102,0.762,2.128,162.992,55.62,12.356
04/04/2019 14:30,136.134,67.124,3.636,12.308,2.562,10.704,7.948,6.53,10.976,0.76,2.126,162.834,55.594,12.328
04/04/2019 15:00,134.178,70.616,3.628,12.312,2.6,10.418,8.144,6.944,10.634,0.76,2.128,162.542,55.072,12.334
04/04/2019 15:30,136.492,68.672,3.658,12.314,2.616,10.492,7.862,7.102,10.654,0.76,2.128,162.208,55.998,12.32
04/04/2019 16:00,132.894,70.492,3.734,12.318,2.616,10.822,7.396,6.866,10.402,0.758,2.126,161.968,56.448,12.312
04/04/2019 16:30,138.076,67.168,3.742,12.314,2.556,11.426,7.622,6.588,11.082,0.76,2.126,161.82,56.414,12.274
04/04/2019 17:00,139.726,71.558,3.776,12.316,2.53,11.582,8.136,6.806,11.978,0.758,2.124,161.452,57.502,12.29
04/04/2019 17:30,136.582,71.49,3.75,12.316,2.506,11.712,8.562,5.716,11.738,0.76,1.344,162.29,57.34,12.282
04/04/2019 18:00,142.606,69.102,3.74,12.318,2.504,11.696,8.926,5.56,13.446,0.756,2.056,162.296,56.708,12.26
04/04/2019 18:30,144.956,73.866,3.72,12.322,2.53,11.566,9.048,5.658,14.338,0.806,2.124,162.982,56.422,12.426
04/04/2019 19:00,145.65,74.666,3.652,12.322,2.56,11.684,9.424,5.572,14.38,0.838,2.128,163.166,56.93,12.34
04/04/2019 19:30,142.648,74.982,3.744,12.322,2.544,11.694,9.486,5.668,13.902,0.838,1.734,161.616,58.036,12.268
04/04/2019 20:00,143.122,72.784,3.716,12.324,2.522,11.766,9.32,5.494,14.04,0.838,2.126,161.86,49.71,12.324
04/04/2019 20:30,145.206,73.252,3.712,12.324,2.508,11.772,9.416,5.728,14.032,0.838,1.794,162.642,46.906,12.654
04/04/2019 21:00,146.442,74.824,3.724,12.324,2.538,11.79,9.456,5.592,13.41,0.838,2.128,162.81,46.678,12.378
04/04/2019 21:30,147.004,76.892,3.726,12.326,2.534,11.93,9.468,5.604,14.08,0.838,2.13,163.296,44.568,12.376
04/04/2019 22:00,145.572,76.788,3.752,12.332,2.544,11.898,9.514,5.524,13.36,0.838,1.514,163.674,44.494,12.3
04/04/2019 22:30,143.35,75.996,3.712,12.33,2.546,11.812,9.284,5.638,14.168,0.838,2.126,164.426,44.552,12.574
04/04/2019 23:00,143.906,73.32,3.726,12.334,2.514,11.798,9.142,5.65,14.626,0.838,2.13,164.782,44.582,12.772
04/04/2019 23:30,141.98,73.648,3.648,12.338,2.54,11.79,9.344,5.634,13.986,0.84,2.132,165.518,44.608,12.812
05/04/2019 00:00,144.26,74.902,3.668,12.338,2.496,11.806,9.25,5.57,13.998,0.838,2.112,166.172,44.674,12.788
05/04/2019 00:30,142.594,75.04,3.608,12.342,2.488,11.81,9.32,5.57,11.938,0.842,1.676,166.572,44.652,12.38
05/04/2019 01:00,142.694,75.774,3.66,12.344,2.512,12,9.082,5.61,11.284,0.84,2.128,165.966,44.612,12.364
05/04/2019 01:30,144.986,76.222,3.608,12.346,2.506,12.018,9.29,5.546,13.068,0.84,2.132,166.028,44.58,12.37
05/04/2019 02:00,144.08,74.438,3.67,12.346,2.508,11.976,9.31,5.618,13.59,0.838,1.704,166.09,44.614,12.322
05/04/2019 02:30,143.882,75.184,3.618,12.356,2.514,12.078,9.166,5.576,12.66,0.84,1.904,165.948,44.586,12.322
05/04/2019 03:00,141.198,71.562,3.658,12.352,2.506,12.118,9.372,5.592,13.7,0.84,2.13,166.058,44.64,12.342
05/04/2019 03:30,144.588,75.052,3.642,12.352,2.512,11.944,9.57,5.614,13.722,0.842,2.134,166.228,44.644,13.082
05/04/2019 04:00,140.092,72.328,3.624,12.354,2.516,11.558,9.336,5.69,12.104,0.842,1.956,166.678,44.668,13.304
05/04/2019 04:30,135.082,68.116,3.654,12.358,2.526,11.282,9.348,5.518,11.842,0.84,1.788,166.456,44.662,13.32
05/04/2019 05:00,139.678,72.526,3.604,12.35,2.482,11.1,9.492,5.564,12.058,0.84,2.134,166.768,44.668,13.31
05/04/2019 05:30,140.63,73.818,3.648,12.35,2.504,11.112,9.252,5.582,11.806,0.842,2.134,166.608,44.664,13.326
05/04/2019 06:00,138.682,72.44,3.57,12.354,2.466,11.2,9.052,5.486,11.9,0.842,1.978,166.736,44.704,13
05/04/2019 06:30,135.488,70.758,3.578,12.358,2.422,11.244,8.906,5.482,10.526,0.844,1.63,166.522,44.736,12.812
05/04/2019 07:00,129.618,64.076,3.53,12.356,2.404,11.41,8.6,5.398,11.146,0.842,2.13,166.63,44.74,12.836
05/04/2019 07:30,138.068,71.414,3.576,12.362,2.388,11.454,8.866,5.44,11.808,0.844,1.66,166.396,44.74,12.828
05/04/2019 08:00,142.888,75.028,3.544,12.358,2.43,11.422,8.744,5.546,13.028,0.846,2.13,166.444,44.74,12.854
