ProductionDate,temp,humidity,barometric,P1prod,P1num1,P1num2,P1num3,P1num4,P1num5,P2num1,P2prod,P3num1,P3num2,P3num3,P3prod,P4prod,P5prod,P6prod,P6Sec1num1,P6Sec2num2,P6Sec3num3,P6Sec4num4,P7num1,P7num2,P7num3,P7num4
1/10/2018 5:00,32.93754489,52.68632884,1055.163168,4.530390494,12.00354082,12.00173663,454.1905903,457.4311806,0.750592581,24.46527055,19.54350662,40.70929174,83.79621381,22.76440944,191.6157382,177.9160396,134.6818419,3150.773904,68599.31369,34125.48154,29590.17283,72378.10467,1238.154815,1278.565887,0,32.2
1/10/2018 5:30,32.92936781,51.4393694,1055.292969,4.517272563,12.00248704,12.00394371,454.1812147,457.3805785,0.845110985,27.29930199,20.26300647,40.29175903,75.66316541,18.22079954,199.5675926,227.4706037,136.3949998,3362.349947,68475.77023,30881.16366,29564.70174,72227.92021,1238.91925,1290.315484,0,32.2
1/10/2018 6:00,32.7102166,52.06574427,1054.531725,4.519910139,12.00246334,12.00381544,454.1938196,457.4185414,0.909719814,28.08774917,19.88027787,38.93565413,70.22187992,16.55787806,240.1403462,230.3444136,135.7185441,2324.576886,68874.61139,25387.67761,29570.35458,72386.24227,1234.501602,1279.178581,0,32.2
1/10/2018 6:30,33.05060565,52.2496925,1054.236299,4.531679533,12.00148552,12.0011783,454.2222569,457.4280208,1.218253342,27.78452677,19.43355285,39.42390205,76.82453394,19.23162729,204.2170834,233.7234936,133.8344663,2844.692472,68555.88102,34131.39181,29500.33073,72343.61043,1232.303509,1265.941878,0,32.2
1/10/2018 7:00,32.37866436,55.44437313,1054.467726,4.524254107,12.0038491,12.00299967,454.2096179,457.4248613,0.953496923,27.37568412,19.73600244,39.83650431,83.24197444,22.40335263,233.2533541,201.9598123,132.5440984,2927.058816,68625.62482,34056.52873,44815.11125,81172.28069,1231.013991,1249.9291,0,32.2
1/10/2018 7:30,32.63507686,54.11642932,1054.718308,4.52089225,12.00222705,12.00386187,454.2348955,457.4375001,0.676863125,28.60391786,19.80849203,40.54888507,88.0108162,21.5724436,237.977851,192.7509072,137.5962561,2252.52643,68688.16552,33934.76661,55389.95646,89564.28126,1238.880134,1248.421556,0,32.2
1/10/2018 8:00,33.30314393,51.374417,1054.868272,4.536030556,12.00397344,12.00172025,454.2886116,457.4532988,0.496654393,27.75336651,19.65896677,41.59923452,84.26225469,22.26940526,238.8579884,210.9705594,138.3787042,2655.808518,68663.79998,34017.4487,55222.11404,88915.51289,1230.210413,1252.915843,0,32.2
1/10/2018 8:30,33.98963486,48.46739151,1055.272496,4.523550675,12.00335531,12.00413059,454.2263848,457.4438193,0.410455958,26.77233642,19.81231702,40.52049181,83.2110371,23.74541681,215.1853308,207.3126426,135.0388588,2916.577358,68742.96208,36261.0943,55008.83141,78304.42807,1229.686807,1261.470311,0,32.2
1/10/2018 9:00,33.18834342,51.63987253,1055.54625,4.541896466,12.00160652,12.00434234,454.2813307,457.4501334,0.471114118,25.9659301,19.91751051,40.86254189,84.82007178,24.53446068,185.3483648,217.3146482,131.5134827,2524.470623,68844.67408,50755.3519,54763.78469,83502.25665,1233.965344,1259.417258,0,32.2
1/10/2018 9:30,33.42555448,49.28729955,1055.441075,4.538418512,12.00363205,12.00252787,454.2285767,457.4532993,0.402962562,23.94883453,19.83527803,41.34124151,86.06016921,23.41052231,227.6587892,235.587955,136.2085402,2776.116084,68710.04659,50451.34671,54516.50947,71657.02848,1243.143164,1269.367078,0,32.2
1/10/2018 10:00,33.74746466,47.83548168,1055.120928,4.514608822,12.00141463,12.00184916,454.2380613,457.4469792,0.797374255,26.17374987,19.79627355,41.0680802,84.71643694,23.18399533,234.8171676,223.9018669,135.2625829,1995.537973,68732.14898,50518.76332,54195.63182,80833.21396,1245.639626,1281.002862,0,32.2
1/10/2018 10:30,34.39900536,45.74614894,1054.718759,4.511048383,12.00414528,12.00131391,454.3359921,457.4817474,0.614040301,27.15288634,19.94136905,41.31831811,83.95926888,24.08810491,236.2787592,222.6340491,139.5011448,2570.170525,68804.13784,50703.84034,54200.2993,74249.12176,1242.88366,1278.832313,0,32.2
1/10/2018 11:00,35.60967178,42.25676407,1054.612575,4.518888916,12.00214688,12.002591,454.4662015,457.5038544,0.391767161,27.53620289,19.8890083,40.9760659,84.21216605,22.98374879,242.1514708,190.0089844,141.3301342,2624.773515,84381.54246,59786.95924,54211.21133,77340.95091,1239.949646,1270.992277,0,32.2
1/10/2018 11:30,35.16579103,44.06923388,1054.189867,4.525605627,12.00327489,12.00334545,454.4703142,457.4712825,0.775817416,27.69239955,19.72835708,40.93034203,85.09273815,21.58744065,243.7181191,164.0835951,141.2546934,2406.114078,86412.81858,54292.41997,54125.45148,74292.52569,1235.598948,1270.213146,0,32.2
1/10/2018 12:00,35.18914712,43.3310317,1053.690033,4.524418819,12.00260649,12.00347106,454.5747747,457.4773786,0.981635236,27.72136166,19.82215179,40.86970664,84.09508437,22.32856977,195.8795553,166.1992113,143.1097249,2663.671099,86181.2213,61702.27921,53864.62465,80309.88711,1234.645132,1279.47831,0,32.2
1/10/2018 12:30,35.30923997,42.31075674,1053.52866,4.52872278,12.00343622,12.00293089,454.5565041,457.4933987,0.926571186,27.9262024,19.87679759,41.259109,85.38691653,22.52601037,164.6313201,167.119674,141.2253724,2357.093204,85781.90889,55195.53129,53775.29911,84801.41901,1230.861234,1284.162063,0,32.2
1/10/2018 13:00,35.52069576,41.44218159,1053.384815,4.530595778,12.00147464,12.00258648,454.5520142,457.4514863,0.770166354,27.83960032,19.61011608,41.12889979,86.33965217,21.24682004,136.9986285,206.4664404,140.1111322,2852.588473,85604.0034,58889.01879,53551.27161,88002.7199,1229.813127,1276.679205,0,32.2
1/10/2018 13:30,35.59665189,40.86631785,1053.024389,4.53004579,12.00238772,12.00268465,454.5842766,457.5250097,0.771661837,28.05405175,18.18348084,40.96630575,86.33347278,20.97830748,132.7744152,211.1141087,135.748233,2673.084563,85796.4802,57592.16848,44514.79381,81050.82763,1230.109113,1275.964131,0,32.2
1/10/2018 14:00,36.25650899,38.55470066,1052.592365,4.544738658,12.00173539,12.00222319,454.5874304,457.5319022,0.62780268,28.17945657,18.36300562,41.03874756,84.65522324,21.59553441,192.4884306,224.9899047,137.4740656,2688.139224,86022.64691,51862.26135,26128.91092,88863.57928,1235.834445,1284.013827,0,32.2
1/10/2018 14:30,36.02565027,39.29726054,1052.296586,4.521430227,12.00196739,12.00278332,454.5811112,457.5006906,0.596156651,27.741332,18.6576088,41.08049527,84.41793398,21.24940775,199.7218156,228.7455203,140.3151247,2106.763993,85715.07854,49735.56706,45241.83619,88867.40281,1229.835755,1273.124749,0,32.2
1/10/2018 15:00,36.17777857,38.86795999,1052.196152,4.524354315,12.00373306,12.00416545,454.5969097,457.6072103,0.676386945,28.37437421,18.31465016,41.66243708,82.9913814,21.56676911,217.2093565,237.5136821,137.9082045,2130.887794,85615.8391,49515.64353,54618.04837,88903.48432,1228.170276,1268.995187,0,32.2
1/10/2018 15:30,36.75739339,37.41700612,1052.222585,4.538808403,12.00385034,12.00363545,454.5905903,457.5995609,0.562791425,28.42450598,18.25521386,41.71222804,81.59700579,22.48837498,217.5414859,236.808686,138.456228,2093.19372,85455.0271,49427.81152,54360.54321,88968.73266,1231.372999,1281.65654,0,32.2
1/10/2018 16:00,37.0219535,36.47914318,1052.250674,4.54181745,12.00228458,12.002101,454.5905903,457.5665857,0.625521363,28.07280403,18.26251783,42.14457562,80.17904585,22.22345548,205.4447165,189.8772438,137.1921356,1781.374186,85401.2764,49413.1859,37685.82948,89093.40807,1228.114606,1281.105226,0,32.2
1/10/2018 16:30,37.32301451,35.59299943,1052.317642,4.509278335,12.002581,12.00114595,454.5842706,457.6054289,0.913925113,28.08421655,18.23754164,40.79688651,82.30270542,21.95255287,215.4837084,177.9393406,138.62672,1977.556036,85135.56619,49495.60527,29325.70621,89110.01564,1223.630142,1278.620366,0,32.2
1/10/2018 17:00,36.94564974,36.35395721,1052.402854,4.523019911,12.00341472,12.00339705,454.59375,457.582847,0.786363547,28.01535492,18.18989526,41.40619031,81.75679753,22.19759286,216.7489859,167.7410517,133.4090665,1521.97141,85353.57227,43961.14743,48741.80761,89225.13772,1222.715565,1274.805816,0,32.2
1/10/2018 17:30,36.65540951,37.20193698,1052.634819,4.522514888,12.00151193,12.00267257,454.59375,457.5498897,0.669801771,28.12490923,18.44452946,39.78198056,84.62657006,20.01550177,204.1881465,115.5933505,116.1314571,1527.136117,85525.36067,54989.40263,55630.7255,89301.42632,1227.08371,1273.262108,0,32.2
1/10/2018 18:00,36.53487985,36.41332934,1052.798663,4.520818324,12.00264837,12.00240355,454.5969097,457.6440445,0.527501304,28.13774025,18.34510513,38.95567331,80.56561784,15.98139387,211.7297386,160.5366801,102.427181,931.9380985,71425.18358,51018.5155,49538.87911,89379.84455,1230.144041,1280.374063,0,32.2
1/10/2018 18:30,36.3690987,34.06538636,1052.73423,4.516103674,12.00243058,12.00156209,454.59375,457.5799029,0.583351831,27.7334533,18.37762056,35.96311165,80.62963813,14.20215203,229.5897723,177.2770112,99.00020413,1358.313194,68191.48853,50970.62041,29218.97312,89307.206,1152.923796,1290.344932,0,32.2
1/10/2018 19:00,35.71079288,35.70708728,1053.10934,4.516489678,12.00209766,12.00174444,454.581117,457.5639168,1.412726764,28.43095792,18.39247963,35.31738882,85.30898415,14.11743944,261.512982,168.3276927,90.50638787,1953.340235,68468.92768,50956.46333,29366.45584,89304.36495,1261.679175,1284.792508,0,32.2
1/10/2018 19:30,35.32982327,37.41982858,1053.315249,4.530752631,12.00358967,12.00216067,454.5779456,457.5038712,5.381682632,28.18260582,18.36766983,35.17134551,82.70968323,15.14294474,197.335653,104.1832252,83.15454672,2238.262955,68253.1842,50806.17362,29382.32273,89117.95103,1251.466135,1275.932479,0,32.2
1/10/2018 20:00,35.3391006,36.47682313,1053.387302,4.507621292,12.00239106,12.00266118,454.5116054,457.4564584,8.854237511,28.64423554,18.28230493,36.64907364,73.68581071,15.14018977,209.6790454,126.440826,83.71755905,1978.074173,68393.8987,37160.36807,29429.59017,88819.39025,1244.994692,1283.606846,0,32.2
1/10/2018 20:30,35.27007205,34.69459699,1053.740874,4.505394818,12.00402788,12.00219714,454.4041762,457.4343405,9.29128028,28.80946517,18.18947395,37.86488498,70.02193585,12.74105996,229.3227696,145.3298224,98.77010395,1846.072197,68425.76287,42042.08238,29512.22092,80818.10234,1244.103558,1291.336351,0,32.2
1/10/2018 21:00,35.22034041,36.25652068,1053.860905,4.520343367,12.00216538,12.00263789,454.3202081,457.4438194,9.25600128,27.53622476,18.37699389,36.90393887,68.99286582,12.45032422,187.4307611,160.4910944,125.94155,2116.819268,68567.33232,34547.57702,29544.86235,83857.92583,1241.155626,1286.08432,0,32.2
1/10/2018 21:30,34.95332901,37.93819118,1053.864966,4.534593071,12.00220547,12.001119,454.2285766,457.4343458,9.599091799,28.53949514,18.73092924,38.46094626,68.26756174,13.96281601,187.8871773,135.8897655,131.8810011,2554.407657,68619.67152,34620.79066,29505.11162,74211.77389,1240.514471,1284.372633,0,32.2
1/10/2018 22:00,34.77077976,43.94124106,1053.869026,4.527505097,12.00260687,12.00253251,454.2285878,457.4280154,9.616312741,27.78441262,18.64601395,40.4882478,69.59943347,14.95696092,197.7366306,154.0696922,132.9565402,2781.803032,68659.23746,34569.66561,29459.09896,82764.61834,1235.622839,1283.941678,0,32.2
1/10/2018 22:30,34.62835125,45.87697637,1053.873086,4.520947178,12.00307408,12.0030864,454.2222515,457.4153876,8.923076008,28.00097598,18.42351376,41.73514156,76.88534611,20.45249074,232.9512722,167.0507213,121.9586256,1930.788482,68789.49951,34661.55619,29558.99429,73295.80502,1233.1901,1278.85634,0,32.2
1/10/2018 23:00,34.33334861,47.92579569,1053.837967,4.52906241,12.00336543,12.00212936,454.2001389,457.3964177,9.701081175,28.30434625,18.11165573,42.84138194,79.1051689,20.42171925,171.63291,155.5187194,107.7632998,3226.824242,68680.26811,34553.95864,29495.98451,79114.66131,1250.590091,1283.570331,0,32.2
1/10/2018 23:30,34.16327113,48.63412064,1053.70191,4.520934665,12.00298167,12.00296887,454.1906583,457.3995824,10.04537783,28.28499186,18.30301966,42.72506328,82.97105441,22.32349629,159.6227143,173.9889925,112.498073,2660.591141,68568.47872,26985.89561,29443.41562,77215.33847,1243.903312,1281.395334,0,32.2
2/10/2018 0:00,34.18587098,48.04309821,1053.701172,4.529940356,12.00314409,12.0026654,454.1811809,457.4185304,9.820479559,28.51124228,18.37291376,44.95691591,86.23831513,23.88778997,159.5665387,124.7041262,125.790063,1727.885919,68587.01649,34934.82987,29421.76846,74564.10734,1242.935156,1277.698255,0,32.2
2/10/2018 0:30,33.97161788,47.90683353,1053.661272,4.526294583,12.00328743,12.00300806,454.1969794,457.4248612,8.605136045,28.37221123,18.23206787,44.92848572,82.05380737,25.25395084,199.9029679,101.7909204,120.6755766,2222.357397,68566.93985,34675.19604,29378.34331,75931.981,1234.080655,1276.18958,0,32.2
2/10/2018 1:00,33.66714749,50.34577925,1053.72217,4.526582186,12.00090498,11.99937457,454.1938196,457.4122222,4.719485634,28.43292833,18.4371083,44.39361373,82.22964744,24.51907004,227.1972064,100.6290795,110.4298739,2587.600253,68698.7394,34645.5648,29296.42518,74470.70251,1239.504269,1283.593684,0,32.2
2/10/2018 1:30,33.51662699,50.41033872,1053.925059,4.516671378,12.00200874,12.00288442,454.1875,457.4375001,4.375009669,27.8876002,18.98814932,43.6340363,83.65858123,24.97267959,179.8465259,95.2263249,109.261689,1641.830419,68750.46745,34582.53211,29345.33687,71158.58188,1244.368753,1290.480202,0,32.2
2/10/2018 2:00,33.39272867,50.20210069,1054.02145,4.5321016,12.00311238,12.0020519,454.1969792,457.4059032,4.039418874,28.09956111,18.93030903,43.85169047,82.8030368,25.50759657,198.5376468,92.98899067,105.1360366,1957.334646,68655.37994,30487.59432,29286.77783,79268.03105,1240.754043,1295.209668,0,32.2
2/10/2018 2:30,33.34461112,47.78734536,1054.190527,4.514320952,12.00403495,12.00179406,454.1875,457.4153822,3.561396374,28.15881543,19.14767427,43.9365088,82.86935368,25.44562439,230.4714811,96.07031718,105.8847697,1955.3817,68662.93087,26952.61167,15916.33514,71024.23428,1237.50837,1290.467119,0,32.2
2/10/2018 3:00,33.3360289,46.41037391,1054.159311,4.520465833,12.00188058,12.00263469,454.206458,457.4361479,3.5146469,28.44524597,18.96580729,43.46063634,82.85715738,26.23361001,259.2968596,102.2544232,109.3818447,3091.244917,68692.62473,34686.54909,643.3772278,75806.6285,1237.828715,1297.687171,0,32.2
2/10/2018 3:30,33.20694262,45.22302613,1054.292018,4.517505169,12.00342599,12.00260105,454.2222565,457.4293729,5.870736679,28.71529228,18.85115517,43.2530787,83.54795412,24.76405636,228.1646897,112.5846172,104.9078165,3016.805484,68721.30132,23280.60325,29044.73068,72673.12275,1257.118428,1306.194242,0,32.2
2/10/2018 4:00,33.11769321,45.5101851,1054.418137,4.529414757,12.00278173,12.00293721,454.2222458,457.4375,9.180252345,28.5558839,18.82101687,43.88840194,80.53455637,25.22542749,135.7998913,143.5254415,66.04116839,2493.257273,68596.05883,17947.95909,29851.01532,77666.37061,1259.814923,1317.545743,0,32.2
2/10/2018 4:30,32.73655195,47.43203393,1054.549323,4.518590728,12.00051477,12.00298395,454.1874944,457.4343347,9.508643263,28.57327584,18.63352596,44.41472564,79.78165539,25.46902936,188.7662224,141.0669057,45.94771615,2491.979865,68530.95481,17956.45589,29878.51037,74393.2266,1251.075681,1300.327255,0,32.2
2/10/2018 5:00,32.65780733,46.53602768,1054.652685,4.534745397,12.00250704,12.00290058,454.1906597,457.4343405,9.52992876,28.54431396,18.6634302,44.08831545,80.57071071,24.40127088,207.4019565,147.6018979,61.62473806,2071.573548,68597.44609,26787.06099,29794.09914,71860.40039,1247.310775,1288.789453,0,32.2
2/10/2018 5:30,32.48602525,47.52993059,1054.815996,4.517571725,12.00197166,12.00139468,454.1843403,457.4438194,9.39998419,28.38083713,18.53403287,43.97056809,79.81768607,23.50525149,282.5325474,146.6356677,125.3115137,2092.946358,68622.79931,28714.23271,29704.85592,79915.9046,1249.369021,1291.40955,0,32.2
2/10/2018 6:00,32.3633741,48.34061285,1054.985421,4.512488081,12.00241654,12.00446771,454.2096181,457.4343403,9.458073566,28.2292094,18.4588665,43.48363694,80.04636503,24.92739616,261.8790917,139.2924758,133.487708,1934.216706,68688.31418,25033.64352,29680.07413,71045.61828,1255.401177,1304.685399,0,32.2
2/10/2018 6:30,32.30645126,48.29961366,1055.331024,4.506887257,12.00216694,12.00287121,454.1875,457.4248672,9.605484656,28.19210955,18.311306,43.25419131,80.36057926,25.28755767,207.0171338,163.3109122,120.7229663,1461.178806,68707.66142,34573.10705,29663.7154,79307.4815,1259.005277,1306.059182,0,32.2
2/10/2018 7:00,32.26703576,49.35230044,1055.606751,4.508212432,12.00266554,12.00243158,454.1875,457.4248555,9.458009742,28.65887023,18.27303743,44.02797322,79.11790944,24.42602952,204.5118315,146.7505199,118.0190307,1781.593998,68564.59705,34357.52635,29716.75273,72605.38604,1250.117402,1296.105737,0,32.2
2/10/2018 7:30,32.83789236,48.48154443,1055.829698,4.51070164,12.00151957,12.00182382,454.1906651,457.4343349,9.429291863,28.4841626,16.71528233,44.10903828,77.56676797,22.14338572,197.6644931,153.295287,93.34853039,1657.038986,68693.16535,21231.30664,29606.41285,71152.01378,1249.463648,1297.603286,0,32.2
2/10/2018 8:00,33.28608886,47.41933373,1056.071183,4.50024721,12.00148349,12.00333335,454.184335,457.4343459,4.899141193,27.29132938,15.7208684,43.60347445,76.76465291,22.15710331,299.2745239,113.051524,114.7565481,1751.691925,68699.82852,34582.63265,29570.49519,80922.77509,1255.160208,1310.225106,0,32.2
2/10/2018 8:30,33.91726658,44.06306781,1056.324788,4.463144415,12.40163295,12.39211941,457.3600045,460.5617921,3.960937012,27.981966,17.6573317,42.90579125,77.21384484,22.8023331,254.8145153,111.6711542,92.1675145,1926.769006,68795.8664,34287.40868,29555.49088,70070.9532,1251.566,1298.500198,0,32.2
2/10/2018 9:00,33.9033642,44.31874708,1056.467676,4.894447536,13.60213877,13.60127465,465.8298506,469.1912497,3.694731261,28.36714002,19.19766275,42.62051251,77.64854668,22.95095627,326.5244772,98.07351037,186.6149906,2815.032794,71558.37143,28463.93604,29524.38032,79366.94774,1248.466614,1291.297665,0,32.2
2/10/2018 9:30,34.42178886,43.59121874,1056.780761,4.88367603,13.6002733,13.60037776,465.2417551,468.5985164,3.29842669,28.71046244,20.01393196,43.2070587,75.28597737,23.56261283,233.301326,122.2607017,110.2924665,2980.011676,86397.92604,28394.31808,29542.95265,71107.14874,1249.143531,1291.86354,0,32.2
2/10/2018 10:00,34.97101564,41.99083001,1056.60783,4.899951021,13.60169401,13.60170655,465.2224059,468.596294,3.076704443,27.76132343,19.43420579,41.63962782,96.22295691,23.52405551,172.1017018,171.1391928,106.3699177,2480.901297,86141.47831,34427.88118,29479.85121,77790.01272,1254.251445,1284.500859,0,32.2
2/10/2018 10:30,33.85387631,43.9512626,1056.370618,4.907800668,13.60156441,13.60059434,465.140452,468.4473268,7.838312639,27.01143602,19.32303029,41.79699458,101.4021222,25.02823344,214.6305893,156.9144314,128.3419376,2578.080501,86105.51117,34346.39114,29462.08332,76854.74322,1239.829416,1268.728243,0,32.2
2/10/2018 11:00,33.87068658,41.85764946,1056.238004,4.900093428,13.60102633,13.59947192,465.1467708,468.4283685,7.408145055,27.19594861,19.67122017,43.38273438,98.89742427,25.0423119,211.5097745,153.1269785,125.2839745,3229.485191,85146.04045,34212.89916,29386.56808,88100.18251,470.8583197,516.35849,0,32.2
2/10/2018 11:30,34.34048053,37.59944082,1055.850147,4.882612469,13.60048117,13.59948999,465.1594096,468.4504861,7.322446832,26.61173744,19.57196932,42.76821298,81.72953853,21.95065373,235.4478789,175.0053205,129.7943056,2425.680748,84471.42957,34211.67133,29362.39506,84548.01337,849.0560996,559.6325453,0,32.2
2/10/2018 12:00,34.93755955,33.06721254,1055.604905,4.771883439,13.32307271,13.31544239,462.9007578,466.1317986,7.359481487,27.67429371,19.7506666,43.39218014,78.82438112,21.87266587,245.0377491,203.4738391,141.2127166,1640.57042,85321.88594,34116.56058,29359.44241,84227.49708,1215.957013,296.2010259,0,32.2
2/10/2018 12:30,35.52155587,32.35521279,1055.324142,4.654865638,13.00199594,13.00195072,460.767461,463.9153825,9.379847247,27.13650743,19.56729684,43.11308215,78.31900183,23.09131347,255.2244334,236.6772581,129.5057055,2246.482404,67030.93039,26203.86809,29363.53804,87009.95026,1254.924537,269.9803772,0,32.2
2/10/2018 13:00,35.9496842,30.00293991,1054.409468,4.653010628,13.00212305,13.00260665,460.9961845,464.0923265,8.56252136,28.03330271,19.73801769,44.16844148,83.55765632,24.95426245,249.5914333,220.1950309,114.8657949,2851.271689,62299.73284,30406.10995,29322.6473,76053.92953,1249.133379,269.9803772,0,32.2
2/10/2018 13:30,36.32841288,31.57771415,1054.058588,4.644066217,13.00292849,13.00189941,460.7980794,463.9487848,8.622892616,28.57232864,19.41575127,45.37258039,72.12845609,24.65999989,266.4902422,203.6290227,117.2695162,2161.775572,40739.50566,34217.95276,29304.1249,72214.0459,1234.683376,341.1327919,0,32.2
2/10/2018 14:00,36.88070644,28.67998305,1053.942673,4.640389991,13.00140185,13.00189801,460.7096179,463.9198958,9.156090431,27.8080611,19.31080629,45.14844509,68.06891177,23.59555416,256.1684725,201.1640999,116.6592305,2717.898214,61372.23006,34089.03982,29257.36963,80405.9984,1236.47418,943.3644281,0,32.2
2/10/2018 14:30,36.94396282,28.70592972,1053.623838,4.647346412,13.00260373,13.00264555,460.6875,463.888296,9.771299624,27.51290978,19.60257773,43.72008984,69.09867441,22.72135507,212.1363277,163.8356643,115.7781537,2527.343149,57801.23669,34102.45511,29210.89371,89308.47545,1217.742185,1260.984923,0,32.2
2/10/2018 15:00,36.67411192,28.59836701,1053.474571,4.655314328,13.00034371,13.00233135,460.6875,463.8540068,2.115795825,27.93130501,19.51057789,43.5766018,59.74634696,20.01966596,190.722892,170.591871,112.5674717,1687.411884,64260.75373,24744.95123,28903.72658,76455.36894,1232.195714,1267.362045,0,32.2
2/10/2018 15:30,36.45816846,28.55695973,1053.331984,4.666261381,13.0020396,13.00237057,460.6780207,463.8711464,1.661972614,27.41115413,19.32444756,40.33162695,55.19888861,15.45279828,195.5779853,170.8628979,116.8878251,1971.595166,83889.80274,31910.95063,885.1399737,71074.30999,1234.189489,1016.41708,0,32.2
2/10/2018 16:00,37.71275945,26.96999762,1052.703431,4.666829661,13.00286858,13.00281285,460.6811806,463.8995836,1.15725607,27.36970715,19.27744535,38.25197356,55.03958993,16.51639287,226.6510954,170.770442,105.4872335,2226.020796,86258.16873,33759.35239,9612.740816,71161.14863,1232.712035,1251.945778,0,32.2
2/10/2018 16:30,38.04769693,25.32772441,1052.651029,4.643633611,13.00273166,13.0017306,460.6938194,463.8995832,1.879952242,27.28850386,20.1470418,42.13935873,56.43071296,24.08288424,272.1075646,191.0203982,107.1175683,1930.436403,85965.29496,17790.50528,29913.47139,80752.72271,1228.291349,1308.244375,0,32.2
2/10/2018 17:00,37.93403517,24.334922,1052.634518,4.646935781,13.00441768,13.00270482,460.6906598,463.9185471,3.437146606,27.5814044,21.26971345,43.65761661,62.46811768,28.25713798,233.0120646,219.2960623,105.8960741,2603.564142,86081.75418,13490.55357,29880.78871,76628.003,1234.924652,1312.434934,0,32.2
2/10/2018 17:30,37.65737517,24.1417549,1052.661298,4.655636814,13.00073528,13.0034068,460.6906541,463.9406597,10.818589,28.64281857,21.49268822,45.87774487,68.89755428,30.0342859,207.0398215,226.2168931,96.82194043,2572.751923,85714.90213,16804.63568,29851.69055,88752.42332,1231.616682,1292.952004,0,32.2
2/10/2018 18:00,37.40567913,26.24623898,1052.931619,4.659019599,13.00211769,13.00246975,460.6938192,463.9248593,9.643345063,27.86553945,21.28446557,44.25262992,65.88733066,27.78113444,216.3803423,225.3031084,101.4776809,2615.802407,80887.41882,29314.49565,29794.93531,78534.21261,1228.812226,1279.763875,0,32.2
