ProductionDate,P1prod,P1num1,P1num2,P1num3,P1num4,P1num5,P2num1,P2prod,P3num1,P3num2,P3num3,P3prod,P4prod,P5prod,P6prod,P6Sec1num1,P6Sec2num2,P6Sec3num3,P6Sec4num4,P7num1,P7num2,P7num3,P7num4,temp,humidity,barometric
01/04/2019 11:30,4.368671875,12.50446801,12.50244141,452.2916667,458.0557065,11.81490635,41.42840984,12.28209335,45.86206136,70.93885986,25.34076886,249.9059194,182.2901769,151.5767229,2709.06994,67489.12381,22989.44185,25005.63434,81760.98743,0,1154.741839,1217.679002,33.42,21.85603523,32.38695053,1055.058835
01/04/2019 12:00,#VALUE!,12.50296326,12.5013088,452.359375,458.0222538,3.832885525,40.84521969,11.7135328,45.86959242,69.59031637,32.43703122,234.4087628,172.8173779,150.6244581,3627.307607,67412.85925,30016.93311,24949.60572,87700.83861,0,1159.915109,1231.917122,33.42,22.02161841,31.50598713,1054.898604
01/04/2019 12:30,#VALUE!,12.50238859,12.50324249,452.2916667,458.0380435,10.15291697,40.59533036,11.05609045,45.87712347,74.06806329,39.26974662,157.3973933,165.7934692,149.5319889,3546.224902,67469.39303,29946.23688,24954.18495,74127.65822,0,1207.677677,1221.22112,33.42,22.03768053,31.43899123,1054.708865
01/04/2019 13:00,#VALUE!,12.50309406,12.5022172,452.306713,458.0694444,9.601659563,43.52388008,10.9588099,45.88465453,79.2981532,36.11628559,236.1116832,168.1176121,149.7307048,2191.32386,67572.95301,26757.11978,25533.51509,70394.08828,0,1198.956774,1203.362388,33.42,22.25495122,30.62413533,1054.428139
01/04/2019 13:30,4.37170459,12.50207706,12.50271305,452.3347538,458.0660377,10.35169498,43.75845771,10.7250511,45.89218559,83.02074384,29.65783435,243.5335981,171.9057323,150.2205281,2479.709902,67458.85012,23732.88943,28917.10098,70568.65478,0,1205.525284,1212.148051,33.42,22.40440997,30.10914244,1053.817671
01/04/2019 14:00,4.332181641,12.50203147,12.50233043,452.3474265,458.1145833,10.42730835,43.05017474,10.748265,45.34104825,83.17394027,26.96795553,288.9638567,178.5350103,150.6492599,1605.379495,77934.66726,16422.97161,29067.18418,70573.93883,0,1087.906187,1210.166312,33.42,22.85336047,28.92280669,1053.356323
01/04/2019 14:30,4.366739258,12.50246847,12.50238448,452.3883929,458.1145833,25.00114216,29.04983933,10.78942568,45.82092614,83.60733293,26.99165169,262.4099231,216.1679894,135.3354247,2023.421777,82444.04002,16463.63803,29075.22203,74482.37835,0,820.2852281,1208.124048,33.42,23.42791553,25.77492056,1052.98498
01/04/2019 15:00,4.344581055,12.50209306,12.50244141,452.4270833,458.1145833,27.26754429,26.10240968,10.52984869,45.90044785,82.75386232,26.81347828,269.3713859,225.7120055,133.0431517,1964.391032,82391.75645,16463.02694,28992.42968,87836.02681,0,1181.664524,1209.690144,33.42,23.80957876,25.35523435,1052.684176
01/04/2019 15:30,4.36674707,12.50246769,12.50227063,452.5625,458.3854167,28.5514625,17.08763678,10.75309111,45.88227226,81.1869528,26.50497851,267.2509257,243.8505656,130.43988,1995.73262,82262.68358,16295.75952,28889.97482,87553.28365,0,1179.744677,1216.014901,33.42,24.19743645,24.4248246,1052.469645
01/04/2019 16:00,4.34630957,12.50244141,12.50255585,452.4270833,[-11057] Not Enough Values For Calculation,32.6118904,16.20576494,10.92887473,45.90044785,82.8813326,26.35786004,292.1165417,171.9955728,130.2946183,1814.853424,82196.30154,9036.386621,28967.56118,87341.89988,0,1137.416893,1207.545018,33.42,24.08933925,24.43220366,1052.303203
01/04/2019 16:30,#VALUE!,12.50204335,12.50340563,452.6979167,458.1145833,38.56517491,20.2656204,11.422918,45.90044785,82.14308178,26.51234363,354.8758681,169.6370793,129.44001,1977.21856,81904.97535,16774.85793,28788.94501,86785.11947,0,1161.169371,1216.22337,33.42,24.31593239,23.78051421,1052.125612
01/04/2019 17:00,#VALUE!,12.50137094,12.50255351,452.4270833,458.3854167,37.2192801,20.55964517,12.02658757,45.84453122,83.58333208,26.77561601,328.1458176,192.413665,128.8557974,2060.717111,82029.81097,16808.25873,28756.67714,70381.06436,0,1181.03142,694.4793695,33.42,24.32099597,24.66495021,1052.142762
01/04/2019 17:30,4.352795247,12.50347477,12.50278279,452.6979167,458.3854167,37.62817998,20.60707425,11.8291213,44.24636645,86.95413073,25.43686472,333.3084683,238.1857149,125.1799595,2160.38643,82058.80381,16846.00601,28633.21876,83653.1269,0,1240.202173,424.2236552,33.42,23.93210561,26.20750163,1052.552023
01/04/2019 18:00,4.320763672,12.50318671,12.50369619,452.6979167,458.3950893,37.15379494,20.59546011,12.11197533,42.66512596,87.46547687,25.03347246,296.5365951,242.9691617,121.0074132,2460.757984,81868.21036,16868.97812,28560.45516,87931.66536,7.332591674,1241.221869,301.5440065,33.42,23.48914992,23.15182214,1053.104007
01/04/2019 18:30,#VALUE!,12.50124488,12.50203015,452.4270833,458.4203629,35.25304384,20.58384597,12.0246468,42.57646221,88.52802001,25.14826016,250.1064744,236.96232,121.7194086,2336.18962,73531.42447,16893.69224,28359.44477,87741.14391,0,1235.090985,711.6412637,33.42,23.22855278,22.46820438,1053.841673
01/04/2019 19:00,4.376242615,12.50194948,12.50176532,452.3969907,458.33125,29.09428491,20.57223182,11.02519427,42.84882382,87.65406404,25.32864178,297.7650094,232.5575269,124.1646381,2629.116449,66733.48499,16922.2261,28225.03234,87740.99501,0,1222.06825,1054.092365,33.42,23.02610323,23.02935485,1054.26067
01/04/2019 19:30,#VALUE!,12.50197449,12.50210162,452.3980655,458.25,28.86753302,20.56061768,11.60623527,42.69805822,88.55508333,24.52704753,341.9081849,231.7450097,125.829403,2742.607858,66580.71856,16951.78482,28174.74683,87746.11747,0,1209.151242,1107.305676,33.42,22.82365369,24.04822074,1054.687077
01/04/2019 20:00,#VALUE!,12.50137477,12.50241234,452.3497024,[-11057] Not Enough Values For Calculation,33.58508521,20.88912177,12.33697829,42.90263572,91.68908937,25.49405837,326.8829058,224.332794,126.3707217,2783.140678,66800.84724,16903.97769,28058.25893,87567.14086,0,1200.179944,1174.618524,33.42,22.57723945,25.2090086,1054.882469
01/04/2019 20:30,4.341182129,12.50133195,12.50258298,452.3843202,458.25,28.23726211,20.95658075,12.35600541,45.17105969,84.93776314,28.72045448,320.1197635,227.6945192,127.000522,2670.136318,66933.22683,17003.32783,27914.72417,87329.04418,0,1189.614521,1211.026519,33.42,21.36997965,37.92190789,1055.38602
01/04/2019 21:00,#VALUE!,12.50266562,12.5018539,452.4947917,458.4366554,28.09229618,20.65558322,12.27898659,45.77457284,85.9518986,27.36716018,292.6455561,222.2041361,125.5770092,2977.347114,66871.60909,16980.44927,27780.26039,82337.01879,0,703.0030628,1211.250652,33.42,20.61290066,44.34183492,1055.776931
01/04/2019 21:30,4.344067871,12.50273616,12.50189482,[-11057] Not Enough Values For Calculation,458.49375,27.79390622,20.68028679,12.13456939,45.38545701,88.3166668,29.93756527,288.2283211,217.9933716,122.9809205,2816.690308,66723.15885,17060.46601,27569.68449,69989.32691,0,839.0836918,1216.108702,33.42,20.31241794,46.22486795,1056.008214
01/04/2019 22:00,#VALUE!,12.50268737,12.50226325,452.6076389,[-11057] Not Enough Values For Calculation,37.71159873,20.62030668,12.0188582,44.68201702,87.72960531,28.61817866,384.1749657,213.3394072,126.9014993,2507.683511,66648.28329,17044.51571,27503.93095,70279.99926,0,1124.772933,1211.384231,33.42,20.27988192,45.2875821,1055.995066
01/04/2019 22:30,#VALUE!,12.50311062,12.50283579,452.7366071,458.5208333,34.80306806,20.55990374,12.08470445,44.60619496,89.70946929,28.43925561,270.9381077,225.2638022,123.1927,2305.896513,66788.4456,17054.54328,27421.31863,82474.98942,419.579135,1116.601813,1211.15241,33.42,20.37975411,44.75328411,1056.43699
01/04/2019 23:00,#VALUE!,12.5044511,12.5043869,452.6979167,458.5326087,28.96584923,20.47399568,12.23647805,43.86069781,91.4257296,27.51864085,203.6817413,223.8812696,117.6167694,1669.923483,66992.27442,17098.81638,27264.50595,87246.37883,587.9588443,1133.223349,1209.290029,33.42,20.42363575,45.73925162,1056.656271
01/04/2019 23:30,4.326712402,12.50190342,12.50264168,452.4147727,458.4662298,28.83312499,20.37308118,12.12666375,42.8152959,90.02380372,26.08650051,282.03582,195.9812392,125.9133731,1819.945526,66867.57489,17158.60108,27176.0392,76500.4296,604.0322484,1156.264549,578.1861139,33.42,20.37375432,45.23436923,1056.806641
02/04/2019 00:00,4.355460938,12.50227905,12.50218257,452.3858696,458.4142287,28.62652295,20.27216668,12.1145612,41.88588298,86.51193862,24.35988164,307.8580425,184.246275,118.968356,3026.99901,67076.9258,17120.3139,27059.90142,69864.90428,639.9574521,1183.08176,386.0030013,33.42,20.37272345,45.08690996,1056.806641
02/04/2019 00:30,#VALUE!,12.50288086,12.50244141,452.3682065,458.4089674,28.62994467,20.20794416,12.01648869,41.8715283,85.10528456,24.02751593,263.9804186,212.6124318,110.8608901,3079.127926,66896.67196,17117.07492,27009.11609,69881.52183,621.5886798,1213.677162,362.9727251,33.42,20.09775688,46.37094007,1056.806641
02/04/2019 01:00,#VALUE!,12.50224422,12.50235513,452.3648649,458.4241071,28.73481676,20.21149261,9.852845176,43.41711951,84.78075293,25.53691957,266.6062952,214.8605233,100.5801697,2567.636575,66902.08219,17139.49861,12065.3592,70246.3569,635.923654,1210.217076,363.1092292,33.42,19.76608344,47.0329321,1056.831253
02/04/2019 01:30,#VALUE!,12.50368358,12.50284195,452.362013,458.3854167,29.10129936,20.21653224,11.42941766,44.75909865,85.22673026,27.17026772,304.4544356,209.8929808,94.17791565,2674.799173,66808.69743,17153.62555,1365.074762,81018.6786,717.210097,1210.984723,363.4400409,33.42,19.54364523,47.87255869,1056.735727
02/04/2019 02:00,#VALUE!,12.50283378,12.50218657,452.3825893,458.3854167,29.12786918,20.22157187,11.58772733,44.7595668,84.88185666,26.81676286,300.4291579,223.3685416,89.5438384,3169.170636,66799.39205,17101.22976,27980.98184,86311.55067,692.7440725,1216.701943,363.564635,33.42,19.30620762,48.47834363,1056.604028
02/04/2019 02:30,#VALUE!,12.50283782,12.50273833,452.3760246,458.4241071,28.94607012,20.24280878,11.79235158,44.27185727,83.42596386,26.12242448,269.1778169,181.1462779,91.51651986,3288.814767,66354.06009,17089.35108,27990.54655,76362.72857,783.7597928,1208.565158,364.1631251,33.42,18.73624573,50.14497077,1056.377704
02/04/2019 03:00,4.344254395,12.50244141,12.50362743,452.378418,458.3977273,29.05176777,20.02071418,11.83193804,44.74959398,83.45502719,27.11502542,259.0347685,205.3817528,93.60764738,4161.118671,66523.72276,17115.76084,27934.77454,68770.96453,731.6484923,1208.867523,684.3480447,33.42,18.04700542,51.81394053,1056.276104
02/04/2019 03:30,#VALUE!,12.50227743,12.50244141,452.377038,458.4266304,28.87360554,20.57683604,12.52017492,44.88889832,83.38111464,27.21031202,268.7292263,217.9077529,101.6203116,4171.05398,66482.03104,17081.06811,27949.81001,69037.17397,677.5140639,1205.669412,106.7252645,33.42,17.70485627,53.73870448,1056.271248
02/04/2019 04:00,4.356008789,12.50285546,12.50200774,452.3645833,458.4631148,28.82431838,20.64986134,12.01340584,44.56536484,83.97376813,26.87648236,310.0420012,228.2044439,102.5449841,2776.883753,66410.46689,17149.1238,27847.79946,69282.41128,735.9230118,1204.288186,0,33.42,17.5095442,53.31234607,1056.27632
02/04/2019 04:30,#VALUE!,12.50225292,12.50374086,452.4084052,458.4705357,28.71444691,20.62177479,12.17492236,44.21338755,85.25347928,26.28815411,316.2690414,235.6666036,106.6448612,3619.868622,66241.09993,17067.21188,27743.12436,74755.25024,734.9390505,1203.44104,0,33.42,17.6139826,52.96700588,1056.374649
02/04/2019 05:00,#VALUE!,12.50211016,12.50269756,452.4609375,458.4785156,28.85527202,20.59368825,12.71601687,43.91603119,86.29203123,26.31156921,286.8158099,231.6418028,122.7866348,3482.821141,66213.46226,17104.77346,27661.857,83655.85786,683.8897649,1203.934297,0,33.42,17.86346535,52.33777044,1056.522789
02/04/2019 05:30,#VALUE!,12.50128643,12.50223356,452.4077381,458.51,28.86424678,20.5656017,12.07305856,43.90168242,85.49505237,26.00547383,269.8503153,236.2558636,100.5847066,3200.863262,66195.52949,17109.29648,27535.31261,70135.69581,692.2369664,1201.491436,0,33.42,18.02325111,52.11162221,1056.656999
02/04/2019 06:00,#VALUE!,12.50227905,12.5022613,452.4224138,458.5085227,29.04688345,20.5363136,12.58373267,42.8742638,81.78152345,25.9222443,253.7813705,227.6610949,79.31171086,2691.392018,66459.16383,17122.1383,27591.4701,70373.84131,682.7367741,1194.939111,0,33.42,18.01281688,52.7149633,1056.802473
02/04/2019 06:30,#VALUE!,12.50266224,12.50297878,452.4270833,458.5208333,28.83594484,20.48548069,12.14679698,42.51655513,79.54648494,24.56873321,279.829817,216.4678655,79.0008018,2729.799579,66112.35855,17140.94751,26761.32165,70426.504,1039.505818,1196.309,0,33.42,17.90060294,53.22153886,1056.99123
02/04/2019 07:00,#VALUE!,12.50219297,12.50351187,452.4270833,458.5,28.97983567,20.42668059,12.13904714,43.2808446,81.2607365,25.00556389,291.3993763,209.9728599,78.78777061,2882.104307,66028.73083,17154.18005,232.6004262,70393.58327,1036.946593,1192.960066,0,33.42,17.93751805,52.83531621,1057.245665
02/04/2019 07:30,#VALUE!,12.50209808,12.50235328,452.4,[-11057] Not Enough Values For Calculation,28.88438947,20.58629931,12.5643506,44.09950646,83.60920392,26.07991674,286.1703031,210.5299706,78.95693476,2221.10863,65948.19192,25892.20837,2.796101,70564.0656,1106.024833,1190.604578,0,33.42,17.85219382,53.05207128,1057.41758
02/04/2019 08:00,#VALUE!,12.5016646,12.50318373,452.5625,458.5208333,28.84818951,23.25567363,10.92923133,43.96189284,84.3344598,26.04400402,256.8996759,213.934422,87.41038761,2450.627875,66045.30835,34761.25364,8.831439026,70641.76089,1221.97389,1189.717543,0,33.42,18.2649268,52.35213622,1057.519531
02/04/2019 08:30,4.354763672,12.50263961,12.50205953,452.4270833,458.5208333,28.85395123,24.59316638,11.0581538,43.09430498,83.12772779,25.131685,277.1927369,201.3857313,80.65363042,3028.139089,66332.52609,34648.76309,3.672418203,65458.14111,1156.415881,1184.991023,0,33.42,18.73531754,50.45957757,1057.421138
02/04/2019 09:00,4.356909277,12.50198364,12.50160298,452.5625,458.5208333,27.74185686,24.61191207,13.31203093,42.33183269,79.33524135,23.65659765,258.5604438,170.2788376,78.13250549,2942.116233,65707.62359,34361.18957,13.02993813,52252.2595,1175.813206,1181.627666,0,33.42,19.67160047,47.05861706,1057.47438
02/04/2019 09:30,4.341008301,12.50361254,12.5032711,452.6076389,458.453125,28.24534039,24.61798179,13.46859249,43.39271647,80.26851919,25.28279184,306.4861278,217.8763524,75.46971742,3715.413379,24807.47706,34227.05205,6.074648773,70977.05973,1238.423444,1182.232986,0,33.42,20.37058353,44.69667663,1057.500024
02/04/2019 10:00,#VALUE!,12.50246943,12.50288086,452.48125,458.5065789,28.79973098,24.62423853,13.47538645,43.82732863,82.69133902,25.66048947,274.0127191,223.7735672,75.84700903,3148.790573,21933.07899,34079.0944,4.750714653,71496.74608,1227.270207,1182.954501,0,33.42,21.1975038,38.91913442,1057.309467
02/04/2019 10:30,4.361904297,12.50211346,12.50227063,452.4270833,458.4764344,25.80371108,24.64671007,13.47288912,43.75032618,83.28785034,25.81879693,231.9144832,223.1524595,75.64809687,2957.663344,21954.07462,33933.21358,5.757825468,71100.44675,292.4576008,1182.971952,0,33.42,21.91006444,35.54108764,1057.064318
02/04/2019 11:00,#VALUE!,12.50196005,12.50348065,452.2916667,458.4494318,28.46727229,24.8710706,12.31313939,42.93296244,82.0132093,24.55601106,239.0562103,228.4222157,75.63486968,3015.404076,21925.78198,33723.72863,9.765923055,70469.66831,91.48322134,1185.952335,0,33.42,22.74794756,32.65652262,1056.71053
02/04/2019 11:30,#VALUE!,12.50144996,12.50289213,452.6302083,458.4395833,28.41430246,24.35042676,12.40468408,43.13759533,77.50283895,24.71406135,271.5793338,227.9124155,77.0139969,3476.080589,34647.16846,33563.0473,11.36305831,62508.85233,588.4540534,1183.712793,0,33.42,23.0075783,32.48518802,1056.354487
02/04/2019 12:00,#VALUE!,12.5023293,12.50247126,452.3424479,458.1392045,30.60694294,24.01981862,12.6005935,45.14483405,78.55370696,27.54794737,263.1013136,227.8370893,75.37670221,3284.918832,45281.99893,33501.15958,5.329137293,54234.33062,620.9582017,1188.317761,0,33.42,23.29230155,31.53027111,1055.942108
02/04/2019 12:30,4.351091309,12.5019714,12.50232134,452.15625,458.0642857,30.56233014,24.04883568,12.27756195,45.36532409,79.30643282,27.55492533,248.866773,226.3958936,77.29395949,2709.365616,60675.31458,33397.26383,7.764768676,53349.53768,1001.729321,1188.311739,0,33.42,23.74012999,30.33279206,1055.524208
02/04/2019 13:00,4.325956055,12.50437682,12.50407527,[-11057] Not Enough Values For Calculation,458.0372024,28.34865225,24.26711004,11.94873891,44.90616954,79.40159814,28.06897654,265.4617133,221.85504,78.17754121,3289.39675,75604.85496,33180.93724,4.169397599,67251.14597,1060.222217,1178.72895,0,33.42,24.56966515,26.77009246,1055.058012
02/04/2019 13:30,4.36273938,12.50338554,12.50198364,451.9606481,457.7760417,30.24542448,25.33331414,11.7039746,44.92734614,78.44174844,27.64554132,306.5431728,190.2917208,75.12183965,3465.702766,63486.28369,30983.78466,20991.46095,49163.00705,1204.905683,1176.578254,0,33.42,25.22095824,22.05829567,1054.683045
02/04/2019 14:00,#VALUE!,12.50197214,12.50356895,451.9389535,457.6116071,29.13871761,25.20748799,12.12180911,43.99871061,77.57990241,26.14526142,310.0617628,37.88871979,74.89272952,3385.544099,70793.12097,16365.27622,29273.84993,49706.19766,650.533325,1174.760751,0,33.42,25.24269052,20.64618952,1054.027651
02/04/2019 14:30,4.365983887,12.50222599,12.50190694,451.9317434,457.6261161,29.83112618,25.08010455,11.98877046,42.94074596,79.79337651,24.20609209,305.8072009,133.5294223,73.9267559,2871.061777,83470.87727,19028.42604,29189.22689,53522.79954,605.1922443,1174.661937,0,33.42,25.73406099,18.90937199,1053.380639
02/04/2019 15:00,4.350074219,12.50252769,12.50235467,451.8945975,457.6462674,29.90690246,24.8853544,12.40226767,43.28446207,79.14451085,24.64964495,367.548784,187.2382916,78.12238474,3479.087471,83607.05192,33269.05871,29174.46958,53848.22494,739.4676762,1174.800878,0,33.42,26.59185471,17.36971215,1053.053596
02/04/2019 15:30,#VALUE!,12.50252422,12.50315666,451.9445423,457.6623884,29.39098632,24.59224112,13.02449858,43.16253817,78.08913012,25.12907673,412.3939024,219.1061278,83.25520999,3575.010118,83227.52429,23430.20928,29103.45413,67388.09813,383.3766394,1162.601164,0,33.42,26.71129168,15.70234552,1052.770926
02/04/2019 16:00,#VALUE!,12.50269624,12.50326391,451.9697746,457.6631944,30.03458155,25.23828792,13.08897263,41.1954154,77.67184877,26.78167026,363.6006187,113.1143647,80.688366,3580.411362,82646.9597,25875.70882,29108.78496,71732.92856,745.6694555,1143.657861,0,33.42,27.14405123,15.28285229,1052.526682
02/04/2019 16:30,#VALUE!,12.50335219,12.50225728,452.0208333,457.6471774,29.38159348,25.19463387,13.18301738,40.82364348,78.88105379,26.07784447,381.3606448,213.8006653,82.2610152,3189.168979,82750.02258,27340.21392,29135.43159,71906.30638,1063.595704,1138.620673,0,33.42,27.06177139,19.58800999,1052.374363
02/04/2019 17:00,4.35601709,12.50224113,12.50258907,452.0208333,457.68125,28.50089625,24.61427902,13.03542764,39.33388545,83.94362545,22.93145043,355.839756,217.7660486,79.5333108,4081.861576,82637.69839,33627.27381,29120.66175,72168.01543,1113.73961,1131.604489,0,33.42,26.31105012,26.28867204,1052.399229
02/04/2019 17:30,4.364328125,12.50177219,12.50298785,[-11057] Not Enough Values For Calculation,457.7760417,28.89805531,25.12046557,11.70128897,40.23618728,84.60010891,23.06528438,325.1616293,221.8391692,80.22891916,3698.472096,82710.02319,33629.04458,28945.09866,83716.05938,1104.895823,1138.210758,0,33.42,26.4019932,29.79531712,1052.57263
