ConsumptionDate,ActualConsumption,P7Cons,P2Cons,P1Cons,P9Cons,P3Cons,P4Cons,P5Cons,P6Cons1,P6Sec3Cons2,P6Sec2Cons3,Gen1num1,Gen1num2,Gen2
1/10/2018 15:30,123.868,58.574,2.646,13.432,2.058,11.686,7.792,6.086,12.004,1.588,0,153.954,46.752,15.822
1/10/2018 16:00,124.564,60.346,2.646,13.418,2.012,11.974,7.524,6.138,11.08,1.094,0,154.106,46.266,15.804
1/10/2018 16:30,123.106,59.136,2.642,13.418,2.07,12.054,7.36,6.002,10.708,0.796,0,153.988,44.666,15.822
1/10/2018 17:00,125.508,61.32,2.642,13.44,2.074,11.932,7.436,5.972,11.094,1.372,0,154.088,44.384,15.83
1/10/2018 17:30,124.136,59.812,2.64,13.428,2.072,11.822,7.258,5.456,11.778,1.552,0,154.326,44.626,15.822
1/10/2018 18:00,122.656,59.994,2.664,13.448,2.06,11.794,7.328,5.412,10.234,1.346,0,154.422,44.436,15.834
1/10/2018 18:30,122.666,59.984,2.732,13.47,2.144,11.814,7.188,5.416,10.05,0.802,0,155.476,44.772,15.836
1/10/2018 19:00,126.926,62.412,2.73,13.48,2.372,11.752,6.976,4.554,13.056,0.794,0,155.294,44.506,15.868
1/10/2018 19:30,123.524,59.076,2.73,13.5,2.6,11.658,7.092,4.6,12.504,0.792,0,155.404,44.522,15.876
1/10/2018 20:00,121.992,57.804,2.722,13.468,2.806,11.798,7.216,4.54,12.014,0.792,0,155.596,44.418,15.838
1/10/2018 20:30,124.924,60.71,2.72,13.428,2.872,11.87,7.074,5.42,11.158,0.792,0,156.386,44.478,15.85
1/10/2018 21:00,126.794,61.806,2.722,13.496,2.876,11.734,7.192,5.784,11.464,0.79,0,156.188,43.018,15.912
1/10/2018 21:30,131.422,63.012,2.718,13.588,2.868,11.694,7.49,6.032,14.42,0.792,0,155.696,42.262,16.266
1/10/2018 22:00,128.614,59.962,2.722,13.602,2.846,11.642,8.07,5.492,14.546,0.792,0,154.688,42.162,16.272
1/10/2018 22:30,124.77,56.544,2.73,13.606,2.864,11.738,8.226,5.164,14.354,0.794,0,154.448,42.484,16.274
1/10/2018 23:00,128.818,60.336,2.722,13.598,2.836,11.818,8.25,5.226,14.348,0.794,0,154.242,42.19,16.272
1/10/2018 23:30,126.954,60.154,2.728,13.644,2.84,11.846,7.916,5.944,12.264,0.798,0,154.196,42.478,16.272
2/10/2018 0:00,130.13,61.728,2.726,13.602,2.77,11.834,7.826,6.102,13.9,0.796,0,154.238,44.15,16.294
2/10/2018 0:30,131.97,63.542,2.724,13.61,2.772,11.882,8.132,5.276,14.51,0.798,0,154.584,44.404,16.31
2/10/2018 1:00,129.496,64.01,2.714,13.592,2.792,12.022,7.722,5.16,12.272,0.802,0,154.384,44.516,16.384
2/10/2018 1:30,126.346,62.2,2.72,13.608,2.638,12.15,7.578,4.842,11.394,0.802,0,154.272,44.63,16.368
2/10/2018 2:00,124.11,61.26,2.722,13.58,2.538,12.322,7.496,4.824,10.1,0.806,0,154.622,44.706,16.354
2/10/2018 2:30,122.838,58.22,2.72,13.608,2.718,12.246,7.308,4.868,11.872,0.266,0,155.234,44.676,16.368
2/10/2018 3:00,125.06,59.766,2.728,13.602,2.82,12.196,6.994,4.878,12.804,0.002,0,155.706,44.716,16.368
2/10/2018 3:30,125.45,60.914,2.726,13.494,2.824,11.998,6.856,4.526,12.808,0.78,0,155.854,44.624,16.376
2/10/2018 4:00,126.21,62.346,2.722,13.458,2.772,11.914,7.524,3.79,12.38,0.774,0,156.088,44.522,16.32
2/10/2018 4:30,126.284,62.408,2.722,13.434,2.804,12.016,7.71,3.728,12.396,0.778,0,155.914,44.392,16.322
2/10/2018 5:00,129.76,64.074,2.714,13.594,2.784,11.958,7.65,4.84,12.918,0.778,0,156.246,44.484,16.306
2/10/2018 5:30,129.748,63.766,2.714,13.588,2.788,11.974,7.45,5.97,12.378,0.78,0,156.31,44.466,16.312
2/10/2018 6:00,128.77,63.208,2.73,13.49,2.798,11.952,7.32,5.844,11.79,0.782,0,156.09,44.556,16.3
2/10/2018 6:30,125.488,60.134,2.666,13.382,2.752,11.998,7.33,5.614,12.056,0.782,0,156.116,44.648,16.288
2/10/2018 7:00,121.06,56.716,2.772,13.48,2.824,12.136,7.15,5.126,10.622,0.784,0,156.01,44.496,15.822
2/10/2018 7:30,123.982,62.164,2.792,13.578,2.924,12.114,7.064,4.894,8.338,0.786,0,155.986,44.462,14.906
2/10/2018 8:00,128.888,62.682,2.926,13.538,2.792,12.18,7.132,5.822,11.422,0.786,0,155.67,44.558,14.85
2/10/2018 8:30,126.272,59.27,2.948,14.028,2.68,12.106,7.224,5.326,12.362,0.79,0,156.232,44.79,15.152
2/10/2018 9:00,125.64,57.306,2.928,15.368,2.76,12.138,7.438,5.486,11.856,0.792,0,156.108,44.926,15.228
2/10/2018 9:30,122.258,54.456,2.946,15.398,2.78,12.188,7.41,4.99,11.926,0.792,0,155.858,44.848,14.956
2/10/2018 10:00,121.342,52.906,2.962,15.392,2.888,11.968,7.382,5.36,12.186,0.796,0,155.452,46.28,15.394
2/10/2018 10:30,123.77,53.8,2.948,15.44,2.862,11.914,7.618,5.852,12.668,0.798,0,155.446,50.526,16.76
2/10/2018 11:00,126.808,55.742,2.92,15.498,2.736,11.978,8.15,5.522,14.09,0.8,0,155.818,50.784,16.756
2/10/2018 11:30,130.652,59.106,2.918,15.524,2.756,12.056,8.352,5.996,13.546,0.802,0,156.208,49.132,16.734
2/10/2018 12:00,131.176,60.514,2.93,15.324,2.714,12.042,8.576,5.766,12.618,0.806,0,156.912,50.146,16.744
2/10/2018 12:30,130.848,61.098,2.932,14.956,2.664,12.088,8.56,5.192,12.708,0.808,0,156.524,51.912,16.574
2/10/2018 13:00,127.216,59.422,2.936,15.04,2.718,12.142,8.086,4.804,11.568,0.808,0,154.354,56.118,16.374
2/10/2018 13:30,129.558,61.818,2.938,14.968,2.778,12.116,7.95,4.818,11.67,0.808,0,156.13,56.454,16.332
2/10/2018 14:00,127.516,59.802,2.898,14.842,2.796,12.05,7.952,4.72,11.896,0.812,0,156.282,56.03,16.322
2/10/2018 14:30,122.066,54.45,2.904,14.8,2.736,12.244,7.962,4.744,11.756,0.812,0,155.938,50.324,16.312
2/10/2018 15:00,117.69,52.46,2.878,14.836,2.398,11.886,8.158,4.848,9.978,0.812,0,155.764,52.466,16.302
2/10/2018 15:30,125.486,59.028,2.854,14.84,2.368,12.182,8.494,4.762,10.122,0,0,156.054,52.804,16.3
2/10/2018 16:00,126.402,59.994,2.836,14.798,2.262,12.012,8.328,4.806,10.96,0.268,0,155.67,54.128,15.67
2/10/2018 16:30,124.392,57.914,2.832,14.758,2.2,12.126,8.55,4.828,10.736,0.772,0,155.902,55.294,15.408
2/10/2018 17:00,127.266,60.504,2.842,14.748,2.386,11.924,8.744,4.824,11.218,0.774,0,156.354,53.83,15.358
2/10/2018 17:30,131.444,62.982,2.826,14.732,2.644,11.766,8.9,4.488,13.28,0.776,0,156.404,47.032,15.318
2/10/2018 18:00,129.892,62.25,2.858,14.748,2.69,11.986,8.618,4.974,11.81,0.778,0,156.042,43.232,15.198
2/10/2018 18:30,130.562,63.016,2.91,14.768,2.596,11.938,8.8,4.46,12.116,0.78,0,155.814,42.668,15.222
2/10/2018 19:00,126.514,58.646,2.874,14.82,2.642,11.882,8.922,4.444,12.302,0.78,0,155.908,44.034,15.858
2/10/2018 19:30,125.8,56.612,2.87,14.822,2.634,12.134,8.656,5.484,13.076,0.78,0,156.172,44.74,16.244
2/10/2018 20:00,129.356,58.508,2.866,14.806,2.896,12.168,8.75,6.626,12.778,0.782,0,156.346,44.798,16.26
2/10/2018 20:30,135.838,64.364,2.858,14.768,2.902,12.048,8.642,7.012,13.452,0.782,0,156.644,44.816,16.264
2/10/2018 21:00,134.046,63.254,2.836,14.762,2.956,11.932,8.412,6.74,13.644,0.782,0,156.61,43.946,16.276
2/10/2018 21:30,133.812,64.278,2.776,14.808,2.942,11.934,7.924,6.116,13.414,0.782,0,155.756,42.686,16.286
2/10/2018 22:00,132.492,62.918,2.786,14.754,2.91,12.044,8.306,4.826,14.17,0.784,0,155.864,42.496,16.304
2/10/2018 22:30,128.698,60.564,2.784,14.806,2.86,12.166,8.628,3.342,13.644,0.786,0,155.86,42.296,16.448
2/10/2018 23:00,131.31,62.784,2.784,14.804,2.912,12.04,9.08,3.434,13.76,0.79,0,155.86,43.316,16.738
2/10/2018 23:30,131.782,65.17,2.784,14.762,2.91,12.014,9.006,3.318,12.184,0.792,0,156.05,42.978,16.72
3/10/2018 0:00,127.246,60.34,2.78,14.66,2.896,12.11,8.966,3.378,12.702,0.794,0,156.096,42.274,16.764
3/10/2018 0:30,132.318,64.114,2.776,14.662,2.832,11.886,8.974,3.336,14.24,0.796,0,156.018,42.378,16.508
3/10/2018 1:00,131.346,63.05,2.774,14.64,2.916,11.954,8.862,3.326,14.298,0.8,0,156.128,42.46,16.346
3/10/2018 1:30,133.098,65.11,2.768,14.612,2.908,12.046,8.798,3.318,14.048,0.802,0,156.042,42.626,16.352
3/10/2018 2:00,131.234,64.122,2.768,14.626,2.866,11.994,8.868,3.316,13.174,0.808,0,156.294,42.528,16.404
3/10/2018 2:30,130.192,62.872,2.758,14.612,2.878,11.916,9.006,3.326,13.5,0.812,0,156.334,42.506,16.386
3/10/2018 3:00,129.642,61.958,2.766,14.652,2.9,11.952,8.838,3.32,13.64,0.816,0,156.152,42.454,16.378
3/10/2018 3:30,132.272,64.142,2.758,14.626,2.92,11.964,8.768,3.314,14.144,0.818,0,156.41,42.514,16.38
3/10/2018 4:00,129.174,62.844,2.762,14.626,2.904,11.982,8.712,3.328,12.472,0.546,0,156.388,42.486,16.032
3/10/2018 4:30,129.732,62.372,2.76,14.59,2.838,11.93,9.028,3.326,13.346,0,0,156.888,42.478,15.396
3/10/2018 5:00,130.094,63.14,2.762,14.61,2.91,11.882,9.318,3.308,12.676,0.526,0,157.316,42.392,15.35
3/10/2018 5:30,131.16,65.354,2.758,14.588,2.914,11.89,8.992,3.292,11.83,0.772,0,157.308,42.282,15.802
3/10/2018 6:00,129.806,64.512,2.74,14.56,2.85,11.9,8.92,3.306,11.492,0.776,0,157.356,42.232,16.362
3/10/2018 6:30,130.258,63.338,2.662,14.554,2.822,11.976,8.948,3.27,12.968,0.778,0,157.696,42.534,16.086
3/10/2018 7:00,125.626,60.128,2.618,14.598,2.892,11.78,8.992,3.246,11.854,0.78,0,157.756,42.75,15.84
3/10/2018 7:30,128.092,64.908,2.54,14.64,2.878,11.554,8.632,3.278,10.254,0.78,0,157.308,47.124,15.82
3/10/2018 8:00,127.768,61.418,2.618,14.704,2.996,11.234,8.778,3.436,12.574,0.782,0,156.902,54.422,15.786
3/10/2018 8:30,127.442,62.736,2.592,14.846,3.034,11.21,7.98,3.454,11.548,0.784,0,156.658,55.944,16.298
3/10/2018 9:00,128.488,62.378,2.534,14.882,3.14,11.162,8.05,3.428,12.476,0.786,0,156.142,56.38,16.332
3/10/2018 9:30,88.646,20.784,2.554,14.886,3.048,11.168,8.432,3.392,13.756,0.788,0,155.562,55.974,16.328
3/10/2018 10:00,101.066,33.452,2.56,14.876,3.056,11.066,8.414,3.334,13.882,0.792,0,155.896,56.084,16.296
3/10/2018 10:30,112.894,47.152,2.56,14.876,3.086,11.068,8.676,3.342,11.814,0.792,0,155.67,56.242,16.28
3/10/2018 11:00,124.272,57.64,2.66,14.85,3.07,10.976,8.68,3.37,12.428,0.796,0,155.844,56.486,16.27
3/10/2018 11:30,133.434,66.462,2.648,14.756,2.95,11.164,8.468,3.454,12.756,0.796,0,155.7,56.21,16.234
3/10/2018 12:00,132.242,65.424,2.568,14.722,2.968,11.114,8.46,3.436,12.748,0.798,0,155.802,56.536,16.224
3/10/2018 12:30,131.65,65.686,2.58,14.71,3.006,11.118,8.228,3.414,12.274,0.798,0,156.032,56.906,16.204
3/10/2018 13:00,127.368,62.032,2.612,14.72,3.026,11.512,8.39,3.33,11.032,0.8,0,155.546,56.152,16.228
3/10/2018 13:30,129.512,62.044,2.748,14.734,3.024,11.584,8.71,3.436,12.678,0.802,0,155.534,56.086,16.03
3/10/2018 14:00,128.73,62.376,2.842,14.532,3.002,11.766,8.57,3.494,11.404,0.802,0,155.234,56.016,15.812
3/10/2018 14:30,127.894,58.882,2.838,14.516,3.01,11.9,8.79,3.448,13.892,0.802,0,154.766,56.262,15.79
3/10/2018 15:00,123.548,55.556,2.754,14.54,3.078,11.632,8.858,3.458,13.232,0.802,0,154.932,56.256,15.678
3/10/2018 15:30,123.31,57.904,2.766,14.496,3.18,11.904,8.832,3.432,10.328,0.804,0,154.93,56.262,15.324
3/10/2018 16:00,122.172,57.12,2.756,14.512,3.11,12.134,8.61,3.696,9.844,0.806,0,154.772,56.244,15.252
3/10/2018 16:30,122.358,57.434,2.76,14.594,3.032,12.076,8.714,4.202,9.41,0.81,0,154.832,56.234,15.282
3/10/2018 17:00,123.17,56.436,2.744,14.656,2.838,11.876,8.524,6.118,9.48,0.268,0,154.966,56.17,15.306
3/10/2018 17:30,126.51,58.138,2.73,14.668,2.822,11.944,8,6.982,11.144,0.002,0,155.116,56.25,15.334
3/10/2018 18:00,126.662,57.236,2.814,14.894,2.81,12.07,8.314,7.054,11.17,0.778,0,155.168,55.446,15.338
3/10/2018 18:30,125.214,56.552,2.816,14.874,2.752,12.012,8.238,7.264,10.508,0.39,0,155.834,56.724,15.374
3/10/2018 19:00,125.826,56.776,2.798,14.728,2.776,12.18,8.542,7.526,10.086,0,0,156.156,56.258,15.388
3/10/2018 19:30,128.064,59.52,2.792,14.744,2.758,12.198,8.404,7.448,9.838,0,0,156.664,56.31,15.378
3/10/2018 20:00,128.268,59.168,2.798,14.694,2.758,12.382,8.292,7.762,10.226,0,0,156.012,46.048,15.332
3/10/2018 20:30,131.776,62.616,2.794,14.672,2.91,12.308,8.308,7.568,10.308,0,0,156.084,42.216,15.33
3/10/2018 21:00,130.936,62.356,2.784,14.696,2.956,12.508,8.074,7.72,9.962,0,0,156.096,42.778,15.33
3/10/2018 21:30,130.136,62.682,2.794,14.686,2.946,12.476,8.078,7.494,9.128,0,0,156.046,44.566,16.138
3/10/2018 22:00,131.42,64.864,2.788,14.7,2.92,12.324,7.866,7.364,8.79,0,0,155.802,44.63,16.252
3/10/2018 22:30,132.458,65.692,2.79,14.848,2.928,12.216,8.172,7.44,8.512,0,0,155.984,43.536,16.266
3/10/2018 23:00,124.612,57.804,2.79,14.89,2.958,11.932,8.256,7.456,8.848,0,0,155.948,42.216,16.286
3/10/2018 23:30,129.414,63.304,2.784,14.87,2.99,12.128,8.06,7.518,8.354,0,0,155.842,42.186,16.31
4/10/2018 0:00,128.972,63.44,2.782,14.694,2.954,11.918,8.114,7.182,8.728,0,0,156.19,42.148,16.322
4/10/2018 0:30,128.838,62.504,2.78,14.646,2.922,11.962,8.088,7.076,9.498,0,0,156.292,42.186,16.334
4/10/2018 1:00,130.812,62.522,2.776,14.64,2.926,11.952,8.006,7.378,11.096,0,0,156.39,42.18,16.334
4/10/2018 1:30,131.19,62.716,2.768,14.636,2.938,11.926,7.848,7.796,11.024,0,0,155.714,42.28,16.304
4/10/2018 2:00,132.58,64.236,2.774,14.65,2.974,11.838,8.02,7.488,11.102,0,0,155.606,42.876,16.228
4/10/2018 2:30,133.808,65.07,2.78,14.66,2.942,11.812,8.242,7.768,10.75,0,0,155.73,42.934,16.306
4/10/2018 3:00,131.518,64.092,2.774,14.64,2.928,11.89,8.516,7.852,9.254,0,0,155.846,42.922,16.322
4/10/2018 3:30,129.36,61.518,2.772,14.672,2.914,11.854,8.458,8.082,9.672,0,0,155.748,42.918,16.326
4/10/2018 4:00,130.19,62.498,2.75,14.646,2.936,11.832,8.502,8.008,9.442,0,0,155.758,42.96,16.312
4/10/2018 4:30,126.516,62.438,2.752,14.654,2.916,11.61,8.202,7.792,6.664,0,0,156.13,42.976,16.286
4/10/2018 5:00,128.612,64.158,2.764,14.632,2.896,11.478,8.334,7.734,7.442,0,0,156.056,42.972,16.296
4/10/2018 5:30,129.366,64.698,2.77,14.518,2.892,11.486,8.156,7.742,7.636,0,0,156.022,42.978,16.304
4/10/2018 6:00,128.928,64.276,2.786,14.476,2.914,11.552,7.886,7.976,7.682,0,0,156.184,43.01,16.322
4/10/2018 6:30,127.334,62.802,2.674,14.53,2.708,11.598,7.792,7.768,7.658,0,0,156.016,42.996,16.788
4/10/2018 7:00,119.382,54.762,2.798,14.63,2.554,11.642,7.892,7.218,7.806,0,0,155.874,43.012,17.318
4/10/2018 7:30,126.804,60.852,2.844,14.608,2.62,11.664,7.716,7.004,9.072,0,0,155.962,49.748,16.838
4/10/2018 8:00,130.296,63.342,2.874,14.73,2.652,11.476,7.844,7.306,9.734,0,0,155.74,57.3,16.32
4/10/2018 8:30,128.034,61.228,2.88,14.604,2.738,11.408,8.096,6.836,9.49,0,0,155.604,57.412,16.274
4/10/2018 9:00,130.42,62.202,2.928,14.672,2.76,11.382,8.246,6.68,11.298,0.168,0,155.668,57.436,16.25
4/10/2018 9:30,131.328,61.53,2.97,14.678,2.76,11.466,8.37,7.328,11.756,0.766,0,155.838,57.384,16.268
4/10/2018 10:00,128.434,60.2,2.874,14.632,2.696,11.442,7.946,7.132,10.738,0.774,0,155.642,57.336,16.224
4/10/2018 10:30,126.874,58.898,2.818,14.656,2.778,11.588,7.838,7.284,10.44,0.776,0,155.55,57.282,16.244
4/10/2018 11:00,128.67,57.806,2.786,14.77,2.732,11.894,7.932,7.436,12.62,0.778,0,155.344,57.256,16.25
4/10/2018 11:30,127.158,56.816,2.886,14.85,2.73,11.722,8.022,7.14,11.826,0.78,0,155.194,57.19,16.242
4/10/2018 12:00,132.546,61.544,2.914,14.822,2.74,11.214,8.032,7.486,12.562,0.782,0,155.136,57.238,16.252
4/10/2018 12:30,135.292,64.414,2.92,14.818,2.738,11.266,8.204,6.538,13.084,0.782,0,155.204,57.194,16.278
4/10/2018 13:00,131.226,59.53,2.91,14.822,2.746,10.924,8.546,7.292,13.614,0.784,0,154.812,57.162,16.34
4/10/2018 13:30,134.018,60.958,2.926,14.762,2.718,11.164,9.096,7.75,13.802,1.342,0,154.928,57.176,16.338
4/10/2018 14:00,133.632,61.146,2.922,14.76,2.742,11.258,8.89,7.642,13.238,1.542,0,154.888,57.182,16.292
4/10/2018 14:30,130.398,58.428,2.88,14.876,2.72,11.24,8.638,7.922,13.044,1.55,0,154.456,57.108,16.028
4/10/2018 15:00,130.668,61.156,2.804,14.906,2.686,11.154,8.504,7.738,10.808,1.552,0,154.128,57.076,15.652
4/10/2018 15:30,131.346,62.474,2.796,14.868,2.774,11.196,7.798,7.756,10.924,1.558,0,154.476,56.824,15.724
4/10/2018 16:00,131.594,61.33,2.788,14.852,2.94,11.308,7.746,7.89,12.062,1.562,0,155.012,56.606,15.776
4/10/2018 16:30,129.654,57.704,2.676,14.86,2.968,11.382,8.14,7.716,13.666,1.564,0,155.142,56.596,15.774
4/10/2018 17:00,132.21,58.64,2.638,14.854,2.844,11.482,8.264,7.742,15.03,1.566,0,155.422,56.624,15.794
4/10/2018 17:30,130.848,57.166,2.64,14.68,2.92,11.538,8.23,7.692,15.374,1.564,0,155.312,56.64,15.82
4/10/2018 18:00,133.28,59.742,2.702,14.714,2.878,11.624,8.34,7.734,14.894,1.568,0,155.198,56.656,15.834
4/10/2018 18:30,132.062,58.788,2.712,14.746,2.946,11.726,8.532,7.72,14.124,0.89,0,155.138,56.694,15.852
4/10/2018 19:00,132.466,59.224,2.716,14.71,2.864,11.62,9.2,7.966,13.508,0,0,155.334,56.688,15.842
4/10/2018 19:30,128.924,56.878,2.706,14.7,2.92,11.652,9.598,8.01,12.104,0,0,156.042,51.656,15.816
4/10/2018 20:00,128.56,57.138,2.688,14.73,2.91,11.876,9.046,7.862,11.972,0,0,156.588,43.664,15.83
4/10/2018 20:30,132.8,60.358,2.664,14.88,2.89,11.898,9.502,7.854,12.488,0,0,156.936,42.11,15.83
4/10/2018 21:00,133.12,61.522,2.588,14.866,2.97,12.022,9.532,7.898,11.732,0,0,157.25,42.178,15.834
4/10/2018 21:30,134.706,65.084,2.642,14.864,2.888,11.98,9.324,7.884,9.988,0,0,157.39,42.204,15.814
4/10/2018 22:00,135.414,66.218,2.646,14.86,2.952,11.916,9.04,7.94,9.952,0,0,157.61,42.224,15.842
4/10/2018 22:30,132.418,64.356,2.646,14.89,2.844,11.88,8.666,7.876,9.206,0,0,157.992,42.264,15.648
4/10/2018 23:00,127.746,59.986,2.646,14.854,2.972,11.936,8.422,8.062,9.062,0,0,158.368,42.294,15.632
4/10/2018 23:30,128.712,61.344,2.642,14.82,2.83,12.078,8.396,8.024,8.962,0,0,158.496,42.284,16.014
5/10/2018 0:00,133,65.55,2.62,14.808,2.902,12.154,8.68,7.994,8.522,0,0,158.626,42.276,16.296
5/10/2018 0:30,134.28,65.758,2.62,14.844,3.016,12.288,8.534,8.16,9.15,0,0,158.706,42.306,16.292
5/10/2018 1:00,132.742,65.386,2.608,14.84,2.994,12.362,8.418,7.99,8.532,0,0,158.954,42.314,16.3
5/10/2018 1:30,133.968,66.096,2.62,14.662,2.964,12.248,8.552,7.582,9.976,0,0,159.192,42.332,16.328
5/10/2018 2:00,132.036,62.876,2.63,14.666,3.032,12.14,8.768,7.5,10.718,0,0,159.148,42.342,16.316
5/10/2018 2:30,133.806,63.972,2.638,14.638,3.02,12.054,8.986,7.656,11.158,0,0,159.4,42.376,16.308
5/10/2018 3:00,134.286,64.91,2.606,14.64,3.012,12.016,8.708,7.732,11.202,0,0,159.206,42.358,16.334
5/10/2018 3:30,133.404,63.958,2.606,14.602,3.022,11.956,8.768,7.692,11.254,0,0,159.502,42.364,16.382
5/10/2018 4:00,135.918,66.498,2.6,14.64,3.02,11.884,8.754,7.74,11.17,0,0,159.484,42.39,16.38
5/10/2018 4:30,135.184,66.092,2.616,14.826,2.992,11.64,8.788,7.774,11.082,0,0,159.66,42.398,16.378
5/10/2018 5:00,134.98,65.51,2.634,14.794,3.026,11.62,8.754,7.756,11.266,0,0,159.92,42.418,16.32
5/10/2018 5:30,133.416,64.264,2.61,14.818,2.994,11.848,8.826,7.758,10.47,0,0,159.984,42.432,15.836
5/10/2018 6:00,134.892,65.22,2.6,14.798,2.984,11.874,8.942,7.526,11.286,0,0,160.272,42.424,16.424
5/10/2018 6:30,132.488,62.578,2.518,14.842,2.9,11.834,9.006,7.804,11.104,0,0,160.216,42.452,17.326
5/10/2018 7:00,125.996,56.25,2.532,14.806,2.892,11.632,9.206,7.588,11.196,0,0,160.294,42.486,17.296
5/10/2018 7:30,131.642,62.926,2.554,14.754,2.912,11.584,9.064,6.932,11.134,0,0,160.084,42.496,16.556
5/10/2018 8:00,130.82,62.98,2.56,14.778,2.974,11.744,8.97,6.956,9.916,0,0,160.086,42.486,16.256
5/10/2018 8:30,131.536,61.694,2.572,14.786,2.988,11.458,8.998,7.842,10.868,0,0,159.934,42.488,16.206
5/10/2018 9:00,131.722,64.808,2.554,14.682,2.972,11.3,9.086,5.234,10.91,0,0,159.48,42.472,16.41
5/10/2018 9:30,127.208,64.882,2.568,14.6,2.974,11.18,9.016,1.636,10.798,0,0,159.396,42.496,16.41
5/10/2018 10:00,124.544,64.998,2.616,14.486,2.942,9.946,8.272,1.254,10.274,0,0,159.234,42.522,16.37
5/10/2018 10:30,118.656,61.638,2.664,14.518,2.958,9.664,7.932,1.024,8.89,0,0,158.966,42.488,16.362
