ConsumptionDate,ActualConsumption
04/04/2019 22:30,140.266
04/04/2019 23:00,143.254
04/04/2019 23:30,143.536
05/04/2019 00:00,144.108
05/04/2019 00:30,143.764
05/04/2019 01:00,143.604
05/04/2019 01:30,144.362
05/04/2019 02:00,145.274
05/04/2019 02:30,142.156
05/04/2019 03:00,141.57
05/04/2019 03:30,140.79
05/04/2019 04:00,142.282
05/04/2019 04:30,143.58
05/04/2019 05:00,142.862
05/04/2019 05:30,143.204
05/04/2019 06:00,141.342
05/04/2019 06:30,139.332
05/04/2019 07:00,133.692
05/04/2019 07:30,134.584
05/04/2019 08:00,136.396
05/04/2019 08:30,137.61
05/04/2019 09:00,136.924
05/04/2019 09:30,137.082
05/04/2019 10:00,134.338
05/04/2019 10:30,139.48
05/04/2019 11:00,138.708
05/04/2019 11:30,134.406
05/04/2019 12:00,136.134
05/04/2019 12:30,132.14
05/04/2019 13:00,130.696
05/04/2019 13:30,128.474
05/04/2019 14:00,130.188
05/04/2019 14:30,136.134
05/04/2019 15:00,134.178
05/04/2019 15:30,136.492
05/04/2019 16:00,132.894
05/04/2019 16:30,138.076
05/04/2019 17:00,139.726
05/04/2019 17:30,136.582
05/04/2019 18:00,142.606
05/04/2019 18:30,144.956
05/04/2019 19:00,145.65
05/04/2019 19:30,142.648
05/04/2019 20:00,143.122
05/04/2019 20:30,145.206
05/04/2019 21:00,146.442
05/04/2019 21:30,147.004
05/04/2019 22:00,145.572
05/04/2019 22:30,143.35
05/04/2019 23:00,143.906
05/04/2019 23:30,141.98
06/04/2019 00:00,144.26
06/04/2019 00:30,142.594
06/04/2019 01:00,142.694
06/04/2019 01:30,144.986
06/04/2019 02:00,144.08
06/04/2019 02:30,143.882
06/04/2019 03:00,141.198
06/04/2019 03:30,144.588
06/04/2019 04:00,140.092
06/04/2019 04:30,135.082
06/04/2019 05:00,139.678
06/04/2019 05:30,140.63
06/04/2019 06:00,138.682
06/04/2019 06:30,135.488
06/04/2019 07:00,129.618
06/04/2019 07:30,138.068
06/04/2019 08:00,142.888
06/04/2019 08:30,141.72
06/04/2019 09:00,141.094
06/04/2019 09:30,139.818
06/04/2019 10:00,140.412
06/04/2019 10:30,139.858
06/04/2019 11:00,140.324
06/04/2019 11:30,142.128
06/04/2019 12:00,138.674
06/04/2019 12:30,139.488
06/04/2019 13:00,140.582
06/04/2019 13:30,136.508
06/04/2019 14:00,141.846
06/04/2019 14:30,142.956
06/04/2019 15:00,138.092
06/04/2019 15:30,137.914
06/04/2019 16:00,136.964
06/04/2019 16:30,140.164
06/04/2019 17:00,139.786
06/04/2019 17:30,140.946
06/04/2019 18:00,138.236
06/04/2019 18:30,137.36
06/04/2019 19:00,134.946
06/04/2019 19:30,136.012
06/04/2019 20:00,138.956
06/04/2019 20:30,137.824
06/04/2019 21:00,137.664
06/04/2019 21:30,137.064
06/04/2019 22:00,136.84
06/04/2019 22:30,135.73
06/04/2019 23:00,131.146
06/04/2019 23:30,138.348
07/04/2019 00:00,137.69
07/04/2019 00:30,134.478
07/04/2019 01:00,137.488
07/04/2019 01:30,140.582
07/04/2019 02:00,140.556
07/04/2019 02:30,139.228
07/04/2019 03:00,141.464
07/04/2019 03:30,142.804
07/04/2019 04:00,141.676
07/04/2019 04:30,143.236
07/04/2019 05:00,141.126
07/04/2019 05:30,142.07
07/04/2019 06:00,139.214
07/04/2019 06:30,137.608
07/04/2019 07:00,132.102
07/04/2019 07:30,137.01
07/04/2019 08:00,137.306
07/04/2019 08:30,134.516
07/04/2019 09:00,138.102
07/04/2019 09:30,139.244
07/04/2019 10:00,140.354
07/04/2019 10:30,139.352
07/04/2019 11:00,136.56
07/04/2019 11:30,138.964
07/04/2019 12:00,138.092
07/04/2019 12:30,139.088
07/04/2019 13:00,139.846
07/04/2019 13:30,135.178
07/04/2019 14:00,137.69
07/04/2019 14:30,136.4
07/04/2019 15:00,130.95
07/04/2019 15:30,135.634
07/04/2019 16:00,137.224
07/04/2019 16:30,134.412
07/04/2019 17:00,137.396
07/04/2019 17:30,137.056
07/04/2019 18:00,136.312
07/04/2019 18:30,138.446
07/04/2019 19:00,140.346
07/04/2019 19:30,136.598
07/04/2019 20:00,136.94
07/04/2019 20:30,140.982
07/04/2019 21:00,136.83
07/04/2019 21:30,137.986
07/04/2019 22:00,140.476
07/04/2019 22:30,142.19
07/04/2019 23:00,139.67
07/04/2019 23:30,141.746
08/04/2019 00:00,144.658
08/04/2019 00:30,138.68
08/04/2019 01:00,142.58
08/04/2019 01:30,141.144
08/04/2019 02:00,144.978
08/04/2019 02:30,143.196
08/04/2019 03:00,142.762
08/04/2019 03:30,144.25
08/04/2019 04:00,144.216
08/04/2019 04:30,141.166
08/04/2019 05:00,137.462
08/04/2019 05:30,138.332
08/04/2019 06:00,136.266
08/04/2019 06:30,134.53
08/04/2019 07:00,126.91
08/04/2019 07:30,138.622
08/04/2019 08:00,135.398
08/04/2019 08:30,130.242
08/04/2019 09:00,133.476
08/04/2019 09:30,134.458
08/04/2019 10:00,129.408
08/04/2019 10:30,132.092
08/04/2019 11:00,129.91
08/04/2019 11:30,135.802
08/04/2019 12:00,133.458
08/04/2019 12:30,105.002
08/04/2019 13:00,124.376
08/04/2019 13:30,135.414
08/04/2019 14:00,117.04
08/04/2019 14:30,96.372
08/04/2019 15:00,126.254
08/04/2019 15:30,117.63
08/04/2019 16:00,132.282
08/04/2019 16:30,122.01
08/04/2019 17:00,85.358
08/04/2019 17:30,87.71
08/04/2019 18:00,89.642
08/04/2019 18:30,89.6
08/04/2019 19:00,91.624
08/04/2019 19:30,90.288
08/04/2019 20:00,87.43
08/04/2019 20:30,103.008
08/04/2019 21:00,143.842
08/04/2019 21:30,143.722
08/04/2019 22:00,145.33
08/04/2019 22:30,142.148
08/04/2019 23:00,142.038
08/04/2019 23:30,141.066
09/04/2019 00:00,130.58
09/04/2019 00:30,116.934
09/04/2019 01:00,139.448
09/04/2019 01:30,143.198
09/04/2019 02:00,136.12
09/04/2019 02:30,135.236
09/04/2019 03:00,135.366
09/04/2019 03:30,139.968
09/04/2019 04:00,124.004
09/04/2019 04:30,133.252
09/04/2019 05:00,138.49
09/04/2019 05:30,138.698
09/04/2019 06:00,137.428
09/04/2019 06:30,129.416
09/04/2019 07:00,85.238
09/04/2019 07:30,78.564
09/04/2019 08:00,79.86
09/04/2019 08:30,100.792
09/04/2019 09:00,87.964
09/04/2019 09:30,79.92
09/04/2019 10:00,79.118
09/04/2019 10:30,76.33
09/04/2019 11:00,81.372
09/04/2019 11:30,82.842
09/04/2019 12:00,122.082
09/04/2019 12:30,135.648
09/04/2019 13:00,138.33
09/04/2019 13:30,139.652
09/04/2019 14:00,140.448
09/04/2019 14:30,142.27
09/04/2019 15:00,136.858
09/04/2019 15:30,140.03
09/04/2019 16:00,138.082
09/04/2019 16:30,140.822
09/04/2019 17:00,138.972
09/04/2019 17:30,141.152
09/04/2019 18:00,143.11
09/04/2019 18:30,143.466
09/04/2019 19:00,143.192
09/04/2019 19:30,135.226
09/04/2019 20:00,86.46
09/04/2019 20:30,82.408
09/04/2019 21:00,85.598
09/04/2019 21:30,85.75
09/04/2019 22:00,87.97
09/04/2019 22:30,90.4
09/04/2019 23:00,91.298
09/04/2019 23:30,109.558
10/04/2019 00:00,142.55
10/04/2019 00:30,141.526
10/04/2019 01:00,142.918
10/04/2019 01:30,142.718
10/04/2019 02:00,144.974
10/04/2019 02:30,144.49
10/04/2019 03:00,144.804
10/04/2019 03:30,143.724
10/04/2019 04:00,140.52
10/04/2019 04:30,142.71
10/04/2019 05:00,145.788
10/04/2019 05:30,145.16
10/04/2019 06:00,142.294
10/04/2019 06:30,133.13
10/04/2019 07:00,127.798
10/04/2019 07:30,139.766
10/04/2019 08:00,137.998
10/04/2019 08:30,115.504
10/04/2019 09:00,84.706
10/04/2019 09:30,129.546
10/04/2019 10:00,138.196
10/04/2019 10:30,134.042
10/04/2019 11:00,141.406
10/04/2019 11:30,141.51
10/04/2019 12:00,139.356
10/04/2019 12:30,140.626
10/04/2019 13:00,139.866
10/04/2019 13:30,138.844
10/04/2019 14:00,138.774
10/04/2019 14:30,141.092
10/04/2019 15:00,137.356
10/04/2019 15:30,140.782
10/04/2019 16:00,135.748
10/04/2019 16:30,139.368
10/04/2019 17:00,137.452
10/04/2019 17:30,137.198
10/04/2019 18:00,137.532
10/04/2019 18:30,137.94
10/04/2019 19:00,135.62
10/04/2019 19:30,134.984
10/04/2019 20:00,138.01
10/04/2019 20:30,137.144
10/04/2019 21:00,135.206
10/04/2019 21:30,133.566
10/04/2019 22:00,137.758
10/04/2019 22:30,137.73
10/04/2019 23:00,135.662
10/04/2019 23:30,138.772
11/04/2019 00:00,137.314
11/04/2019 00:30,134.912
11/04/2019 01:00,139.97
11/04/2019 01:30,139.992
11/04/2019 02:00,141.274
11/04/2019 02:30,138.236
11/04/2019 03:00,136.1
11/04/2019 03:30,137.684
11/04/2019 04:00,134.048
11/04/2019 04:30,135.896
11/04/2019 05:00,135.196
11/04/2019 05:30,139.326
11/04/2019 06:00,135.184
11/04/2019 06:30,135.198
11/04/2019 07:00,135.964
11/04/2019 07:30,134.61
11/04/2019 08:00,131.01
11/04/2019 08:30,130.508
11/04/2019 09:00,130.522
11/04/2019 09:30,132.27
11/04/2019 10:00,131.786
11/04/2019 10:30,127.208
11/04/2019 11:00,132.794
11/04/2019 11:30,128.156
11/04/2019 12:00,126.84
11/04/2019 12:30,132.598
11/04/2019 13:00,129.25
11/04/2019 13:30,126.776
11/04/2019 14:00,127.644
11/04/2019 14:30,122.586
11/04/2019 15:00,121.664
11/04/2019 15:30,125.198
11/04/2019 16:00,125.834
11/04/2019 16:30,128.866
11/04/2019 17:00,126.654
11/04/2019 17:30,127.644
11/04/2019 18:00,127.502
11/04/2019 18:30,127.756
11/04/2019 19:00,127.212
11/04/2019 19:30,128.922
11/04/2019 20:00,128.554
11/04/2019 20:30,131.36
11/04/2019 21:00,133.086
11/04/2019 21:30,137.606
11/04/2019 22:00,138.846
11/04/2019 22:30,137.32
11/04/2019 23:00,141.498
11/04/2019 23:30,139.488
12/04/2019 00:00,139.334
12/04/2019 00:30,139.67
12/04/2019 01:00,140.6
12/04/2019 01:30,140.02
12/04/2019 02:00,140.942
12/04/2019 02:30,140
12/04/2019 03:00,139.846
12/04/2019 03:30,135.084
12/04/2019 04:00,139.306
12/04/2019 04:30,139.562
12/04/2019 05:00,136.826
12/04/2019 05:30,136.116
12/04/2019 06:00,136.002
12/04/2019 06:30,132.438
12/04/2019 07:00,130.856
12/04/2019 07:30,134.046
12/04/2019 08:00,131.464
12/04/2019 08:30,130.968
12/04/2019 09:00,130.192
12/04/2019 09:30,138
12/04/2019 10:00,135.996
12/04/2019 10:30,134.268
12/04/2019 11:00,132.178
12/04/2019 11:30,132.786
12/04/2019 12:00,133.388
12/04/2019 12:30,138.902
12/04/2019 13:00,137.718
12/04/2019 13:30,138.522
12/04/2019 14:00,137.928
12/04/2019 14:30,136.352
12/04/2019 15:00,132.28
12/04/2019 15:30,135.522
12/04/2019 16:00,134.684
12/04/2019 16:30,135.01
12/04/2019 17:00,135.022
12/04/2019 17:30,133.478
12/04/2019 18:00,135.118
12/04/2019 18:30,138.9
12/04/2019 19:00,140.018
12/04/2019 19:30,141.986
12/04/2019 20:00,140.782
12/04/2019 20:30,138.982
12/04/2019 21:00,140.02
12/04/2019 21:30,141.988
12/04/2019 22:00,144.016
12/04/2019 22:30,143.84
12/04/2019 23:00,138.704
12/04/2019 23:30,138.17
13/04/2019 00:00,140.164
13/04/2019 00:30,139.73
13/04/2019 01:00,138.858
13/04/2019 01:30,140.456
13/04/2019 02:00,143.586
13/04/2019 02:30,140.856
13/04/2019 03:00,139.792
13/04/2019 03:30,143.62
13/04/2019 04:00,142.166
13/04/2019 04:30,141.498
13/04/2019 05:00,140.21
13/04/2019 05:30,138.724
13/04/2019 06:00,134.992
13/04/2019 06:30,135.276
13/04/2019 07:00,128.24
13/04/2019 07:30,130.19
13/04/2019 08:00,131.472
13/04/2019 08:30,133.086
13/04/2019 09:00,133.758
13/04/2019 09:30,135.496
13/04/2019 10:00,135.234
13/04/2019 10:30,133.118
13/04/2019 11:00,127.158
13/04/2019 11:30,126.682
13/04/2019 12:00,130.036
13/04/2019 12:30,130.372
13/04/2019 13:00,130.708
13/04/2019 13:30,128.772
13/04/2019 14:00,127.78
13/04/2019 14:30,124.33
13/04/2019 15:00,123.692
13/04/2019 15:30,124.94
13/04/2019 16:00,124.456
13/04/2019 16:30,125.484
13/04/2019 17:00,129.954
13/04/2019 17:30,131.922
13/04/2019 18:00,134.146
13/04/2019 18:30,134.59
13/04/2019 19:00,131.152
13/04/2019 19:30,129.786
13/04/2019 20:00,133.174
13/04/2019 20:30,135.44
13/04/2019 21:00,135.206
13/04/2019 21:30,136.15
13/04/2019 22:00,135.414
13/04/2019 22:30,138.71
13/04/2019 23:00,135.344
13/04/2019 23:30,138.658
14/04/2019 00:00,142.442
14/04/2019 00:30,144.942
14/04/2019 01:00,145.66
14/04/2019 01:30,145.45
14/04/2019 02:00,141.88
14/04/2019 02:30,144.626
14/04/2019 03:00,145.002
14/04/2019 03:30,146.718
14/04/2019 04:00,146.458
14/04/2019 04:30,144.228
14/04/2019 05:00,142.764
14/04/2019 05:30,141.146
14/04/2019 06:00,140.286
14/04/2019 06:30,142.036
14/04/2019 07:00,138.394
14/04/2019 07:30,142.316
14/04/2019 08:00,140.902
14/04/2019 08:30,139.36
14/04/2019 09:00,141.674
14/04/2019 09:30,137.35
14/04/2019 10:00,137.872
14/04/2019 10:30,140.176
14/04/2019 11:00,139.516
14/04/2019 11:30,141.814
14/04/2019 12:00,140.822
14/04/2019 12:30,137.974
14/04/2019 13:00,138.344
14/04/2019 13:30,140.71
14/04/2019 14:00,141.566
14/04/2019 14:30,139.85
14/04/2019 15:00,136.896
14/04/2019 15:30,141.904
14/04/2019 16:00,140.894
14/04/2019 16:30,141.924
14/04/2019 17:00,141.518
14/04/2019 17:30,143.126
14/04/2019 18:00,141.214
14/04/2019 18:30,141.136
14/04/2019 19:00,140.314
14/04/2019 19:30,142.286
14/04/2019 20:00,142.542
14/04/2019 20:30,138.464
14/04/2019 21:00,139.648
14/04/2019 21:30,139.544
14/04/2019 22:00,140.046
14/04/2019 22:30,139.632
14/04/2019 23:00,139.41
14/04/2019 23:30,137.622
15/04/2019 00:00,139.048
15/04/2019 00:30,140.08
15/04/2019 01:00,141.88
15/04/2019 01:30,141.246
15/04/2019 02:00,142.892
15/04/2019 02:30,139.22
15/04/2019 03:00,142.33
15/04/2019 03:30,142.312
15/04/2019 04:00,141.48
15/04/2019 04:30,137.238
15/04/2019 05:00,138.276
15/04/2019 05:30,141.34
15/04/2019 06:00,140.526
15/04/2019 06:30,133.026
15/04/2019 07:00,131.89
15/04/2019 07:30,136.474
15/04/2019 08:00,136.23
15/04/2019 08:30,137.27
15/04/2019 09:00,139.708
15/04/2019 09:30,138.498
15/04/2019 10:00,141.178
15/04/2019 10:30,136.322
15/04/2019 11:00,135.856
15/04/2019 11:30,138.078
15/04/2019 12:00,137.268
15/04/2019 12:30,142.432
15/04/2019 13:00,140.082
15/04/2019 13:30,141.852
15/04/2019 14:00,140.04
15/04/2019 14:30,141.078
15/04/2019 15:00,135.43
15/04/2019 15:30,141.244
15/04/2019 16:00,142.888
15/04/2019 16:30,139.146
15/04/2019 17:00,142.902
15/04/2019 17:30,145.02
15/04/2019 18:00,145.718
15/04/2019 18:30,145.806
15/04/2019 19:00,142.178
15/04/2019 19:30,137.846
15/04/2019 20:00,143.166
15/04/2019 20:30,140.572
15/04/2019 21:00,143.486
15/04/2019 21:30,144.088
15/04/2019 22:00,146.02
15/04/2019 22:30,146.368
15/04/2019 23:00,144.762
15/04/2019 23:30,145.572
16/04/2019 00:00,140.81
16/04/2019 00:30,141.812
16/04/2019 01:00,144.46
16/04/2019 01:30,144.184
16/04/2019 02:00,143.958
16/04/2019 02:30,146.584
16/04/2019 03:00,146.366
16/04/2019 03:30,143.852
16/04/2019 04:00,144.38
16/04/2019 04:30,147.108
16/04/2019 05:00,145.226
16/04/2019 05:30,144.178
16/04/2019 06:00,141.32
16/04/2019 06:30,135.666
16/04/2019 07:00,132.164
16/04/2019 07:30,138.388
16/04/2019 08:00,139.058
16/04/2019 08:30,135.368
16/04/2019 09:00,137.564
16/04/2019 09:30,135.88
16/04/2019 10:00,137.798
16/04/2019 10:30,136.462
16/04/2019 11:00,134.738
16/04/2019 11:30,137.698
16/04/2019 12:00,135.38
16/04/2019 12:30,131.622
16/04/2019 13:00,131.876
16/04/2019 13:30,137.18
16/04/2019 14:00,137.208
16/04/2019 14:30,138.112
16/04/2019 15:00,138.17
16/04/2019 15:30,136.09
16/04/2019 16:00,136.656
16/04/2019 16:30,137.46
16/04/2019 17:00,140.408
16/04/2019 17:30,142.716
16/04/2019 18:00,145.492
16/04/2019 18:30,145.872
16/04/2019 19:00,146.186
16/04/2019 19:30,142.222
16/04/2019 20:00,143.51
16/04/2019 20:30,143.272
16/04/2019 21:00,142.71
16/04/2019 21:30,143.186
16/04/2019 22:00,143.23
16/04/2019 22:30,143.224
16/04/2019 23:00,145.034
16/04/2019 23:30,144.9
17/04/2019 00:00,144.994
17/04/2019 00:30,144.316
17/04/2019 01:00,142.162
17/04/2019 01:30,142.732
17/04/2019 02:00,143.57
17/04/2019 02:30,142.352
17/04/2019 03:00,141.13
17/04/2019 03:30,140.442
17/04/2019 04:00,140.444
17/04/2019 04:30,141.276
17/04/2019 05:00,139.888
17/04/2019 05:30,140.132
17/04/2019 06:00,139.788
17/04/2019 06:30,137.702
17/04/2019 07:00,134.164
17/04/2019 07:30,140.646
17/04/2019 08:00,139.842
17/04/2019 08:30,135.536
17/04/2019 09:00,139.126
17/04/2019 09:30,132.178
17/04/2019 10:00,134.298
17/04/2019 10:30,134.772
17/04/2019 11:00,136.284
17/04/2019 11:30,136.816
17/04/2019 12:00,137.048
17/04/2019 12:30,139.372
17/04/2019 13:00,141.488
17/04/2019 13:30,142.862
17/04/2019 14:00,142.346
17/04/2019 14:30,142.828
17/04/2019 15:00,140.962
17/04/2019 15:30,138.63
17/04/2019 16:00,137.184
17/04/2019 16:30,137.412
17/04/2019 17:00,138.402
17/04/2019 17:30,135.71
17/04/2019 18:00,138.138
17/04/2019 18:30,142.342
17/04/2019 19:00,141.268
17/04/2019 19:30,138.424
17/04/2019 20:00,139.618
17/04/2019 20:30,139.548
17/04/2019 21:00,135.774
17/04/2019 21:30,134.15
17/04/2019 22:00,136.882
17/04/2019 22:30,135.91
17/04/2019 23:00,139.224
17/04/2019 23:30,139.96
18/04/2019 00:00,139.756
18/04/2019 00:30,139.148
18/04/2019 01:00,140.828
18/04/2019 01:30,143.744
18/04/2019 02:00,142.99
18/04/2019 02:30,141.164
18/04/2019 03:00,136.538
18/04/2019 03:30,140.382
18/04/2019 04:00,136.632
18/04/2019 04:30,140.49
18/04/2019 05:00,139.192
18/04/2019 05:30,139.548
18/04/2019 06:00,136.722
18/04/2019 06:30,128.86
18/04/2019 07:00,130.27
18/04/2019 07:30,131.944
18/04/2019 08:00,136.302
18/04/2019 08:30,135.444
18/04/2019 09:00,133.27
18/04/2019 09:30,132.24
18/04/2019 10:00,135.07
18/04/2019 10:30,139.116
18/04/2019 11:00,142.396
18/04/2019 11:30,140.996
18/04/2019 12:00,141.872
18/04/2019 12:30,138.876
18/04/2019 13:00,139.85
18/04/2019 13:30,140.76
18/04/2019 14:00,140.86
18/04/2019 14:30,139.078
18/04/2019 15:00,134.41
18/04/2019 15:30,138.556
18/04/2019 16:00,135.752
18/04/2019 16:30,139.254
18/04/2019 17:00,142.592
18/04/2019 17:30,140.062
18/04/2019 18:00,143.364
18/04/2019 18:30,142.592
18/04/2019 19:00,143.826
18/04/2019 19:30,138.46
18/04/2019 20:00,138.032
18/04/2019 20:30,140.716
18/04/2019 21:00,140.676
18/04/2019 21:30,141.37
18/04/2019 22:00,141.802
18/04/2019 22:30,140.104
18/04/2019 23:00,97.472
18/04/2019 23:30,116.636
19/04/2019 00:00,137.094
19/04/2019 00:30,139.562
19/04/2019 01:00,141.838
19/04/2019 01:30,145.734
19/04/2019 02:00,143.612
19/04/2019 02:30,140.61
19/04/2019 03:00,143.47
19/04/2019 03:30,143.058
19/04/2019 04:00,142.916
19/04/2019 04:30,143.344
19/04/2019 05:00,144.818
19/04/2019 05:30,143.866
19/04/2019 06:00,103.216
19/04/2019 06:30,141.992
19/04/2019 07:00,132.362
19/04/2019 07:30,137.728
19/04/2019 08:00,139.98
19/04/2019 08:30,134.258
19/04/2019 09:00,122.836
19/04/2019 09:30,94.308
19/04/2019 10:00,60.734
19/04/2019 10:30,35.26
19/04/2019 11:00,96.964
19/04/2019 11:30,82.566
19/04/2019 12:00,75.788
19/04/2019 12:30,75.268
19/04/2019 13:00,77.326
19/04/2019 13:30,78.21
19/04/2019 14:00,78.062
19/04/2019 14:30,76.224
19/04/2019 15:00,72.184
19/04/2019 15:30,78.862
19/04/2019 16:00,79.052
19/04/2019 16:30,76.99
19/04/2019 17:00,78.604
19/04/2019 17:30,77.504
19/04/2019 18:00,74.268
19/04/2019 18:30,75.986
19/04/2019 19:00,69.862
19/04/2019 19:30,65.254
19/04/2019 20:00,73.728
19/04/2019 20:30,72.116
19/04/2019 21:00,75.982
19/04/2019 21:30,77.144
19/04/2019 22:00,79.058
19/04/2019 22:30,73.73
19/04/2019 23:00,70.732
19/04/2019 23:30,74.394
20/04/2019 00:00,72.952
20/04/2019 00:30,69.26
20/04/2019 01:00,68.5
20/04/2019 01:30,73.728
20/04/2019 02:00,74.036
20/04/2019 02:30,70.54
20/04/2019 03:00,72.938
20/04/2019 03:30,76.716
20/04/2019 04:00,75.396
20/04/2019 04:30,76.85
20/04/2019 05:00,74.044
20/04/2019 05:30,76.544
20/04/2019 06:00,76.924
20/04/2019 06:30,72.78
20/04/2019 07:00,67.854
20/04/2019 07:30,72.142
20/04/2019 08:00,76.964
20/04/2019 08:30,78.254
20/04/2019 09:00,78.084
